"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"16:42:32:386","6602138481830","   0.501","   0.839"," 1636"," 1100"," 2800"," 1649","   3.235","   1.622","   0.450","   0.510","   0.256","   0.071"," 33","0"," 33"," 44","  39.105","  33.000","   9.167","  45.000","  350","    0"
"16:42:32:899","6603314500435","   1.014","  28.066"," 3030"," 1200"," 3300"," 3061","  17.523","  10.602","   2.945","  14.342","   7.606","   2.113"," 49","0"," 33"," 53","  46.537","  66.000","  18.333","  45.000","  350","    0"
"16:42:33:401","6604467292409","   1.516","  20.356"," 3051"," 1100"," 3300"," 3085","  14.482","  17.877","   4.966","  11.236","  13.250","   3.681"," 48","0"," 38"," 52","  46.295"," 104.000","  28.889","  45.000","  350","    0"
"16:42:33:903","6605619327402","   2.018","  23.187"," 3065"," 1100"," 3300"," 3100","  16.089","  25.954","   7.209","  12.690","  19.621","   5.450"," 48","0"," 39"," 53","  47.241"," 143.000","  39.722","  45.000","  350","  700"
"16:42:34:412","6606786373240","   2.527","  38.700"," 3049"," 1000"," 3300"," 3081","  19.352","  35.796","   9.943","  15.761","  27.637","   7.677"," 55","0"," 39"," 56","  49.572"," 182.000","  50.556","  45.000","  350","    0"
"16:42:34:917","6607945969484","   3.032","  43.572"," 3061"," 1000"," 3300"," 3083","  20.489","  46.150","  12.819","  16.659","  36.055","  10.015"," 49","0"," 40"," 57","  50.727"," 222.000","  61.667","  45.000","  350","    0"
"16:42:35:421","6609103669407","   3.536","  21.758"," 2880"," 1100"," 3300"," 2922","  13.244","  52.831","  14.675","   9.744","  40.971","  11.381"," 47","0"," 40"," 53","  47.275"," 262.000","  72.778","  45.000","  350","    0"
"16:42:35:925","6610258667435","   4.040","  19.781"," 2783"," 1100"," 3300"," 2822","  11.713","  58.726","  16.313","   8.507","  45.252","  12.570"," 48","0"," 39"," 53","  47.101"," 301.000","  83.611","  45.000","  350","    0"
"16:42:36:425","6611407669774","   4.540","  17.086"," 2737"," 1100"," 3300"," 2797","  10.990","  64.229","  17.841","   7.832","  49.174","  13.659"," 47","0"," 39"," 56","  47.862"," 340.000","  94.444","  45.000","  350","    0"
"16:42:36:926","6612556089380","   5.041","   6.132"," 1522"," 1100"," 2800"," 1577","   5.415","  66.939","  18.594","   2.580","  50.465","  14.018"," 47","0"," 39"," 48","  43.513"," 379.000"," 105.278","  45.000","  350","    0"
"16:42:37:427","6613705000283","   5.541","   5.886"," 1919"," 1100"," 3300"," 2037","   5.262","  69.574","  19.326","   2.559","  51.746","  14.374"," 47","0"," 39"," 50","  44.165"," 418.000"," 116.111","  45.000","  350","    0"
"16:42:37:933","6614866295463","   6.047","  13.690"," 2631"," 1100"," 3300"," 2811","  10.313","  74.792","  20.776","   7.423","  55.503","  15.417"," 47","0"," 39"," 51","  46.219"," 457.000"," 126.944","  45.000","  350","    0"
"16:42:38:435","6616020161118","   6.550","   3.958"," 1579"," 1100"," 2800"," 1604","   3.932","  76.770","  21.325","   1.222","  56.117","  15.588"," 45","0"," 39"," 48","  43.765"," 496.000"," 137.778","  45.000","  350","    0"
"16:42:38:945","6617189072491","   7.060","   1.628"," 1478"," 1100"," 2800"," 1490","   3.264","  78.432","  21.787","   0.628","  56.437","  15.677"," 41","0"," 38"," 47","  42.237"," 534.000"," 148.333","  45.000","  350","    0"
"16:42:39:448","6618343143311","   7.563","   1.782"," 1493"," 1100"," 2800"," 1498","   3.304","  80.094","  22.248","   0.667","  56.773","  15.770"," 41","0"," 38"," 47","  42.111"," 572.000"," 158.889","  45.000","  350","    0"
"16:42:39:954","6619505984123","   8.069","   2.054"," 1520"," 1100"," 2800"," 1537","   3.389","  81.812","  22.725","   0.745","  57.150","  15.875"," 40","0"," 38"," 46","  42.285"," 610.000"," 169.444","  45.000","  350","    0"
"16:42:40:457","6620660172645","   8.572","   0.835"," 1519"," 1100"," 2800"," 1530","   3.058","  83.350","  23.153","   0.442","  57.372","  15.937"," 43","0"," 34"," 46","  41.987"," 644.000"," 178.889","  45.000","  350","    0"
"16:42:40:964","6621822442363","   9.079","   2.918"," 1859"," 1100"," 2800"," 1871","   3.668","  85.208","  23.669","   0.982","  57.870","  16.075"," 46","0"," 34"," 47","  42.501"," 678.000"," 188.333","  45.000","  350","    0"
"16:42:41:471","6622987159543","   9.586","   9.909"," 2383"," 1100"," 3300"," 2367","   7.272","  88.899","  24.694","   4.384","  60.095","  16.693"," 43","0"," 38"," 52","  44.328"," 716.000"," 198.889","  45.000","  350","    0"
"16:42:41:972","6624136851013","  10.087","   4.122"," 1886"," 1100"," 2800"," 1903","   4.089","  90.947","  25.263","   1.331","  60.761","  16.878"," 47","0"," 37"," 47","  42.617"," 753.000"," 209.167","  45.000","  350","    0"
"16:42:42:474","6625288600944","  10.589","   4.107"," 1946"," 1100"," 3200"," 1951","   4.116","  93.013","  25.837","   1.393","  61.460","  17.072"," 45","0"," 36"," 48","  42.650"," 789.000"," 219.167","  45.000","  350","    0"
"16:42:42:977","6626442862117","  11.092","   6.557"," 2463"," 1100"," 3300"," 2489","   6.101","  96.081","  26.689","   3.289","  63.115","  17.532"," 42","0"," 38"," 52","  46.228"," 827.000"," 229.722","  45.000","  350","    0"
"16:42:43:478","6627592989919","  11.593","   3.539"," 1809"," 1100"," 2800"," 1821","   3.844","  98.008","  27.225","   1.129","  63.680","  17.689"," 42","0"," 36"," 48","  42.955"," 863.000"," 239.722","  45.000","  350","    0"
"16:42:43:981","6628747120981","  12.096","   3.345"," 1924"," 1100"," 2800"," 1939","   3.798","  99.918","  27.755","   1.104","  64.236","  17.843"," 37","0"," 36"," 47","  42.213"," 899.000"," 249.722","  45.000","  350","    0"
"16:42:44:484","6629901436685","  12.599","   5.036"," 1769"," 1100"," 2800"," 1791","   4.247"," 102.055","  28.348","   1.485","  64.982","  18.051"," 44","0"," 37"," 47","  42.565"," 936.000"," 260.000","  45.000","  350","    0"
"16:42:44:990","6631062998778","  13.105","  15.264"," 2690"," 1100"," 3200"," 2744","  10.548"," 107.394","  29.832","   7.498","  68.778","  19.105"," 47","0"," 38"," 53","  46.079"," 974.000"," 270.556","  45.000","  350","    0"
"16:42:45:491","6632211722904","  13.606","   6.298"," 1914"," 1100"," 3300"," 2020","   6.113"," 110.454","  30.682","   3.214","  70.386","  19.552"," 46","0"," 39"," 49","  43.289","1013.000"," 281.389","  45.000","  350","    0"
"16:42:45:993","6633364806526","  14.108","   5.129"," 1894"," 1100"," 3300"," 1939","   4.762"," 112.847","  31.346","   1.973","  71.378","  19.827"," 47","0"," 37"," 49","  43.568","1050.000"," 291.667","  45.000","  350","    0"
