"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"09:57:45:889","96483194431414","   0.501","   0.695"," 1663"," 1100"," 2800"," 1667","   3.085","   1.546","   0.429","   0.457","   0.229","   0.064"," 30","0"," 30"," 42","  36.849","  30.000","   8.333","  45.000","  350","    0"
"09:57:46:407","96484383175988","   1.019","  28.902"," 3036"," 1100"," 3300"," 3072","  17.853","  10.794","   2.998","  14.748","   7.869","   2.186"," 49","0"," 30"," 50","  42.947","  60.000","  16.667","  45.000","  350","    0"
"09:57:46:908","96485532762736","   1.520","  23.789"," 3078"," 1200"," 3300"," 3123","  16.315","  18.968","   5.269","  13.256","  14.509","   4.030"," 46","0"," 36"," 50","  43.595","  96.000","  26.667","  45.000","  350","    0"
"09:57:47:411","96486687589219","   2.023","  20.713"," 3046"," 1100"," 3300"," 3079","  14.694","  26.362","   7.323","  11.529","  20.311","   5.642"," 44","0"," 35"," 49","  44.085"," 131.000","  36.389","  45.000","  350","    0"
"09:57:47:914","96487840855236","   2.526","  36.887"," 3006","  900"," 3300"," 3041","  19.027","  35.924","   9.979","  15.640","  28.171","   7.825"," 49","0"," 36"," 51","  45.168"," 167.000","  46.389","  45.000","  350","    0"
"09:57:48:422","96489007534914","   3.034","  39.740"," 3058","  900"," 3300"," 3089","  19.778","  45.980","  12.772","  16.467","  36.544","  10.151"," 46","0"," 37"," 53","  46.731"," 204.000","  56.667","  45.000","  350","  700"
"09:57:48:925","96490160957833","   3.537","  20.678"," 2847"," 1100"," 3300"," 2891","  12.588","  52.307","  14.530","   9.286","  41.211","  11.447"," 45","0"," 36"," 50","  43.823"," 240.000","  66.667","  45.000","  350","    0"
"09:57:49:435","96491332415538","   4.047","  16.870"," 2803"," 1100"," 3300"," 2835","  10.087","  57.456","  15.960","   7.029","  44.799","  12.444"," 44","0"," 36"," 50","  43.881"," 276.000","  76.667","  45.000","  350","    0"
"09:57:49:936","96492483027528","   4.549","   2.568"," 1448"," 1100"," 2300"," 1467","   3.348","  59.135","  16.426","   0.759","  45.179","  12.550"," 44","0"," 36"," 44","  40.555"," 312.000","  86.667","  45.000","  350","    0"
"09:57:50:439","96493636795973","   5.052","   5.188"," 1970"," 1100"," 3300"," 2005","   4.564","  61.430","  17.064","   1.927","  46.148","  12.819"," 40","0"," 35"," 47","  40.258"," 347.000","  96.389","  45.000","  350","    0"
"09:57:50:940","96494786650360","   5.553","  11.592"," 2298"," 1100"," 3300"," 2544","   9.073","  65.976","  18.327","   6.260","  49.285","  13.690"," 44","0"," 35"," 47","  41.561"," 382.000"," 106.111","  45.000","  350","    0"
"09:57:51:443","96495939859725","   6.055","   8.011"," 2134"," 1100"," 3300"," 2208","   6.077","  69.031","  19.175","   3.279","  50.933","  14.148"," 40","0"," 34"," 47","  41.808"," 416.000"," 115.556","  45.000","  350","    0"
"09:57:51:946","96497093882227","   6.558","   1.414"," 1431"," 1100"," 2300"," 1443","   3.198","  70.639","  19.622","   0.593","  51.231","  14.231"," 42","0"," 34"," 44","  39.191"," 450.000"," 125.000","  45.000","  350","    0"
"09:57:52:456","96498265459194","   7.068","   2.507"," 1499"," 1100"," 2300"," 1519","   3.451","  72.400","  20.111","   0.806","  51.643","  14.345"," 41","0"," 34"," 44","  39.439"," 484.000"," 134.444","  45.000","  350","    0"
"09:57:52:959","96499419540252","   7.571","   1.579"," 1411"," 1100"," 2300"," 1420","   3.248","  74.034","  20.565","   0.633","  51.961","  14.434"," 39","0"," 35"," 43","  39.172"," 519.000"," 144.167","  45.000","  350","    0"
"09:57:53:462","96500573573463","   8.074","   1.799"," 1562"," 1100"," 2800"," 1582","   3.287","  75.687","  21.024","   0.675","  52.300","  14.528"," 40","0"," 32"," 43","  38.426"," 551.000"," 153.056","  45.000","  350","    0"
"09:57:53:965","96501727595917","   8.577","   0.855"," 1469"," 1100"," 2300"," 1477","   3.029","  77.210","  21.447","   0.436","  52.519","  14.589"," 38","0"," 32"," 42","  37.461"," 583.000"," 161.944","  45.000","  350","    0"
"09:57:54:466","96502877125645","   9.078","   1.708"," 1500"," 1100"," 2300"," 1510","   3.245","  78.836","  21.899","   0.621","  52.830","  14.675"," 39","0"," 33"," 45","  39.318"," 616.000"," 171.111","  45.000","  350","    0"
"09:57:54:973","96504040951436","   9.585","   0.825"," 1588"," 1100"," 2400"," 1609","   3.030","  80.372","  22.326","   0.452","  53.060","  14.739"," 36","0"," 31"," 42","  37.444"," 647.000"," 179.722","  45.000","  350","    0"
"09:57:55:483","96505211362824","  10.095","   0.688"," 1490"," 1100"," 2300"," 1496","   2.979","  81.892","  22.748","   0.408","  53.268","  14.797"," 36","0"," 31"," 43","  37.008"," 678.000"," 188.333","  45.000","  350","    0"
"09:57:55:986","96506365677447","  10.598","   0.624"," 1531"," 1100"," 2500"," 1529","   2.962","  83.381","  23.162","   0.396","  53.467","  14.852"," 34","0"," 30"," 43","  36.407"," 708.000"," 196.667","  45.000","  350","    0"
"09:57:56:489","96507519673290","  11.101","   1.519"," 1513"," 1100"," 2300"," 1529","   3.197","  84.989","  23.608","   0.587","  53.762","  14.934"," 38","0"," 32"," 43","  38.702"," 740.000"," 205.556","  45.000","  350","    0"
"09:57:56:992","96508673804697","  11.604","   0.956"," 1494"," 1100"," 2400"," 1498","   3.024","  86.510","  24.031","   0.453","  53.990","  14.997"," 34","0"," 31"," 42","  37.480"," 771.000"," 214.167","  45.000","  350","    0"
"09:57:57:495","96509828165304","  12.107","   0.708"," 1493"," 1100"," 2400"," 1510","   2.981","  88.010","  24.447","   0.413","  54.198","  15.055"," 32","0"," 31"," 43","  36.586"," 802.000"," 222.778","  45.000","  350","    0"
"09:57:57:998","96510982268996","  12.610","   1.730"," 1438"," 1100"," 2400"," 1458","   3.234","  89.636","  24.899","   0.657","  54.529","  15.147"," 35","0"," 31"," 43","  39.300"," 833.000"," 231.389","  45.000","  350","    0"
"09:57:58:501","96512136479114","  13.113","   1.424"," 1503"," 1100"," 2400"," 1504","   3.130","  91.211","  25.336","   0.559","  54.810","  15.225"," 38","0"," 31"," 43","  37.399"," 864.000"," 240.000","  45.000","  350","    0"
