"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"07:44:43:929","78165858741534","   0.501","   0.828"," 1602"," 1100"," 2300"," 1623","   3.142","   1.575","   0.437","   0.482","   0.242","   0.067"," 32","0"," 31"," 44","  39.507","  31.000","   8.611","  45.000","  350","    0"
"07:44:44:454","78167063547816","   1.026","  28.885"," 3032"," 1100"," 3300"," 3059","  17.586","  10.808","   3.002","  14.344","   7.773","   2.159"," 49","0"," 31"," 52","  44.855","  62.000","  17.222","  45.000","  350","    0"
"07:44:44:956","78168216587003","   1.529","   5.353"," 2336"," 1100"," 3300"," 2371","   5.518","  13.581","   3.772","   2.624","   9.091","   2.525"," 44","0"," 35"," 52","  43.296","  97.000","  26.944","  45.000","  350","    0"
"07:44:45:459","78169370814969","   2.032","   1.423"," 1613"," 1100"," 2800"," 1637","   3.311","  15.246","   4.235","   0.645","   9.415","   2.615"," 35","0"," 30"," 45","  40.517"," 127.000","  35.278","  45.000","  350","    0"
"07:44:45:962","78170524731133","   2.534","  20.140"," 3004"," 1100"," 3300"," 3039","  13.897","  22.234","   6.176","  10.797","  14.845","   4.123"," 49","0"," 34"," 50","  43.574"," 161.000","  44.722","  45.000","  350","    0"
"07:44:46:463","78171675216276","   3.036","  19.823"," 2963"," 1100"," 3300"," 2990","  13.684","  29.094","   8.082","  10.565","  20.141","   5.595"," 49","0"," 35"," 52","  44.760"," 196.000","  54.444","  45.000","  350","    0"
"07:44:46:964","78172823819194","   3.536","  10.429"," 2536"," 1100"," 3300"," 2581","   7.952","  33.075","   9.187","   4.938","  22.613","   6.281"," 45","0"," 34"," 50","  42.291"," 230.000","  63.889","  45.000","  350","    0"
"07:44:47:469","78173983478742","   4.042","   5.254"," 2034"," 1100"," 3300"," 2069","   4.878","  35.540","   9.872","   2.096","  23.672","   6.576"," 44","0"," 34"," 47","  41.526"," 264.000","  73.333","  45.000","  350","    0"
"07:44:47:978","78175151105502","   4.550","  23.821"," 2920"," 1100"," 3300"," 2959","  14.608","  42.973","  11.937","  11.576","  29.563","   8.212"," 48","0"," 34"," 53","  44.727"," 298.000","  82.778","  45.000","  350","    0"
"07:44:48:481","78176304245653","   5.053","  17.852"," 2561","  800"," 3300"," 2601","  10.105","  48.051","  13.347","   7.057","  33.109","   9.197"," 46","0"," 35"," 50","  43.377"," 333.000","  92.500","  45.000","  350","    0"
