"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:52:39:721","70996295413917","   0.501","   0.603"," 1630"," 1100"," 2300"," 1632","   3.051","   1.529","   0.425","   0.419","   0.210","   0.058"," 32","0"," 29"," 43","  38.771","  29.000","   8.056","  45.000","  350","    0"
"06:52:40:244","70997495705944","   1.024","  23.489"," 2983"," 1100"," 3300"," 3011","  14.901","   9.323","   2.590","  11.778","   6.370","   1.770"," 48","0"," 31"," 51","  43.653","  60.000","  16.667","  45.000","  350","    0"
"06:52:40:744","70998644051448","   1.525","  14.662"," 2726"," 1100"," 3300"," 2767","  10.340","  14.498","   4.027","   7.288","  10.018","   2.783"," 48","0"," 34"," 48","  41.977","  94.000","  26.111","  45.000","  350","    0"
"06:52:41:255","70999814910751","   2.035","  24.995"," 3044"," 1100"," 3300"," 3064","  16.369","  22.850","   6.347","  13.331","  16.820","   4.672"," 46","0"," 35"," 52","  44.424"," 129.000","  35.833","  45.000","  350","    0"
"06:52:41:757","71000967467381","   2.537","  15.729"," 2840"," 1100"," 3300"," 2888","  11.444","  28.597","   7.944","   8.348","  21.013","   5.837"," 44","0"," 34"," 49","  42.994"," 163.000","  45.278","  45.000","  350","    0"
"06:52:42:267","71002138381109","   3.047","   7.820"," 2124"," 1100"," 3300"," 2140","   5.679","  31.495","   8.749","   2.868","  22.476","   6.243"," 43","0"," 34"," 48","  41.106"," 197.000","  54.722","  45.000","  350","    0"
"06:52:42:770","71003293309010","   3.551","  11.916"," 2656"," 1100"," 3300"," 2679","   7.510","  35.275","   9.799","   4.674","  24.829","   6.897"," 42","0"," 34"," 49","  43.218"," 231.000","  64.167","  45.000","  350","    0"
"06:52:43:271","71004442986303","   4.052","  13.948"," 2859"," 1100"," 3300"," 2902","  10.598","  40.584","  11.273","   7.563","  28.618","   7.949"," 47","0"," 34"," 50","  44.316"," 265.000","  73.611","  45.000","  350","    0"
"06:52:43:780","71005610295122","   4.560","  10.041"," 2346"," 1100"," 3300"," 2376","   6.677","  43.981","  12.217","   3.744","  30.522","   8.478"," 42","0"," 34"," 50","  42.510"," 299.000","  83.056","  45.000","  350","    0"
"06:52:44:281","71006760738923","   5.062","   9.485"," 2097"," 1100"," 3300"," 2124","   6.232","  47.105","  13.085","   3.289","  32.171","   8.936"," 45","0"," 34"," 47","  41.460"," 333.000","  92.500","  45.000","  350","    0"
"06:52:44:783","71007911924923","   5.563","  23.073"," 2793"," 1000"," 3300"," 2825","  11.458","  52.853","  14.681","   8.495","  36.432","  10.120"," 46","0"," 34"," 52","  44.041"," 367.000"," 101.944","  45.000","  350","    0"
"06:52:45:293","71009083172675","   6.074","   6.475"," 2130"," 1100"," 3300"," 2157","   5.309","  55.563","  15.434","   2.513","  37.715","  10.476"," 45","0"," 35"," 47","  41.178"," 402.000"," 111.667","  45.000","  350","    0"
"06:52:45:796","71010236972532","   6.576","  12.977"," 2551"," 1100"," 3300"," 2622","   9.190","  60.183","  16.718","   6.228","  40.847","  11.346"," 45","0"," 35"," 47","  41.898"," 437.000"," 121.389","  45.000","  350","    0"
"06:52:46:305","71011404538007","   7.085","  22.089"," 2831"," 1100"," 3300"," 2864","  12.950","  66.772","  18.548","   9.647","  45.755","  12.710"," 45","0"," 36"," 50","  44.189"," 473.000"," 131.389","  45.000","  350","    0"
"06:52:46:808","71012558829179","   7.588","  14.746"," 2635"," 1100"," 3300"," 2666","   8.919","  71.258","  19.794","   5.907","  48.726","  13.535"," 44","0"," 35"," 50","  43.094"," 508.000"," 141.111","  45.000","  350","    0"
"06:52:47:314","71013721066106","   8.095","   2.419"," 1515"," 1100"," 2800"," 1521","   3.423","  72.992","  20.276","   0.831","  49.147","  13.652"," 44","0"," 36"," 46","  41.782"," 544.000"," 151.111","  45.000","  350","    0"
"06:52:47:815","71014870629503","   8.596","   7.401"," 2133"," 1100"," 3300"," 2284","   5.986","  75.991","  21.109","   3.290","  50.795","  14.110"," 45","0"," 34"," 47","  41.074"," 578.000"," 160.556","  45.000","  350","    0"
"06:52:48:318","71016024311659","   9.098","   6.842"," 2369"," 1100"," 3300"," 2564","   6.351","  79.184","  21.995","   3.595","  52.603","  14.612"," 36","0"," 36"," 48","  42.486"," 614.000"," 170.556","  45.000","  350","    0"
"06:52:48:826","71017189272706","   9.606","   5.711"," 1533"," 1100"," 2300"," 1538","   4.264","  81.348","  22.597","   1.576","  53.403","  14.834"," 43","0"," 33"," 46","  40.356"," 647.000"," 179.722","  45.000","  350","    0"
"06:52:49:329","71018343429949","  10.109","   1.380"," 1416"," 1100"," 2300"," 1418","   3.186","  82.950","  23.042","   0.576","  53.692","  14.914"," 42","0"," 35"," 44","  40.470"," 682.000"," 189.444","  45.000","  350","    0"
"06:52:49:832","71019497690975","  10.612","   1.584"," 1592"," 1100"," 2800"," 1607","   3.282","  84.601","  23.500","   0.673","  54.031","  15.008"," 39","0"," 35"," 45","  39.871"," 717.000"," 199.167","  45.000","  350","    0"
"06:52:50:334","71020650758869","  11.114","   1.850"," 1520"," 1100"," 2800"," 1540","   3.275","  86.247","  23.957","   0.671","  54.368","  15.102"," 42","0"," 36"," 45","  40.039"," 753.000"," 209.167","  45.000","  350","    0"
"06:52:50:837","71021804815685","  11.617","   1.394"," 1475"," 1100"," 2300"," 1485","   3.184","  87.848","  24.402","   0.574","  54.657","  15.182"," 33","0"," 32"," 45","  40.778"," 785.000"," 218.056","  45.000","  350","    0"
"06:52:51:338","71022954480598","  12.118","   1.198"," 1465"," 1100"," 2500"," 1474","   3.085","  89.393","  24.832","   0.494","  54.904","  15.251"," 36","0"," 32"," 44","  38.986"," 817.000"," 226.944","  45.000","  350","    0"
"06:52:51:841","71024108545289","  12.621","   1.397"," 1567"," 1100"," 2600"," 1580","   3.195","  91.000","  25.278","   0.569","  55.190","  15.331"," 41","0"," 32"," 45","  38.636"," 849.000"," 235.833","  45.000","  350","    0"
"06:52:52:344","71025262735443","  13.124","   1.091"," 1545"," 1100"," 2400"," 1553","   3.092","  92.555","  25.710","   0.506","  55.445","  15.401"," 37","0"," 32"," 44","  37.965"," 881.000"," 244.722","  45.000","  350","    0"
"06:52:52:846","71026415488398","  13.626","   1.298"," 1440"," 1100"," 2400"," 1447","   3.148","  94.137","  26.149","   0.551","  55.722","  15.478"," 40","0"," 36"," 44","  40.197"," 917.000"," 254.722","  45.000","  350","    0"
"06:52:53:349","71027569485246","  14.129","   0.892"," 1466"," 1100"," 2500"," 1475","   3.027","  95.659","  26.572","   0.448","  55.947","  15.541"," 40","0"," 31"," 43","  39.354"," 948.000"," 263.333","  45.000","  350","    0"
"06:52:53:851","71028722802628","  14.632","   1.308"," 1537"," 1100"," 2800"," 1558","   3.168","  97.251","  27.014","   0.548","  56.223","  15.617"," 42","0"," 33"," 45","  38.928"," 981.000"," 272.500","  45.000","  350","    0"
"06:52:54:354","71029876949130","  15.135","   0.694"," 1519"," 1100"," 2800"," 1516","   2.994","  98.757","  27.432","   0.413","  56.430","  15.675"," 37","0"," 31"," 44","  37.800","1012.000"," 281.111","  45.000","  350","    0"
"06:52:54:857","71031030992898","  15.638","   0.717"," 1531"," 1100"," 2800"," 1535","   2.995"," 100.263","  27.851","   0.420","  56.641","  15.734"," 33","0"," 31"," 43","  37.038","1043.000"," 289.722","  45.000","  350","    0"
"06:52:55:360","71032185232203","  16.141","   0.957"," 1483"," 1100"," 2800"," 1495","   3.028"," 101.786","  28.274","   0.466","  56.875","  15.799"," 36","0"," 31"," 44","  38.814","1074.000"," 298.333","  45.000","  350","    0"
"06:52:55:863","71033339326012","  16.643","   0.663"," 1510"," 1100"," 2300"," 1510","   2.947"," 103.268","  28.685","   0.402","  57.078","  15.855"," 33","0"," 32"," 43","  37.050","1106.000"," 307.222","  45.000","  350","    0"
"06:52:56:366","71034493432685","  17.146","   0.762"," 1585"," 1100"," 2300"," 1612","   2.968"," 104.760","  29.100","   0.423","  57.290","  15.914"," 40","0"," 31"," 44","  37.935","1137.000"," 315.833","  45.000","  350","    0"
"06:52:56:874","71035658359064","  17.654","   1.297"," 1567"," 1100"," 2700"," 1578","   3.144"," 106.356","  29.543","   0.560","  57.575","  15.993"," 42","0"," 31"," 45","  38.456","1168.000"," 324.444","  45.000","  350","    0"
"06:52:57:377","71036812732369","  18.157","   0.657"," 1536"," 1100"," 2600"," 1550","   2.949"," 107.840","  29.956","   0.404","  57.778","  16.049"," 33","0"," 32"," 45","  39.237","1200.000"," 333.333","  45.000","  350","    0"
"06:52:57:880","71037966771981","  18.660","   1.028"," 1471"," 1100"," 2800"," 1482","   3.056"," 109.377","  30.382","   0.497","  58.028","  16.119"," 35","0"," 33"," 43","  39.000","1233.000"," 342.500","  45.000","  350","    0"
"06:52:58:383","71039120854734","  19.163","   0.973"," 1495"," 1100"," 2800"," 1513","   3.015"," 110.893","  30.804","   0.468","  58.263","  16.184"," 33","0"," 32"," 45","  40.045","1265.000"," 351.389","  45.000","  350","    0"
"06:52:58:889","71040282712595","  19.669","   1.232"," 1556"," 1100"," 2800"," 1565","   3.118"," 112.472","  31.242","   0.537","  58.535","  16.260"," 41","0"," 32"," 45","  38.760","1297.000"," 360.278","  45.000","  350","    0"
"06:52:59:392","71041436694818","  20.172","   0.641"," 1563"," 1100"," 2800"," 1569","   2.946"," 113.953","  31.654","   0.404","  58.738","  16.316"," 33","0"," 31"," 44","  36.586","1328.000"," 368.889","  45.000","  350","    0"
"06:52:59:895","71042591069119","  20.675","   0.796"," 1520"," 1100"," 2800"," 1521","   2.983"," 115.454","  32.071","   0.439","  58.959","  16.377"," 44","0"," 31"," 45","  37.896","1359.000"," 377.500","  45.000","  350","    0"
"06:53:00:395","71043739704432","  21.175","  17.361"," 2744"," 1100"," 3200"," 2823","  11.756"," 121.338","  33.705","   8.936","  63.432","  17.620"," 49","0"," 33"," 50","  42.596","1392.000"," 386.667","  45.000","  350","    0"
"06:53:00:896","71044887752459","  21.676","  17.258"," 2688"," 1100"," 3200"," 2784","  12.356"," 127.520","  35.422","   9.444","  68.156","  18.932"," 45","0"," 35"," 52","  44.083","1427.000"," 396.389","  45.000","  350","    0"
"06:53:01:398","71046040940043","  22.178","   4.860"," 1738"," 1100"," 3300"," 1829","   4.865"," 129.965","  36.101","   2.163","  69.243","  19.234"," 41","0"," 34"," 47","  41.685","1461.000"," 405.833","  45.000","  350","    0"
"06:53:01:901","71047194807852","  22.681","   2.457"," 1639"," 1100"," 2800"," 1670","   3.507"," 131.728","  36.591","   0.879","  69.685","  19.357"," 44","0"," 33"," 45","  40.810","1494.000"," 415.000","  45.000","  350","    0"
"06:53:02:402","71048343788508","  23.182","  15.794"," 1611"," 1200"," 3300"," 1617","   7.219"," 135.343","  37.595","   4.394","  71.885","  19.968"," 45","0"," 34"," 47","  40.873","1528.000"," 424.444","  45.000","  350","    0"
"06:53:02:904","71049497050646","  23.684","   5.082"," 2416"," 1100"," 3300"," 2446","   5.209"," 137.961","  38.322","   2.549","  73.166","  20.324"," 44","0"," 36"," 48","  42.618","1564.000"," 434.444","  45.000","  350","    0"
"06:53:03:405","71050647249275","  24.186","   1.319"," 1549"," 1100"," 2800"," 1565","   3.166"," 139.548","  38.763","   0.588","  73.461","  20.406"," 44","0"," 33"," 44","  39.609","1597.000"," 443.611","  45.000","  350","    0"
"06:53:03:908","71051800913894","  24.688","   4.070"," 2417"," 1100"," 3300"," 2439","   4.859"," 141.991","  39.442","   2.198","  74.566","  20.713"," 42","0"," 34"," 45","  40.868","1631.000"," 453.056","  45.000","  350","    0"
"06:53:04:409","71052951194614","  25.189","   3.545"," 2061"," 1100"," 3300"," 2102","   4.257"," 144.125","  40.035","   1.626","  75.381","  20.939"," 43","0"," 34"," 47","  40.856","1665.000"," 462.500","  45.000","  350","    0"
"06:53:04:911","71054103777881","  25.692","   3.100"," 1708"," 1100"," 2800"," 1734","   3.817"," 146.042","  40.567","   1.182","  75.975","  21.104"," 41","0"," 36"," 45","  41.584","1701.000"," 472.500","  45.000","  350","    0"
"06:53:05:414","71055256647036","  26.194","   2.567"," 1576"," 1100"," 2800"," 1589","   3.543"," 147.822","  41.062","   0.935","  76.444","  21.235"," 46","0"," 32"," 45","  41.125","1733.000"," 481.389","  45.000","  350","    0"
"06:53:05:916","71056408312315","  26.696","   3.004"," 1583"," 1100"," 2800"," 1600","   3.695"," 149.676","  41.577","   1.067","  76.980","  21.383"," 42","0"," 35"," 46","  42.092","1768.000"," 491.111","  45.000","  350","    0"
"06:53:06:417","71057557811815","  27.197","   2.512"," 1880"," 1100"," 2800"," 1963","   3.583"," 151.471","  42.075","   0.966","  77.464","  21.518"," 44","0"," 32"," 46","  39.228","1800.000"," 500.000","  45.000","  350","    0"
"06:53:06:927","71058728923862","  27.707","   1.355"," 1658"," 1100"," 2800"," 1653","   3.176"," 153.092","  42.526","   0.592","  77.766","  21.602"," 41","0"," 31"," 45","  39.012","1831.000"," 508.611","  45.000","  350","    0"
"06:53:07:430","71059883135475","  28.210","   0.636"," 1543"," 1100"," 2300"," 1546","   2.938"," 154.570","  42.936","   0.396","  77.965","  21.657"," 40","0"," 31"," 45","  38.896","1862.000"," 517.222","  45.000","  350","    0"
"06:53:07:933","71061037267533","  28.713","   0.727"," 1514"," 1100"," 2800"," 1532","   2.957"," 156.057","  43.349","   0.416","  78.174","  21.715"," 32","0"," 31"," 44","  37.092","1893.000"," 525.833","  45.000","  350","    0"
"06:53:08:440","71062201459814","  29.220","   0.867"," 1545"," 1100"," 2800"," 1567","   2.985"," 157.572","  43.770","   0.445","  78.399","  21.778"," 32","0"," 31"," 44","  36.931","1924.000"," 534.444","  45.000","  350","    0"
"06:53:08:945","71063360137560","  29.725","   1.202"," 1573"," 1100"," 2400"," 1589","   3.103"," 159.139","  44.205","   0.532","  78.668","  21.852"," 39","0"," 31"," 44","  39.082","1955.000"," 543.056","  45.000","  350","    0"
"06:53:09:448","71064514096405","  30.228","   0.585"," 1573"," 1100"," 2700"," 1571","   2.934"," 160.614","  44.615","   0.397","  78.867","  21.908"," 42","0"," 31"," 44","  36.695","1986.000"," 551.667","  45.000","  350","    0"
"06:53:09:951","71065668099371","  30.731","   0.840"," 1533"," 1100"," 2800"," 1544","   2.996"," 162.121","  45.034","   0.454","  79.096","  21.971"," 42","0"," 31"," 44","  38.039","2017.000"," 560.278","  45.000","  350","    0"
"06:53:10:454","71066822123911","  31.234","   0.538"," 1581"," 1100"," 2800"," 1574","   2.918"," 163.588","  45.441","   0.385","  79.289","  22.025"," 40","0"," 31"," 43","  36.794","2048.000"," 568.889","  45.000","  350","    0"
"06:53:10:957","71067976166865","  31.737","   0.624"," 1555"," 1100"," 2800"," 1562","   2.930"," 165.062","  45.851","   0.397","  79.489","  22.080"," 38","0"," 31"," 44","  36.841","2079.000"," 577.500","  45.000","  350","    0"
"06:53:11:459","71069130302895","  32.240","   0.870"," 1540"," 1100"," 2800"," 1554","   2.978"," 166.559","  46.267","   0.439","  79.709","  22.141"," 31","0"," 32"," 44","  36.500","2111.000"," 586.389","  45.000","  350","    0"
"06:53:11:962","71070284391267","  32.743","   1.118"," 1594"," 1100"," 2800"," 1596","   3.079"," 168.108","  46.697","   0.513","  79.967","  22.213"," 39","0"," 31"," 43","  37.276","2142.000"," 595.000","  45.000","  350","    0"
"06:53:12:465","71071438386889","  33.245","   0.626"," 1544"," 1100"," 2700"," 1554","   2.934"," 169.583","  47.107","   0.397","  80.167","  22.269"," 32","0"," 30"," 43","  35.903","2172.000"," 603.333","  45.000","  350","    0"
"06:53:12:968","71072592524580","  33.748","   0.696"," 1545"," 1100"," 2700"," 1557","   2.952"," 171.068","  47.519","   0.417","  80.377","  22.327"," 32","0"," 31"," 44","  38.317","2203.000"," 611.944","  45.000","  350","    0"
"06:53:13:471","71073746578192","  34.251","   0.620"," 1537"," 1100"," 2800"," 1546","   2.940"," 172.546","  47.930","   0.403","  80.580","  22.383"," 33","0"," 31"," 43","  37.562","2234.000"," 620.556","  45.000","  350","    0"
"06:53:13:981","71074916704558","  34.761","   1.970"," 1544"," 1100"," 2800"," 1560","   3.280"," 174.219","  48.394","   0.692","  80.933","  22.481"," 38","0"," 32"," 45","  39.490","2266.000"," 629.444","  45.000","  350","    0"
"06:53:14:484","71076070753071","  35.264","   0.585"," 1542"," 1100"," 2300"," 1542","   2.924"," 175.689","  48.803","   0.389","  81.128","  22.536"," 45","0"," 30"," 43","  37.547","2296.000"," 637.778","  45.000","  350","    0"
"06:53:14:987","71077224758712","  35.767","   1.188"," 1813"," 1100"," 2800"," 1817","   3.173"," 177.285","  49.246","   0.615","  81.438","  22.622"," 33","0"," 32"," 44","  38.944","2328.000"," 646.667","  45.000","  350","    0"
"06:53:15:490","71078378994378","  36.270","   0.546"," 1617"," 1100"," 2800"," 1628","   2.912"," 178.749","  49.653","   0.384","  81.631","  22.675"," 31","0"," 31"," 44","  36.242","2359.000"," 655.278","  45.000","  350","    0"
"06:53:15:993","71079533027741","  36.773","   0.591"," 1593"," 1100"," 2800"," 1606","   2.933"," 180.224","  50.062","   0.398","  81.831","  22.731"," 35","0"," 30"," 43","  35.850","2389.000"," 663.611","  45.000","  350","    0"
"06:53:16:495","71080687041931","  37.276","   0.588"," 1552"," 1100"," 2700"," 1546","   2.920"," 181.692","  50.470","   0.386","  82.025","  22.785"," 38","0"," 31"," 43","  35.849","2420.000"," 672.222","  45.000","  350","    0"
"06:53:16:998","71081840937303","  37.778","   1.129"," 1598"," 1100"," 2800"," 1605","   3.073"," 183.238","  50.899","   0.512","  82.283","  22.856"," 36","0"," 30"," 44","  37.390","2450.000"," 680.556","  45.000","  350","    0"
"06:53:17:501","71082994952942","  38.281","   0.670"," 1531"," 1100"," 2800"," 1527","   2.935"," 184.714","  51.309","   0.399","  82.484","  22.912"," 33","0"," 31"," 44","  35.264","2481.000"," 689.167","  45.000","  350","    0"
"06:53:18:004","71084149211293","  38.784","   0.647"," 1548"," 1100"," 2800"," 1561","   2.948"," 186.196","  51.721","   0.411","  82.691","  22.970"," 31","0"," 31"," 44","  36.607","2512.000"," 697.778","  45.000","  350","    0"
"06:53:18:510","71085309264984","  39.290","   0.946"," 1536"," 1100"," 2800"," 1558","   3.006"," 187.716","  52.143","   0.462","  82.924","  23.035"," 37","0"," 31"," 44","  37.773","2543.000"," 706.389","  45.000","  350","    0"
"06:53:19:019","71086477600982","  39.799","   1.305"," 1557"," 1100"," 2800"," 1547","   3.128"," 189.308","  52.586","   0.553","  83.206","  23.113"," 36","0"," 34"," 44","  38.598","2577.000"," 715.833","  45.000","  350","    0"
"06:53:19:522","71087631666287","  40.302","   0.690"," 1528"," 1100"," 2300"," 1530","   2.943"," 190.788","  52.997","   0.410","  83.412","  23.170"," 32","0"," 30"," 44","  38.840","2607.000"," 724.167","  45.000","  350","    0"
"06:53:20:025","71088786039567","  40.805","   1.756"," 2079"," 1100"," 3300"," 2089","   3.335"," 192.466","  53.463","   0.791","  83.810","  23.281"," 31","0"," 30"," 45","  38.427","2637.000"," 732.500","  45.000","  350","    0"
"06:53:20:527","71089940014466","  41.308","   0.554"," 1576"," 1100"," 2700"," 1557","   2.918"," 193.934","  53.870","   0.386","  84.004","  23.334"," 31","0"," 30"," 43","  35.780","2667.000"," 740.833","  45.000","  350","    0"
"06:53:21:030","71091094011252","  41.811","   0.558"," 1542"," 1100"," 2300"," 1545","   2.917"," 195.400","  54.278","   0.384","  84.197","  23.388"," 31","0"," 30"," 42","  36.802","2697.000"," 749.167","  45.000","  350","    0"
"06:53:21:533","71092248101388","  42.313","   0.520"," 1615"," 1100"," 2300"," 1632","   2.905"," 196.862","  54.684","   0.379","  84.387","  23.441"," 32","0"," 30"," 44","  36.447","2727.000"," 757.500","  45.000","  350","    0"
"06:53:22:036","71093402299364","  42.816","   1.268"," 1580"," 1100"," 2800"," 1599","   3.104"," 198.423","  55.117","   0.535","  84.656","  23.516"," 37","0"," 31"," 44","  37.183","2758.000"," 766.111","  45.000","  350","    0"
"06:53:22:539","71094556449123","  43.319","   0.769"," 1582"," 1100"," 2600"," 1568","   2.968"," 199.915","  55.532","   0.429","  84.872","  23.575"," 32","0"," 31"," 44","  35.878","2789.000"," 774.722","  45.000","  350","    0"
"06:53:23:042","71095710581726","  43.822","   0.608"," 1566"," 1100"," 2700"," 1555","   2.939"," 201.394","  55.943","   0.403","  85.074","  23.632"," 32","0"," 31"," 43","  37.245","2820.000"," 783.333","  45.000","  350","    0"
