"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:08:45:321","64950765082045","   0.501","   1.453"," 1683"," 1100"," 2800"," 1689","   3.333","   1.671","   0.464","   0.660","   0.331","   0.092"," 31","0"," 30"," 41","  37.327","  30.000","   8.333","  45.000","  350","    0"
"06:08:45:839","64951952963104","   1.019","  28.340"," 3056"," 1100"," 3300"," 3093","  17.927","  10.951","   3.042","  14.834","   8.010","   2.225"," 46","0"," 31"," 50","  43.034","  61.000","  16.944","  45.000","  350","    0"
"06:08:46:339","64953101158769","   1.519","  26.124"," 3089"," 1300"," 3300"," 3122","  17.333","  19.623","   5.451","  14.249","  15.139","   4.205"," 48","0"," 35"," 51","  43.460","  96.000","  26.667","  45.000","  350","    0"
"06:08:46:844","64954259863689","   2.024","  19.543"," 2933"," 1100"," 3300"," 2973","  13.807","  26.595","   7.387","  10.654","  20.518","   5.700"," 45","0"," 34"," 49","  43.336"," 130.000","  36.111","  45.000","  350","    0"
"06:08:47:350","64955420783215","   2.530","  49.651"," 3070","  800"," 3300"," 3096","  22.661","  38.059","  10.572","  19.170","  30.217","   8.393"," 52","0"," 35"," 53","  46.376"," 165.000","  45.833","  45.000","  350","    0"
"06:08:47:858","64956587397948","   3.038","  33.143"," 2962"," 1000"," 3300"," 2988","  17.063","  46.734","  12.982","  13.456","  37.058","  10.294"," 42","0"," 36"," 54","  47.084"," 201.000","  55.833","  45.000","  350","    0"
"06:08:48:365","64957749666002","   3.545","  21.401"," 2825"," 1100"," 3300"," 2869","  12.477","  53.053","  14.737","   9.242","  41.738","  11.594"," 46","0"," 36"," 51","  44.035"," 237.000","  65.833","  45.000","  350","  700"
"06:08:48:869","64958906177340","   4.049","  15.294"," 2764"," 1100"," 3300"," 2806","   9.466","  57.824","  16.062","   6.439","  44.983","  12.495"," 43","0"," 36"," 51","  43.457"," 273.000","  75.833","  45.000","  350","    0"
"06:08:49:376","64960070772588","   4.556","   3.186"," 1459"," 1100"," 2500"," 1470","   3.500","  59.600","  16.556","   0.892","  45.436","  12.621"," 40","0"," 35"," 45","  40.269"," 308.000","  85.556","  45.000","  350","    0"
"06:08:49:881","64961228382717","   5.061","   2.635"," 1452"," 1100"," 2300"," 1459","   3.358","  61.294","  17.026","   0.771","  45.825","  12.729"," 43","0"," 35"," 45","  40.559"," 343.000","  95.278","  45.000","  350","    0"
"06:08:50:389","64962393719007","   5.568","   5.973"," 1544"," 1100"," 2300"," 1547","   4.317","  63.486","  17.635","   1.648","  46.662","  12.962"," 43","0"," 34"," 44","  39.307"," 377.000"," 104.722","  45.000","  350","    0"
"06:08:50:889","64963543204655","   6.069","  12.491"," 2328"," 1100"," 3300"," 2583","   9.629","  68.310","  18.975","   6.724","  50.030","  13.897"," 45","0"," 34"," 49","  41.442"," 411.000"," 114.167","  45.000","  350","    0"
"06:08:51:391","64964694434969","   6.571","   4.449"," 2296"," 1100"," 3300"," 2399","   4.881","  70.758","  19.655","   2.165","  51.116","  14.199"," 42","0"," 34"," 47","  41.403"," 445.000"," 123.611","  45.000","  350","    0"
"06:08:51:897","64965856197772","   7.077","   1.791"," 1438"," 1100"," 2300"," 1457","   3.294","  72.426","  20.118","   0.677","  51.459","  14.294"," 43","0"," 34"," 45","  39.287"," 479.000"," 133.056","  45.000","  350","    0"
"06:08:52:406","64967024332996","   7.586","   1.971"," 1460"," 1100"," 2400"," 1471","   3.310","  74.111","  20.586","   0.693","  51.811","  14.392"," 42","0"," 34"," 44","  38.906"," 513.000"," 142.500","  45.000","  350","    0"
"06:08:52:910","64968179113300","   8.089","   1.554"," 1640"," 1100"," 2800"," 1652","   3.266","  75.754","  21.043","   0.655","  52.141","  14.484"," 41","0"," 31"," 44","  39.722"," 544.000"," 151.111","  45.000","  350","    0"
"06:08:53:413","64969333889680","   8.593","   0.992"," 1477"," 1100"," 2500"," 1503","   3.054","  77.291","  21.470","   0.464","  52.375","  14.549"," 40","0"," 31"," 44","  39.206"," 575.000"," 159.722","  45.000","  350","    0"
"06:08:53:916","64970488852006","   9.096","   1.605"," 1526"," 1100"," 2400"," 1536","   3.242","  78.923","  21.923","   0.610","  52.682","  14.634"," 43","0"," 32"," 44","  38.911"," 607.000"," 168.611","  45.000","  350","    0"
"06:08:54:418","64971640477501","   9.598","   0.921"," 1582"," 1100"," 2300"," 1574","   3.051","  80.454","  22.348","   0.462","  52.914","  14.698"," 32","0"," 31"," 43","  37.247"," 638.000"," 177.222","  45.000","  350","    0"
"06:08:54:921","64972794563428","  10.101","   0.792"," 1501"," 1100"," 2500"," 1508","   3.008","  81.967","  22.769","   0.429","  53.130","  14.758"," 33","0"," 31"," 44","  36.713"," 669.000"," 185.833","  45.000","  350","    0"
"06:08:55:424","64973948657902","  10.604","   0.735"," 1501"," 1100"," 2300"," 1503","   2.994","  83.473","  23.187","   0.414","  53.338","  14.816"," 40","0"," 32"," 43","  36.113"," 701.000"," 194.722","  45.000","  350","    0"
"06:08:55:925","64975098850375","  11.105","   1.272"," 1553"," 1100"," 2300"," 1573","   3.146","  85.050","  23.625","   0.537","  53.607","  14.891"," 32","0"," 32"," 44","  38.848"," 733.000"," 203.611","  45.000","  350","    0"
"06:08:56:428","64976252891981","  11.608","   0.771"," 1514"," 1100"," 2300"," 1518","   3.008","  86.563","  24.045","   0.427","  53.822","  14.951"," 33","0"," 31"," 43","  37.273"," 764.000"," 212.222","  45.000","  350","    0"
"06:08:56:931","64977407077153","  12.111","   0.891"," 1447"," 1100"," 2300"," 1459","   3.000","  88.072","  24.464","   0.443","  54.045","  15.012"," 37","0"," 32"," 42","  37.130"," 796.000"," 221.111","  45.000","  350","    0"
"06:08:57:434","64978561104835","  12.614","   1.183"," 1487"," 1100"," 2800"," 1510","   3.091","  89.626","  24.896","   0.530","  54.311","  15.086"," 36","0"," 33"," 43","  37.972"," 829.000"," 230.278","  45.000","  350","    0"
"06:08:57:937","64979715119294","  13.116","   0.760"," 1533"," 1100"," 2500"," 1537","   2.968","  91.118","  25.311","   0.429","  54.527","  15.146"," 33","0"," 31"," 42","  35.993"," 860.000"," 238.889","  45.000","  350","    0"
"06:08:58:439","64980868868126","  13.619","   1.051"," 1489"," 1100"," 2300"," 1497","   3.032","  92.643","  25.734","   0.481","  54.768","  15.213"," 41","0"," 31"," 43","  37.942"," 891.000"," 247.500","  45.000","  350","    0"
"06:08:58:947","64982033274374","  14.127","   1.270"," 1557"," 1100"," 2400"," 1572","   3.114","  94.223","  26.173","   0.537","  55.041","  15.289"," 40","0"," 31"," 42","  37.414"," 922.000"," 256.111","  45.000","  350","    0"
"06:08:59:456","64983201448583","  14.636","   0.789"," 1477"," 1100"," 2300"," 1486","   2.962","  95.730","  26.592","   0.418","  55.254","  15.348"," 39","0"," 31"," 43","  37.688"," 953.000"," 264.722","  45.000","  350","    0"
"06:08:59:959","64984355528047","  15.139","   0.632"," 1535"," 1100"," 2700"," 1526","   2.946","  97.212","  27.003","   0.401","  55.456","  15.404"," 33","0"," 32"," 42","  36.544"," 985.000"," 273.611","  45.000","  350","    0"
"06:09:00:462","64985509720181","  15.641","   1.055"," 1480"," 1100"," 2300"," 1489","   3.008","  98.725","  27.424","   0.471","  55.692","  15.470"," 33","0"," 32"," 42","  36.969","1017.000"," 282.500","  45.000","  350","    0"
"06:09:00:964","64986663804804","  16.144","   1.287"," 1555"," 1100"," 2700"," 1561","   3.133"," 100.300","  27.861","   0.550","  55.969","  15.547"," 33","0"," 32"," 43","  37.528","1049.000"," 291.389","  45.000","  350","    0"
"06:09:01:467","64987817900897","  16.647","   0.586"," 1558"," 1100"," 2800"," 1548","   2.929"," 101.773","  28.270","   0.393","  56.167","  15.602"," 32","0"," 31"," 43","  35.491","1080.000"," 300.000","  45.000","  350","    0"
