"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"05:29:58:709","59611558474241","   0.500","   0.828"," 1671"," 1100"," 2800"," 1669","   3.095","   1.549","   0.430","   0.454","   0.227","   0.063"," 31","0"," 31"," 43","  38.027","  31.000","   8.611","  45.000","  350","    0"
"05:29:59:221","59612732495769","   1.012","  27.940"," 3057"," 1100"," 3300"," 3098","  18.011","  10.763","   2.990","  14.954","   7.878","   2.188"," 47","0"," 31"," 51","  44.314","  62.000","  17.222","  45.000","  350","    0"
"05:29:59:722","59613881334481","   1.513","  30.826"," 3061"," 1400"," 3300"," 3087","  18.117","  19.833","   5.509","  15.034","  15.404","   4.279"," 51","0"," 38"," 53","  46.184"," 100.000","  27.778","  45.000","  350","    0"
"05:30:00:226","59615039401604","   2.017","  25.078"," 2989"," 1100"," 3300"," 3006","  13.532","  26.662","   7.406","  10.578","  20.742","   5.762"," 41","0"," 38"," 54","  47.328"," 138.000","  38.333","  45.000","  350","    0"
"05:30:00:729","59616193382590","   2.520","   8.574"," 2746"," 1100"," 3300"," 2796","   7.256","  30.311","   8.420","   4.442","  22.976","   6.382"," 44","0"," 34"," 48","  42.584"," 172.000","  47.778","  45.000","  350","    0"
"05:30:01:236","59617355563968","   3.027","  17.409"," 2776"," 1100"," 3300"," 2819","  11.208","  35.987","   9.996","   8.063","  27.060","   7.517"," 45","0"," 38"," 50","  43.936"," 210.000","  58.333","  45.000","  350","    0"
"05:30:01:738","59618509220268","   3.529","   1.132"," 1493"," 1100"," 2300"," 1502","   3.069","  37.530","  10.425","   0.516","  27.319","   7.589"," 40","0"," 32"," 45","  40.475"," 242.000","  67.222","  45.000","  350","    0"
"05:30:02:241","59619662656836","   4.032","   1.049"," 1439"," 1100"," 2300"," 1449","   3.038","  39.057","  10.849","   0.478","  27.559","   7.655"," 39","0"," 32"," 44","  39.323"," 274.000","  76.111","  45.000","  350","    0"
"05:30:02:744","59620816715140","   4.535","   0.768"," 1470"," 1100"," 2300"," 1473","   2.968","  40.549","  11.264","   0.417","  27.769","   7.714"," 33","0"," 32"," 43","  37.725"," 306.000","  85.000","  45.000","  350","    0"
"05:30:03:249","59621976571991","   5.040","   1.415"," 1472"," 1100"," 2400"," 1491","   3.156","  42.145","  11.707","   0.574","  28.059","   7.794"," 38","0"," 32"," 43","  38.163"," 338.000","  93.889","  45.000","  350","    0"
"05:30:03:752","59623130637392","   5.543","   0.672"," 1490"," 1100"," 2300"," 1493","   2.955","  43.631","  12.120","   0.404","  28.262","   7.851"," 39","0"," 32"," 43","  36.769"," 370.000"," 102.778","  45.000","  350","    0"
"05:30:04:259","59624292994129","   6.050","   0.788"," 1447"," 1100"," 2300"," 1459","   2.969","  45.134","  12.537","   0.420","  28.475","   7.910"," 33","0"," 32"," 42","  36.986"," 402.000"," 111.667","  45.000","  350","    0"
"05:30:04:769","59625463614056","   6.560","   0.602"," 1508"," 1100"," 2300"," 1514","   2.941","  46.635","  12.954","   0.394","  28.676","   7.966"," 36","0"," 32"," 42","  36.091"," 434.000"," 120.556","  45.000","  350","    0"
"05:30:05:271","59626615763413","   7.062","   0.645"," 1512"," 1100"," 2300"," 1528","   2.939","  48.110","  13.364","   0.392","  28.873","   8.020"," 33","0"," 32"," 44","  38.233"," 466.000"," 129.444","  45.000","  350","    0"
"05:30:05:774","59627769872372","   7.565","   0.791"," 1470"," 1100"," 2300"," 1476","   2.988","  49.613","  13.781","   0.436","  29.092","   8.081"," 36","0"," 32"," 43","  37.350"," 498.000"," 138.333","  45.000","  350","    0"
"05:30:06:277","59628923907598","   8.068","   1.754"," 1535"," 1100"," 2300"," 1548","   3.220","  51.232","  14.231","   0.636","  29.413","   8.170"," 38","0"," 32"," 44","  39.566"," 530.000"," 147.222","  45.000","  350","    0"
"05:30:06:780","59630078048918","   8.571","   0.801"," 1454"," 1100"," 2300"," 1451","   2.966","  52.724","  14.645","   0.416","  29.622","   8.228"," 38","0"," 32"," 43","  38.035"," 562.000"," 156.111","  45.000","  350","    0"
"05:30:07:283","59631232294120","   9.074","   0.722"," 1465"," 1100"," 2300"," 1468","   2.960","  54.212","  15.059","   0.410","  29.828","   8.285"," 36","0"," 32"," 44","  37.346"," 594.000"," 165.000","  45.000","  350","    0"
"05:30:07:784","59632382291234","   9.575","   0.674"," 1490"," 1100"," 2300"," 1506","   2.944","  55.688","  15.469","   0.397","  30.026","   8.341"," 36","0"," 32"," 43","  35.901"," 626.000"," 173.889","  45.000","  350","    0"
"05:30:08:286","59633536191201","  10.077","   1.257"," 1464"," 1100"," 2300"," 1464","   3.112","  57.253","  15.904","   0.532","  30.294","   8.415"," 35","0"," 32"," 43","  38.674"," 658.000"," 182.778","  45.000","  350","    0"
"05:30:08:789","59634690389927","  10.580","   0.820"," 1480"," 1100"," 2300"," 1485","   2.986","  58.755","  16.321","   0.434","  30.512","   8.476"," 41","0"," 32"," 43","  37.716"," 690.000"," 191.667","  45.000","  350","    0"
"05:30:09:292","59635844360525","  11.083","   0.801"," 1481"," 1100"," 2300"," 1494","   2.966","  60.246","  16.735","   0.421","  30.724","   8.534"," 36","0"," 32"," 43","  37.181"," 722.000"," 200.556","  45.000","  350","    0"
"05:30:09:795","59636998570261","  11.586","   0.598"," 1522"," 1100"," 2300"," 1529","   2.928","  61.719","  17.144","   0.383","  30.917","   8.588"," 37","0"," 32"," 42","  36.296"," 754.000"," 209.444","  45.000","  350","    0"
"05:30:10:298","59638152645746","  12.089","   0.696"," 1498"," 1100"," 2300"," 1498","   2.952","  63.204","  17.557","   0.404","  31.120","   8.644"," 33","0"," 32"," 43","  38.200"," 786.000"," 218.333","  45.000","  350","    0"
"05:30:10:801","59639306801117","  12.592","   0.775"," 1478"," 1100"," 2300"," 1478","   2.980","  64.703","  17.973","   0.429","  31.335","   8.704"," 35","0"," 32"," 43","  38.035"," 818.000"," 227.222","  45.000","  350","    0"
"05:30:11:308","59640470150908","  13.099","   1.694"," 1475"," 1100"," 2300"," 1483","   3.220","  66.335","  18.426","   0.632","  31.656","   8.793"," 38","0"," 32"," 43","  38.932"," 850.000"," 236.111","  45.000","  350","    0"
"05:30:11:810","59641623142985","  13.601","   0.724"," 1469"," 1100"," 2400"," 1467","   2.960","  67.822","  18.839","   0.415","  31.864","   8.851"," 33","0"," 31"," 43","  37.185"," 881.000"," 244.722","  45.000","  350","    0"
"05:30:12:313","59642777213833","  14.104","   0.737"," 1479"," 1100"," 2300"," 1480","   2.960","  69.311","  19.253","   0.415","  32.073","   8.909"," 35","0"," 32"," 42","  36.977"," 913.000"," 253.611","  45.000","  350","    0"
"05:30:12:821","59643942375010","  14.612","   0.636"," 1501"," 1100"," 2300"," 1516","   2.936","  70.802","  19.667","   0.391","  32.271","   8.964"," 42","0"," 31"," 43","  37.534"," 944.000"," 262.222","  45.000","  350","    0"
"05:30:13:324","59645096536416","  15.115","   1.187"," 1466"," 1100"," 2300"," 1482","   3.096","  72.359","  20.100","   0.521","  32.533","   9.037"," 41","0"," 31"," 43","  37.907"," 975.000"," 270.833","  45.000","  350","    0"
"05:30:13:827","59646250837170","  15.618","   0.700"," 1463"," 1100"," 2300"," 1468","   2.951","  73.843","  20.512","   0.406","  32.738","   9.094"," 33","0"," 31"," 43","  38.135","1006.000"," 279.444","  45.000","  350","    0"
"05:30:14:330","59647405103932","  16.121","   0.682"," 1481"," 1100"," 2300"," 1484","   2.939","  75.321","  20.923","   0.397","  32.937","   9.149"," 33","0"," 31"," 42","  35.935","1037.000"," 288.056","  45.000","  350","    0"
"05:30:14:833","59648559191032","  16.624","   0.720"," 1495"," 1100"," 2300"," 1510","   2.951","  76.805","  21.335","   0.414","  33.146","   9.207"," 34","0"," 31"," 43","  35.562","1068.000"," 296.667","  45.000","  350","    0"
"05:30:15:336","59649713508024","  17.127","   1.001"," 1804"," 1100"," 2800"," 1830","   3.090","  78.360","  21.767","   0.536","  33.415","   9.282"," 33","0"," 31"," 42","  36.786","1099.000"," 305.278","  45.000","  350","    0"
"05:30:15:839","59650867764917","  17.630","   0.811"," 1476"," 1100"," 2500"," 1484","   2.967","  79.852","  22.181","   0.422","  33.628","   9.341"," 34","0"," 32"," 43","  37.233","1131.000"," 314.167","  45.000","  350","    0"
"05:30:16:344","59652027101632","  18.135","   1.893"," 1606"," 1100"," 2300"," 1619","   3.271","  81.504","  22.640","   0.684","  33.973","   9.437"," 33","0"," 32"," 43","  39.165","1163.000"," 323.056","  45.000","  350","    0"
"05:30:16:849","59653186952606","  18.640","   0.726"," 1468"," 1100"," 2300"," 1482","   2.954","  82.997","  23.055","   0.411","  34.181","   9.495"," 42","0"," 31"," 43","  36.841","1194.000"," 331.667","  45.000","  350","    0"
"05:30:17:352","59654340904934","  19.143","   0.694"," 1496"," 1100"," 2500"," 1497","   2.952","  84.482","  23.467","   0.406","  34.385","   9.551"," 33","0"," 31"," 42","  36.512","1225.000"," 340.278","  45.000","  350","    0"
"05:30:17:858","59655501858959","  19.649","   0.647"," 1491"," 1100"," 2300"," 1496","   2.935","  85.967","  23.880","   0.391","  34.583","   9.606"," 37","0"," 31"," 42","  36.692","1256.000"," 348.889","  45.000","  350","    0"
"05:30:18:361","59656656101188","  20.152","   1.340"," 1481"," 1100"," 2600"," 1481","   3.124","  87.538","  24.316","   0.548","  34.858","   9.683"," 33","0"," 32"," 43","  38.033","1288.000"," 357.778","  45.000","  350","    0"
"05:30:18:864","59657810673280","  20.655","   0.705"," 1491"," 1100"," 2600"," 1502","   2.953","  89.024","  24.729","   0.411","  35.065","   9.740"," 33","0"," 32"," 43","  37.619","1320.000"," 366.667","  45.000","  350","    0"
"05:30:19:367","59658964898964","  21.158","   0.799"," 1484"," 1100"," 2700"," 1496","   2.979","  90.522","  25.145","   0.435","  35.284","   9.801"," 33","0"," 31"," 43","  36.814","1351.000"," 375.278","  45.000","  350","    0"
"05:30:19:870","59660118931775","  21.661","   0.639"," 1514"," 1100"," 2700"," 1531","   2.930","  91.995","  25.554","   0.393","  35.482","   9.856"," 32","0"," 31"," 43","  35.913","1382.000"," 383.889","  45.000","  350","    0"
"05:30:20:373","59661273310042","  22.164","   0.574"," 1544"," 1100"," 2500"," 1560","   2.929","  93.468","  25.963","   0.387","  35.676","   9.910"," 33","0"," 32"," 42","  35.394","1414.000"," 392.778","  45.000","  350","    0"
"05:30:20:884","59662444885704","  22.675","   0.574"," 1567"," 1100"," 2800"," 1583","   2.934","  94.966","  26.380","   0.393","  35.877","   9.966"," 32","0"," 31"," 42","  35.543","1445.000"," 401.389","  45.000","  350","    0"
"05:30:21:387","59663599141309","  23.178","   1.541"," 1520"," 1100"," 2600"," 1522","   3.187","  96.570","  26.825","   0.602","  36.180","  10.050"," 42","0"," 31"," 44","  39.118","1476.000"," 410.000","  45.000","  350","    0"
"05:30:21:890","59664753259997","  23.681","   0.727"," 1497"," 1100"," 2700"," 1518","   2.967","  98.062","  27.239","   0.421","  36.392","  10.109"," 33","0"," 31"," 42","  37.939","1507.000"," 418.611","  45.000","  350","    0"
