"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:56:54:305","71580525320941","   0.510","   0.863"," 1568"," 1100"," 2300"," 1581","   3.153","   1.608","   0.447","   0.482","   0.246","   0.068"," 42","0"," 32"," 43","  38.723","  32.000","   8.889","  45.000","  350","    0"
"06:56:54:815","71581695466209","   1.020","  28.161"," 3032"," 1100"," 3300"," 3065","  17.760","  10.664","   2.962","  14.637","   7.710","   2.142"," 49","0"," 34"," 51","  44.714","  66.000","  18.333","  45.000","  350","    0"
"06:56:55:315","71582844460689","   1.521","  24.537"," 3021"," 1100"," 3300"," 3059","  15.940","  18.646","   5.179","  12.882","  14.160","   3.933"," 48","0"," 37"," 52","  44.985"," 103.000","  28.611","  45.000","  350","    0"
"06:56:55:818","71583997809037","   2.023","  11.971"," 2666"," 1100"," 3300"," 2695","   8.676","  23.006","   6.391","   5.785","  17.067","   4.741"," 42","0"," 35"," 51","  44.177"," 138.000","  38.333","  45.000","  350","    0"
"06:56:56:321","71585151698154","   2.526","  13.164"," 2849"," 1100"," 3300"," 2884","   9.630","  27.849","   7.736","   6.705","  20.439","   5.678"," 43","0"," 35"," 50","  43.868"," 173.000","  48.056","  45.000","  350","    0"
"06:56:56:824","71586305744221","   3.029","   2.643"," 1447"," 1100"," 2500"," 1449","   3.639","  29.679","   8.244","   0.900","  20.892","   5.803"," 42","0"," 36"," 44","  41.486"," 209.000","  58.056","  45.000","  350","    0"
"06:56:57:327","71587459950438","   3.532","   3.108"," 1443"," 1100"," 2400"," 1440","   3.784","  31.582","   8.773","   1.030","  21.410","   5.947"," 43","0"," 35"," 45","  40.605"," 244.000","  67.778","  45.000","  350","    0"
"06:56:57:830","71588614109620","   4.035","   3.018"," 1440"," 1100"," 2300"," 1443","   3.730","  33.458","   9.294","   0.987","  21.906","   6.085"," 43","0"," 36"," 45","  40.409"," 280.000","  77.778","  45.000","  350","    0"
"06:56:58:339","71589782261496","   4.544","   3.049"," 1450"," 1100"," 2300"," 1454","   3.723","  35.354","   9.820","   0.985","  22.407","   6.224"," 43","0"," 35"," 44","  40.518"," 315.000","  87.500","  45.000","  350","    0"
"06:56:58:842","71590936401295","   5.047","   2.676"," 1441"," 1100"," 2600"," 1447","   3.645","  37.187","  10.330","   0.912","  22.866","   6.352"," 43","0"," 35"," 44","  40.913"," 350.000","  97.222","  45.000","  350","    0"
