"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"05:20:52:561","58358233088822","   0.501","   0.892"," 1571"," 1100"," 2300"," 1588","   3.160","   1.584","   0.440","   0.494","   0.247","   0.069"," 37","0"," 32"," 45","  39.484","  32.000","   8.889","  45.000","  350","    0"
"05:20:53:077","58359418464149","   1.018","  27.996"," 3019"," 1100"," 3300"," 3050","  17.322","  10.531","   2.925","  14.206","   7.586","   2.107"," 47","0"," 35"," 53","  45.186","  67.000","  18.611","  45.000","  350","    0"
"05:20:53:580","58360571586206","   1.520","  19.672"," 3002"," 1100"," 3300"," 3047","  13.888","  17.510","   4.864","  10.766","  12.995","   3.610"," 48","0"," 36"," 52","  45.188"," 103.000","  28.611","  45.000","  350","    0"
"05:20:54:082","58361724580547","   2.023","  23.207"," 3029"," 1100"," 3300"," 3064","  15.645","  25.371","   7.047","  12.460","  19.256","   5.349"," 48","0"," 38"," 52","  45.813"," 141.000","  39.167","  45.000","  350","    0"
"05:20:54:583","58362873560504","   2.523","  40.349"," 3063"," 1000"," 3300"," 3099","  19.606","  35.187","   9.774","  16.268","  27.401","   7.611"," 53","0"," 39"," 55","  48.478"," 180.000","  50.000","  45.000","  350","    0"
"05:20:55:093","58364044266331","   3.033","  45.552"," 3014","  900"," 3300"," 3031","  21.857","  46.338","  12.872","  18.178","  36.675","  10.187"," 47","0"," 41"," 56","  49.746"," 221.000","  61.389","  45.000","  350","    0"
"05:20:55:600","58365207173643","   3.540","  20.279"," 2786"," 1100"," 3300"," 2823","  11.917","  52.377","  14.549","   8.721","  41.094","  11.415"," 48","0"," 39"," 52","  46.097"," 260.000","  72.222","  45.000","  350","    0"
"05:20:56:109","58366375261959","   4.049","  12.985"," 2376"," 1100"," 3300"," 2416","   8.120","  56.510","  15.697","   5.141","  43.711","  12.142"," 46","0"," 39"," 54","  45.185"," 299.000","  83.056","  45.000","  350","    0"
"05:20:56:612","58367530049501","   4.552","   8.346"," 1813"," 1100"," 3300"," 1836","   5.334","  59.194","  16.443","   2.549","  44.994","  12.498"," 46","0"," 37"," 48","  43.394"," 336.000","  93.333","  45.000","  350","    0"
"05:20:57:113","58368680013634","   5.053","   7.662"," 1724"," 1100"," 3300"," 1770","   5.088","  61.744","  17.151","   2.322","  46.157","  12.821"," 46","0"," 36"," 48","  42.926"," 372.000"," 103.333","  45.000","  350","    0"
"05:20:57:614","58369828551010","   5.554","  14.542"," 2486"," 1100"," 3300"," 2725","  10.748","  67.124","  18.645","   7.798","  50.060","  13.906"," 47","0"," 37"," 50","  43.913"," 409.000"," 113.611","  45.000","  350","    0"
"05:20:58:123","58370997747318","   6.063","   4.298"," 1552"," 1100"," 2300"," 1567","   3.972","  69.148","  19.208","   1.238","  50.691","  14.081"," 45","0"," 37"," 47","  43.106"," 446.000"," 123.889","  45.000","  350","    0"
"05:20:58:626","58372151990503","   6.566","   4.373"," 1519"," 1100"," 2300"," 1526","   3.881","  71.100","  19.750","   1.207","  51.298","  14.249"," 46","0"," 36"," 47","  42.555"," 482.000"," 133.889","  45.000","  350","    0"
"05:20:59:132","58373313110536","   7.072","   4.507"," 1514"," 1100"," 2300"," 1520","   3.906","  73.076","  20.299","   1.223","  51.917","  14.421"," 45","0"," 36"," 47","  42.749"," 518.000"," 143.889","  45.000","  350","    0"
"05:20:59:643","58374484352455","   7.583","   4.106"," 1507"," 1100"," 2300"," 1513","   3.856","  75.044","  20.846","   1.183","  52.520","  14.589"," 44","0"," 36"," 47","  42.819"," 554.000"," 153.889","  45.000","  350","    0"
"05:21:00:146","58375638718154","   8.086","   4.770"," 1526"," 1100"," 2300"," 1525","   3.988","  77.050","  21.403","   1.292","  53.170","  14.770"," 44","0"," 36"," 47","  42.618"," 590.000"," 163.889","  45.000","  350","    0"
