"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"09:48:42:425","95236031379187","   0.501","   0.712"," 1715"," 1100"," 2700"," 1743","   3.245","   1.626","   0.452","   0.498","   0.250","   0.069"," 30","0"," 29"," 42","  36.581","  29.000","   8.056","  45.000","  350","    0"
"09:48:42:935","95237202840736","   1.012","  23.472"," 2980"," 1100"," 3300"," 3026","  15.172","   9.371","   2.603","  12.172","   6.463","   1.795"," 46","0"," 29"," 51","  42.835","  58.000","  16.111","  45.000","  350","    0"
"09:48:43:436","95238352040438","   1.512","  18.430"," 2951"," 1100"," 3300"," 2991","  12.982","  15.872","   4.409","   9.895","  11.419","   3.172"," 48","0"," 34"," 50","  43.061","  92.000","  25.556","  45.000","  350","    0"
"09:48:43:937","95239502388965","   2.014","  21.145"," 2991"," 1100"," 3300"," 3016","  14.245","  23.013","   6.393","  11.127","  16.997","   4.721"," 45","0"," 36"," 51","  44.567"," 128.000","  35.556","  45.000","  350","    0"
"09:48:44:443","95240662911913","   2.519","  11.892"," 2729"," 1100"," 3300"," 2767","   9.199","  27.665","   7.685","   6.184","  20.124","   5.590"," 44","0"," 35"," 50","  43.426"," 163.000","  45.278","  45.000","  350","    0"
"09:48:44:951","95241828771603","   3.027","   6.000"," 2293"," 1100"," 3300"," 2319","   5.309","  30.363","   8.434","   2.545","  21.418","   5.949"," 44","0"," 31"," 47","  41.106"," 194.000","  53.889","  45.000","  350","    0"
"09:48:45:451","95242976807674","   3.528","  39.317"," 2957","  900"," 3300"," 2977","  17.225","  38.980","  10.828","  13.862","  28.353","   7.876"," 52","0"," 35"," 54","  45.856"," 229.000","  63.611","  45.000","  350","    0"
"09:48:45:958","95244139997953","   4.035","  43.981"," 2979"," 1000"," 3300"," 2997","  17.831","  48.019","  13.339","  14.426","  35.665","   9.907"," 45","0"," 37"," 56","  48.365"," 266.000","  73.889","  45.000","  350","    0"
"09:48:46:460","95245292564358","   4.537","  21.610"," 2808"," 1100"," 3300"," 2862","  12.924","  54.510","  15.142","   9.679","  40.526","  11.257"," 46","0"," 36"," 51","  44.014"," 302.000","  83.889","  45.000","  350","    0"
"09:48:46:963","95246445608012","   5.039","  16.492"," 2743"," 1100"," 3300"," 2775","   9.696","  59.382","  16.495","   6.648","  43.867","  12.185"," 46","0"," 37"," 52","  44.476"," 339.000","  94.167","  45.000","  350","    0"
