"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"04:42:36:087","53088188286062","   0.502","   1.053"," 1544"," 1100"," 2300"," 1537","   3.175","   1.595","   0.443","   0.515","   0.259","   0.072"," 42","0"," 32"," 44","  39.209","  32.000","   8.889","  45.000","  350","    0"
"04:42:36:602","53089371833491","   1.018","  29.136"," 3048"," 1200"," 3300"," 3086","  18.177","  10.969","   3.047","  14.938","   7.963","   2.212"," 48","0"," 36"," 54","  45.843","  68.000","  18.889","  45.000","  350","    0"
"04:42:37:103","53090521188225","   1.519","  26.208"," 3070"," 1200"," 3300"," 3104","  17.345","  19.657","   5.460","  14.139","  15.045","   4.179"," 51","0"," 39"," 53","  46.666"," 107.000","  29.722","  45.000","  350","    0"
"04:42:37:604","53091670057120","   2.019","  18.996"," 2974"," 1100"," 3300"," 3023","  13.814","  26.573","   7.381","  10.648","  20.376","   5.660"," 47","0"," 37"," 52","  45.570"," 144.000","  40.000","  45.000","  350","    0"
"04:42:38:104","53092818492269","   2.520","  47.663"," 3059","  800"," 3300"," 3087","  21.946","  37.556","  10.432","  18.449","  29.609","   8.225"," 53","0"," 38"," 57","  49.080"," 182.000","  50.556","  45.000","  350","    0"
"04:42:38:611","53093982593547","   3.027","  37.017"," 3017","  900"," 3300"," 3045","  19.520","  47.458","  13.183","  15.867","  37.658","  10.460"," 52","0"," 39"," 56","  49.610"," 221.000","  61.389","  45.000","  350","    0"
"04:42:39:112","53095130798111","   3.528","  22.260"," 2874"," 1100"," 3300"," 2920","  13.257","  54.091","  15.025","   9.908","  42.615","  11.838"," 50","0"," 39"," 54","  47.273"," 260.000","  72.222","  45.000","  350","    0"
"04:42:39:614","53096283770204","   4.030","  12.023"," 2709"," 1100"," 3300"," 2753","   8.020","  58.121","  16.145","   5.114","  45.185","  12.551"," 45","0"," 38"," 53","  46.393"," 298.000","  82.778","  45.000","  350","    0"
"04:42:40:117","53097436755082","   4.532","   3.800"," 1564"," 1100"," 2300"," 1582","   3.673","  59.967","  16.657","   1.049","  45.711","  12.698"," 41","0"," 38"," 47","  42.659"," 336.000","  93.333","  45.000","  350","    0"
"04:42:40:620","53098590750593","   5.035","   7.422"," 2054"," 1100"," 3300"," 2325","   6.367","  63.168","  17.547","   3.631","  47.538","  13.205"," 48","0"," 36"," 50","  43.384"," 372.000"," 103.333","  45.000","  350","    0"
"04:42:41:122","53099743955416","   5.538","   8.737"," 2399"," 1100"," 3300"," 2585","   7.490","  66.932","  18.592","   4.677","  49.888","  13.858"," 39","0"," 39"," 51","  44.477"," 411.000"," 114.167","  45.000","  350","    0"
"04:42:41:625","53100898094167","   6.041","   5.473"," 1678"," 1100"," 2800"," 1698","   4.311","  69.101","  19.195","   1.618","  50.702","  14.084"," 43","0"," 38"," 48","  42.726"," 449.000"," 124.722","  45.000","  350","    0"
"04:42:42:128","53102052176667","   6.544","   1.434"," 1429"," 1100"," 2300"," 1429","   3.218","  70.719","  19.644","   0.595","  51.001","  14.167"," 38","0"," 37"," 46","  42.533"," 486.000"," 135.000","  45.000","  350","    0"
"04:42:42:637","53103220942765","   7.053","   2.092"," 1446"," 1100"," 2400"," 1463","   3.353","  72.427","  20.119","   0.720","  51.368","  14.269"," 44","0"," 37"," 46","  41.190"," 523.000"," 145.278","  45.000","  350","    0"
"04:42:43:140","53104374990956","   7.556","   1.269"," 1419"," 1100"," 2300"," 1426","   3.154","  74.013","  20.559","   0.538","  51.639","  14.344"," 38","0"," 35"," 46","  41.454"," 558.000"," 155.000","  45.000","  350","    0"
"04:42:43:646","53105536120109","   8.062","   1.347"," 1598"," 1100"," 2800"," 1631","   3.211","  75.637","  21.010","   0.581","  51.933","  14.426"," 38","0"," 34"," 46","  41.457"," 592.000"," 164.444","  45.000","  350","    0"
"04:42:44:147","53106685855441","   8.563","   1.023"," 1456"," 1100"," 2300"," 1475","   3.049","  77.165","  21.435","   0.453","  52.160","  14.489"," 36","0"," 34"," 44","  39.492"," 626.000"," 173.889","  45.000","  350","    0"
"04:42:44:650","53107839774606","   9.066","   1.484"," 1536"," 1100"," 2300"," 1545","   3.202","  78.775","  21.882","   0.585","  52.454","  14.571"," 36","0"," 34"," 46","  41.472"," 660.000"," 183.333","  45.000","  350","    0"
"04:42:45:153","53108995318970","   9.569","   2.147"," 1493"," 1100"," 2600"," 1504","   3.444","  80.510","  22.364","   0.778","  52.846","  14.679"," 40","0"," 35"," 46","  42.195"," 695.000"," 193.056","  45.000","  350","    0"
"04:42:45:656","53110149293485","  10.072","   0.693"," 1507"," 1100"," 2600"," 1498","   3.004","  82.020","  22.783","   0.415","  53.054","  14.737"," 36","0"," 34"," 44","  39.472"," 729.000"," 202.500","  45.000","  350","    0"
"04:42:46:159","53111304070182","  10.575","   0.806"," 1505"," 1100"," 2300"," 1518","   3.022","  83.541","  23.206","   0.429","  53.270","  14.797"," 38","0"," 34"," 46","  40.219"," 763.000"," 211.944","  45.000","  350","    0"
"04:42:46:662","53112458010515","  11.078","   1.231"," 1562"," 1100"," 2500"," 1577","   3.125","  85.112","  23.642","   0.521","  53.532","  14.870"," 35","0"," 33"," 45","  40.915"," 796.000"," 221.111","  45.000","  350","    0"
"04:42:47:165","53113611074101","  11.580","   0.664"," 1551"," 1100"," 2600"," 1556","   3.006","  86.623","  24.062","   0.412","  53.740","  14.928"," 33","0"," 33"," 45","  38.658"," 829.000"," 230.278","  45.000","  350","    0"
"04:42:47:668","53114765146297","  12.083","   0.981"," 1446"," 1100"," 2500"," 1455","   3.059","  88.162","  24.489","   0.473","  53.978","  14.994"," 37","0"," 33"," 45","  39.774"," 862.000"," 239.444","  45.000","  350","    0"
"04:42:48:170","53115918941734","  12.586","   1.134"," 1459"," 1100"," 2600"," 1480","   3.090","  89.715","  24.921","   0.516","  54.237","  15.066"," 44","0"," 35"," 45","  40.005"," 897.000"," 249.167","  45.000","  350","    0"
"04:42:48:677","53117082157436","  13.093","   0.659"," 1559"," 1100"," 2500"," 1568","   2.959","  91.215","  25.338","   0.405","  54.442","  15.123"," 35","0"," 34"," 45","  38.500"," 931.000"," 258.611","  45.000","  350","    0"
"04:42:49:180","53118236074793","  13.596","   0.969"," 1469"," 1100"," 2300"," 1482","   3.023","  92.735","  25.760","   0.459","  54.673","  15.187"," 36","0"," 34"," 45","  40.091"," 965.000"," 268.056","  45.000","  350","    0"
"04:42:49:689","53119404590630","  14.105","   1.210"," 1535"," 1100"," 2300"," 1554","   3.094","  94.311","  26.198","   0.518","  54.937","  15.260"," 38","0"," 34"," 46","  40.180"," 999.000"," 277.500","  45.000","  350","    0"
"04:42:50:197","53120570324231","  14.613","   0.816"," 1488"," 1100"," 2300"," 1498","   2.994","  95.832","  26.620","   0.436","  55.158","  15.322"," 45","0"," 34"," 45","  40.060","1033.000"," 286.944","  45.000","  350","    0"
"04:42:50:700","53121724461165","  15.116","   0.807"," 1509"," 1100"," 2600"," 1513","   3.002","  97.342","  27.039","   0.436","  55.378","  15.383"," 35","0"," 35"," 46","  40.911","1068.000"," 296.667","  45.000","  350","    0"
"04:42:51:203","53122878476052","  15.619","   0.685"," 1519"," 1100"," 2600"," 1527","   2.976","  98.838","  27.455","   0.414","  55.586","  15.441"," 37","0"," 34"," 45","  39.331","1102.000"," 306.111","  45.000","  350","    0"
"04:42:51:712","53124046884571","  16.128","   1.231"," 1546"," 1100"," 2600"," 1558","   3.089"," 100.411","  27.892","   0.516","  55.849","  15.514"," 41","0"," 34"," 46","  40.261","1136.000"," 315.556","  45.000","  350","    0"
"04:42:52:215","53125201125053","  16.631","   0.672"," 1544"," 1100"," 2500"," 1568","   2.968"," 101.904","  28.307","   0.409","  56.055","  15.571"," 46","0"," 34"," 45","  40.083","1170.000"," 325.000","  45.000","  350","    0"
"04:42:52:716","53126349730394","  17.131","  16.152"," 2710"," 1100"," 3200"," 2787","  10.881"," 107.350","  29.820","   8.030","  60.074","  16.687"," 49","0"," 35"," 51","  43.838","1205.000"," 334.722","  45.000","  350","    0"
"04:42:53:216","53127498325238","  17.632","  14.830"," 2489"," 1100"," 3200"," 2616","  10.838"," 112.775","  31.326","   7.930","  64.043","  17.790"," 46","0"," 37"," 52","  44.819","1242.000"," 345.000","  45.000","  350","    0"
"04:42:53:717","53128647007793","  18.133","  10.707"," 2164"," 1100"," 3200"," 2266","   8.080"," 116.819","  32.450","   5.245","  66.669","  18.519"," 46","0"," 36"," 50","  43.646","1278.000"," 355.000","  45.000","  350","    0"
"04:42:54:220","53129801071275","  18.635","   2.196"," 1831"," 1100"," 2800"," 1850","   3.489"," 118.574","  32.937","   0.874","  67.108","  18.641"," 45","0"," 36"," 47","  41.688","1314.000"," 365.000","  45.000","  350","    0"
"04:42:54:723","53130955232773","  19.138","   1.832"," 1597"," 1100"," 2800"," 1608","   3.303"," 120.235","  33.399","   0.693","  67.457","  18.738"," 36","0"," 35"," 47","  41.664","1349.000"," 374.722","  45.000","  350","    0"
"04:42:55:226","53132109321315","  19.641","   1.246"," 1566"," 1100"," 2800"," 1574","   3.139"," 121.814","  33.837","   0.559","  67.738","  18.816"," 39","0"," 35"," 46","  40.360","1384.000"," 384.444","  45.000","  350","    0"
"04:42:55:728","53133263065407","  20.144","   8.158"," 1499"," 1100"," 2800"," 1502","   5.006"," 124.331","  34.536","   2.283","  68.886","  19.135"," 47","0"," 37"," 48","  43.900","1421.000"," 394.722","  45.000","  350","    0"
"04:42:56:231","53134417050994","  20.647","  10.219"," 2027"," 1100"," 3300"," 2050","   6.858"," 127.779","  35.494","   4.066","  70.931","  19.703"," 41","0"," 37"," 51","  43.547","1458.000"," 405.000","  45.000","  350","    0"
"04:42:56:739","53135582382778","  21.155","   6.096"," 1907"," 1100"," 3300"," 1923","   4.642"," 130.137","  36.149","   1.969","  71.931","  19.981"," 42","0"," 37"," 47","  42.494","1495.000"," 415.278","  45.000","  350","    0"
"04:42:57:247","53136749328273","  21.663","   4.366"," 1592"," 1100"," 2800"," 1632","   4.015"," 132.178","  36.716","   1.354","  72.620","  20.172"," 43","0"," 37"," 47","  42.136","1532.000"," 425.556","  45.000","  350","    0"
"04:42:57:750","53137903398614","  22.166","   8.590"," 2116"," 1100"," 3300"," 2131","   6.300"," 135.347","  37.596","   3.566","  74.413","  20.670"," 46","0"," 37"," 50","  42.968","1569.000"," 435.833","  45.000","  350","    0"
"04:42:58:252","53139055446785","  22.668","   3.742"," 2126"," 1100"," 3300"," 2137","   4.474"," 137.593","  38.220","   1.747","  75.290","  20.914"," 44","0"," 36"," 49","  43.403","1605.000"," 445.833","  45.000","  350","    0"
"04:42:58:755","53140208585765","  23.171","  10.792"," 1652"," 1100"," 2800"," 1662","   5.598"," 140.406","  39.002","   2.826","  76.710","  21.308"," 45","0"," 36"," 47","  42.184","1641.000"," 455.833","  45.000","  350","    0"
"04:42:59:257","53141361115098","  23.673","   2.169"," 1487"," 1100"," 2300"," 1491","   3.318"," 142.073","  39.465","   0.727","  77.075","  21.410"," 40","0"," 35"," 47","  41.876","1676.000"," 465.556","  45.000","  350","    0"
"04:42:59:765","53142527527300","  24.181","   1.435"," 1582"," 1100"," 2800"," 1595","   3.162"," 143.680","  39.911","   0.574","  77.367","  21.491"," 45","0"," 35"," 46","  40.605","1711.000"," 475.278","  45.000","  350","    0"
"04:43:00:276","53143698949891","  24.692","   1.066"," 1559"," 1100"," 2300"," 1576","   3.055"," 145.240","  40.344","   0.486","  77.615","  21.560"," 36","0"," 34"," 45","  40.724","1745.000"," 484.722","  45.000","  350","    0"
"04:43:00:779","53144853069168","  25.195","   0.706"," 1513"," 1100"," 2300"," 1512","   2.976"," 146.736","  40.760","   0.415","  77.824","  21.618"," 35","0"," 34"," 45","  40.719","1779.000"," 494.167","  45.000","  350","    0"
"04:43:01:282","53146007320175","  25.697","   0.591"," 1600"," 1100"," 2800"," 1613","   2.954"," 148.222","  41.173","   0.399","  78.024","  21.673"," 35","0"," 34"," 45","  39.673","1813.000"," 503.611","  45.000","  350","    0"
"04:43:01:785","53147161212824","  26.200","   7.766"," 2497"," 1100"," 3300"," 2555","   6.727"," 151.605","  42.112","   4.012","  80.042","  22.234"," 46","0"," 34"," 48","  42.951","1847.000"," 513.056","  45.000","  350","    0"
"04:43:02:287","53148313959615","  26.703","   1.212"," 1500"," 1100"," 2800"," 1513","   3.115"," 153.170","  42.547","   0.535","  80.311","  22.309"," 42","0"," 35"," 47","  41.073","1882.000"," 522.778","  45.000","  350","    0"
