"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"18:27:52:214","21105137100689","   0.501","   3.226"," 1532"," 1100"," 2800"," 1540","   3.877","   1.943","   0.540","   1.057","   0.530","   0.147"," 34","0"," 33"," 47","  43.039","  33.000","   9.167","  45.000","  350","    0"
"18:27:52:724","21106308267803","   1.012","  28.774"," 3062"," 1100"," 3300"," 3095","  18.267","  11.266","   3.129","  15.088","   8.230","   2.286"," 53","0"," 34"," 56","  48.884","  67.000","  18.611","  45.000","  350","    0"
"18:27:53:227","21107462354514","   1.514","  26.075"," 3076"," 1200"," 3300"," 3111","  17.314","  19.974","   5.548","  14.176","  15.360","   4.267"," 53","0"," 42"," 56","  49.462"," 109.000","  30.278","  45.000","  350","    0"
"18:27:53:728","21108611894866","   2.015","  19.557"," 3025"," 1100"," 3300"," 3071","  14.437","  27.206","   7.557","  11.162","  20.951","   5.820"," 52","0"," 41"," 54","  48.745"," 150.000","  41.667","  45.000","  350","    0"
"18:27:54:228","21109760156270","   2.516","  47.274"," 3076","  900"," 3300"," 3102","  22.106","  38.267","  10.630","  18.481","  30.199","   8.388"," 57","0"," 42"," 58","  51.406"," 192.000","  53.333","  45.000","  350","    0"
"18:27:54:733","21110919459465","   3.021","  30.217"," 2948"," 1000"," 3300"," 2983","  16.151","  46.427","  12.896","  12.694","  36.611","  10.170"," 49","0"," 42"," 58","  51.776"," 234.000","  65.000","  45.000","  350","    0"
"18:27:55:239","21112079450618","   3.526","  19.369"," 2819"," 1100"," 3300"," 2865","  11.670","  52.326","  14.535","   8.477","  40.896","  11.360"," 50","0"," 42"," 55","  48.269"," 276.000","  76.667","  45.000","  350","    0"
"18:27:55:740","21113230294345","   4.028","  21.143"," 2915"," 1100"," 3300"," 2951","  12.636","  58.663","  16.295","   9.457","  45.639","  12.677"," 51","0"," 40"," 54","  48.843"," 316.000","  87.778","  45.000","  350","    0"
"18:27:56:241","21114378397795","   4.528","  45.495"," 3042"," 1100"," 3200"," 3072","  21.961","  69.650","  19.347","  18.391","  54.840","  15.233"," 55","0"," 44"," 58","  52.180"," 360.000"," 100.000","  45.000","  350","    0"
"18:27:56:749","21115543932123","   5.036","  16.887"," 2700"," 1100"," 3200"," 2769","  10.998","  75.236","  20.899","   7.945","  58.876","  16.354"," 49","0"," 42"," 57","  50.333"," 402.000"," 111.667","  45.000","  350","    0"
"18:27:57:255","21116705354270","   5.542","  14.890"," 2448"," 1100"," 3300"," 2666","  10.908","  80.757","  22.432","   7.853","  62.850","  17.458"," 49","0"," 43"," 54","  48.625"," 445.000"," 123.611","  45.000","  350","    0"
"18:27:57:755","21117853925855","   6.043","   3.431"," 2348"," 1100"," 3300"," 2387","   4.357","  82.937","  23.038","   1.677","  63.690","  17.692"," 43","0"," 38"," 53","  47.742"," 483.000"," 134.167","  45.000","  350","    0"
"18:27:58:258","21119008112368","   6.546","   0.885"," 1558"," 1100"," 2800"," 1591","   3.054","  84.473","  23.465","   0.467","  63.925","  17.757"," 37","0"," 36"," 48","  43.013"," 519.000"," 144.167","  45.000","  350","    0"
"18:27:58:761","21120162285405","   7.049","   5.040"," 1689"," 1100"," 2800"," 1719","   4.189","  86.580","  24.050","   1.517","  64.688","  17.969"," 44","0"," 36"," 50","  45.100"," 555.000"," 154.167","  45.000","  350","    0"
"18:27:59:264","21121316367935","   7.552","   1.539"," 1437"," 1100"," 2800"," 1442","   3.285","  88.232","  24.509","   0.644","  65.012","  18.059"," 43","0"," 40"," 48","  43.932"," 595.000"," 165.278","  45.000","  350","    0"
"18:27:59:767","21122470467586","   8.054","   2.607"," 1542"," 1100"," 2800"," 1556","   3.541","  90.013","  25.004","   0.876","  65.452","  18.181"," 41","0"," 40"," 48","  44.833"," 635.000"," 176.389","  45.000","  350","    0"
"18:28:00:270","21123624530872","   8.557","   1.693"," 1465"," 1100"," 2800"," 1477","   3.313","  91.679","  25.466","   0.657","  65.782","  18.273"," 40","0"," 39"," 47","  43.594"," 674.000"," 187.222","  45.000","  350","    0"
"18:28:00:773","21124778586241","   9.060","   2.139"," 1787"," 1100"," 2800"," 1821","   3.441","  93.410","  25.947","   0.789","  66.179","  18.383"," 39","0"," 38"," 48","  43.656"," 712.000"," 197.778","  45.000","  350","    0"
"18:28:01:281","21125945208808","   9.569","   8.149"," 2434"," 1100"," 3300"," 2458","   6.698","  96.815","  26.893","   3.814","  68.118","  18.922"," 45","0"," 39"," 56","  47.516"," 751.000"," 208.611","  45.000","  350","    0"
"18:28:01:784","21127099227782","  10.071","   6.508"," 2537"," 1100"," 3300"," 2564","   6.192","  99.929","  27.758","   3.360","  69.808","  19.391"," 48","0"," 40"," 55","  47.456"," 791.000"," 219.722","  45.000","  350","    0"
"18:28:02:289","21128258299535","  10.577","   3.583"," 1872"," 1100"," 2800"," 1888","   3.907"," 101.902","  28.306","   1.191","  70.409","  19.558"," 43","0"," 37"," 49","  44.608"," 828.000"," 230.000","  45.000","  350","    0"
"18:28:02:798","21129425399696","  11.085","   7.241"," 2408"," 1100"," 3300"," 2436","   6.267"," 105.090","  29.192","   3.398","  72.137","  20.038"," 47","0"," 40"," 52","  46.336"," 868.000"," 241.111","  45.000","  350","    0"
"18:28:03:300","21130579286782","  11.588","   3.937"," 1909"," 1100"," 3300"," 1923","   4.095"," 107.149","  29.764","   1.370","  72.826","  20.230"," 52","0"," 37"," 52","  44.745"," 905.000"," 251.389","  45.000","  350","    0"
"18:28:03:803","21131732536290","  12.090","   6.426"," 2485"," 1100"," 3300"," 2501","   6.025"," 110.177","  30.605","   3.178","  74.423","  20.673"," 46","0"," 39"," 55","  47.239"," 944.000"," 262.222","  45.000","  350","    0"
"18:28:04:311","21132899478872","  12.599","   7.463"," 2374"," 1100"," 3300"," 2403","   6.270"," 113.365","  31.490","   3.412","  76.159","  21.155"," 48","0"," 40"," 54","  46.561"," 984.000"," 273.333","  45.000","  350","    0"
"18:28:04:814","21134053670875","  13.102","   3.588"," 1803"," 1100"," 2800"," 1809","   3.907"," 115.330","  32.036","   1.153","  76.738","  21.316"," 44","0"," 38"," 48","  44.069","1022.000"," 283.889","  45.000","  350","    0"
"18:28:05:317","21135207824222","  13.605","   6.477"," 2331"," 1100"," 3300"," 2359","   5.832"," 118.264","  32.851","   3.034","  78.264","  21.740"," 41","0"," 40"," 51","  45.976","1062.000"," 295.000","  45.000","  350","    0"
