"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"19:02:42:126","25901152900283","   0.501","   0.772"," 1684"," 1100"," 2800"," 1688","   3.185","   1.596","   0.443","   0.487","   0.244","   0.068"," 40","0"," 33"," 47","  42.307","  33.000","   9.167","  45.000","  350","    0"
"19:02:42:637","25902325250526","   1.012","  27.536"," 3065"," 1100"," 3300"," 3097","  17.570","  10.573","   2.937","  14.420","   7.611","   2.114"," 47","0"," 37"," 54","  47.738","  70.000","  19.444","  45.000","  350","    0"
"19:02:43:145","25903492592111","   1.521","  21.584"," 3015"," 1100"," 3300"," 3070","  14.803","  18.103","   5.029","  11.582","  13.503","   3.751"," 52","0"," 39"," 54","  47.014"," 109.000","  30.278","  45.000","  350","    0"
"19:02:43:646","25904642196177","   2.022","  23.642"," 3044"," 1100"," 3300"," 3082","  15.988","  26.113","   7.254","  12.719","  19.874","   5.521"," 51","0"," 40"," 56","  48.489"," 149.000","  41.389","  45.000","  350","    0"
"19:02:44:147","25905790394457","   2.522","  43.599"," 3052","  900"," 3300"," 3081","  20.782","  36.511","  10.142","  17.189","  28.475","   7.910"," 56","0"," 41"," 58","  50.563"," 190.000","  52.778","  45.000","  350","    0"
"19:02:44:647","25906938606329","   3.022","  33.265"," 3009","  900"," 3300"," 3047","  18.182","  45.609","  12.669","  14.814","  35.887","   9.969"," 53","0"," 42"," 58","  50.683"," 232.000","  64.444","  45.000","  350","    0"
"19:02:45:156","25908105939562","   3.531","  21.337"," 2887"," 1100"," 3300"," 2943","  13.463","  52.457","  14.571","   9.986","  40.967","  11.380"," 51","0"," 41"," 55","  48.187"," 273.000","  75.833","  45.000","  350","    0"
"19:02:45:664","25909273009345","   4.040","  21.706"," 2815"," 1100"," 3300"," 2837","  12.079","  58.600","  16.278","   8.898","  45.492","  12.637"," 49","0"," 41"," 55","  48.882"," 314.000","  87.222","  45.000","  350","    0"
"19:02:46:167","25910426407765","   4.542","  49.343"," 3063"," 1100"," 3200"," 3081","  23.024","  70.173","  19.492","  19.370","  55.228","  15.341"," 50","0"," 43"," 59","  52.314"," 357.000","  99.167","  45.000","  350","    0"
"19:02:46:667","25911575029810","   5.043","   7.992"," 1966"," 1100"," 3300"," 2040","   6.749","  73.551","  20.431","   3.869","  57.165","  15.879"," 49","0"," 40"," 56","  46.827"," 397.000"," 110.278","  45.000","  350","    0"
"19:02:47:168","25912724530843","   5.544","  11.169"," 2308"," 1100"," 3300"," 2586","   9.160","  78.139","  21.705","   6.313","  60.327","  16.758"," 53","0"," 41"," 53","  46.967"," 438.000"," 121.667","  45.000","  350","    0"
"19:02:47:671","25913877611229","   6.046","   4.271"," 2411"," 1100"," 3300"," 2517","   4.888","  80.595","  22.388","   2.189","  61.427","  17.063"," 37","0"," 37"," 53","  46.951"," 475.000"," 131.944","  45.000","  350","    0"
"19:02:48:181","25915049078242","   6.557","   0.974"," 1503"," 1100"," 2800"," 1509","   3.064","  82.159","  22.822","   0.480","  61.672","  17.131"," 40","0"," 35"," 48","  42.369"," 510.000"," 141.667","  45.000","  350","    0"
"19:02:48:691","25916218491813","   7.066","   4.730"," 1679"," 1100"," 2800"," 1699","   4.091","  84.244","  23.401","   1.441","  62.407","  17.335"," 47","0"," 35"," 50","  44.226"," 545.000"," 151.389","  45.000","  350","    0"
"19:02:49:194","25917372775363","   7.569","   1.677"," 1409"," 1100"," 2800"," 1422","   3.336","  85.922","  23.867","   0.681","  62.749","  17.430"," 47","0"," 40"," 48","  44.274"," 585.000"," 162.500","  45.000","  350","    0"
"19:02:49:697","25918526914406","   8.072","   2.321"," 1540"," 1100"," 2800"," 1549","   3.484","  87.674","  24.354","   0.822","  63.163","  17.545"," 41","0"," 40"," 47","  44.043"," 625.000"," 173.611","  45.000","  350","    0"
"19:02:50:200","25919681253455","   8.575","   1.749"," 1460"," 1100"," 2800"," 1471","   3.306","  89.337","  24.816","   0.660","  63.495","  17.638"," 44","0"," 40"," 47","  43.226"," 665.000"," 184.722","  45.000","  350","    0"
"19:02:50:709","25920848992573","   9.084","   2.815"," 1816"," 1100"," 2800"," 1837","   3.668","  91.204","  25.334","   0.968","  63.988","  17.774"," 43","0"," 35"," 48","  43.233"," 700.000"," 194.444","  45.000","  350","    0"
"19:02:51:213","25922006536718","   9.588","   7.086"," 2522"," 1100"," 3300"," 2544","   6.379","  94.422","  26.228","   3.537","  65.772","  18.270"," 43","0"," 40"," 53","  47.092"," 740.000"," 205.556","  45.000","  350","    0"
"19:02:51:716","25923160600289","  10.091","   7.041"," 2391"," 1100"," 3300"," 2423","   6.166","  97.522","  27.090","   3.305","  67.434","  18.732"," 47","0"," 40"," 54","  46.695"," 780.000"," 216.667","  45.000","  350","    0"
"19:02:52:219","25924314804689","  10.594","   5.589"," 2338"," 1100"," 3300"," 2363","   5.253"," 100.165","  27.823","   2.397","  68.640","  19.067"," 41","0"," 38"," 51","  45.965"," 818.000"," 227.222","  45.000","  350","    0"
"19:02:52:722","25925468848857","  11.097","   6.601"," 2442"," 1100"," 3300"," 2470","   6.014"," 103.189","  28.664","   3.201","  70.250","  19.514"," 41","0"," 41"," 51","  46.273"," 859.000"," 238.611","  45.000","  350","    0"
"19:02:53:230","25926634895340","  11.605","   6.788"," 2378"," 1100"," 3300"," 2399","   6.030"," 106.253","  29.515","   3.203","  71.877","  19.966"," 53","0"," 39"," 55","  47.060"," 898.000"," 249.444","  45.000","  350","    0"
"19:02:53:732","25927788252660","  12.108","   3.926"," 1931"," 1100"," 3300"," 1951","   4.139"," 108.333","  30.093","   1.369","  72.565","  20.157"," 43","0"," 38"," 51","  44.701"," 936.000"," 260.000","  45.000","  350","    0"
"19:02:54:236","25928944319368","  12.612","   7.663"," 2396"," 1100"," 3300"," 2422","   6.468"," 111.592","  30.998","   3.579","  74.369","  20.658"," 47","0"," 39"," 54","  46.404"," 975.000"," 270.833","  45.000","  350","    0"
"19:02:54:739","25930098156640","  13.114","   4.066"," 1802"," 1100"," 2800"," 1818","   4.036"," 113.621","  31.561","   1.298","  75.021","  20.839"," 48","0"," 40"," 49","  44.347","1015.000"," 281.944","  45.000","  350","    0"
"19:02:55:242","25931251387086","  13.617","   6.573"," 2390"," 1100"," 3300"," 2424","   5.957"," 116.615","  32.393","   3.128","  76.593","  21.276"," 45","0"," 40"," 55","  47.181","1055.000"," 293.056","  45.000","  350","    0"
"19:02:55:747","25932410844352","  14.122","   6.938"," 2389"," 1100"," 3300"," 2422","   6.034"," 119.663","  33.240","   3.246","  78.234","  21.732"," 48","0"," 40"," 53","  46.525","1095.000"," 304.167","  45.000","  350","    0"
"19:02:56:250","25933564884001","  14.625","   3.655"," 1841"," 1100"," 2800"," 1856","   3.892"," 121.621","  33.784","   1.180","  78.827","  21.896"," 44","0"," 40"," 49","  44.201","1135.000"," 315.278","  45.000","  350","    0"
"19:02:56:757","25934728735176","  15.132","   6.432"," 2409"," 1100"," 3300"," 2437","   5.886"," 124.606","  34.613","   3.105","  80.402","  22.334"," 47","0"," 40"," 55","  45.967","1175.000"," 326.389","  45.000","  350","    0"
"19:02:57:260","25935882793206","  15.635","   7.226"," 2416"," 1100"," 3300"," 2448","   6.276"," 127.763","  35.490","   3.445","  82.135","  22.815"," 48","0"," 40"," 55","  46.813","1215.000"," 337.500","  45.000","  350","    0"
"19:02:57:762","25937035966567","  16.138","   3.553"," 1827"," 1100"," 3300"," 1838","   3.873"," 129.709","  36.030","   1.161","  82.718","  22.977"," 44","0"," 39"," 48","  43.802","1254.000"," 348.333","  45.000","  350","    0"
"19:02:58:263","25938185762734","  16.639","   6.006"," 2421"," 1100"," 3300"," 2452","   5.820"," 132.625","  36.840","   3.042","  84.242","  23.401"," 41","0"," 40"," 53","  46.689","1294.000"," 359.444","  45.000","  350","    0"
