"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"18:48:11:321","23902794329234","   0.501","   0.884"," 1631"," 1100"," 2800"," 1631","   3.234","   1.621","   0.450","   0.508","   0.255","   0.071"," 33","0"," 33"," 46","  40.019","  33.000","   9.167","  45.000","  350","    0"
"18:48:11:838","23903980305857","   1.018","  28.730"," 3048"," 1100"," 3300"," 3085","  18.008","  10.928","   3.035","  14.821","   7.914","   2.198"," 51","0"," 33"," 55","  47.418","  66.000","  18.333","  45.000","  350","    0"
"18:48:12:344","23905142616521","   1.524","  26.543"," 3087"," 1300"," 3300"," 3122","  17.557","  19.820","   5.506","  14.389","  15.203","   4.223"," 52","0"," 41"," 53","  48.090"," 107.000","  29.722","  45.000","  350","    0"
"18:48:12:846","23906293535919","   2.026","  19.050"," 3054"," 1100"," 3300"," 3101","  14.475","  27.080","   7.522","  11.206","  20.823","   5.784"," 49","0"," 41"," 54","  48.191"," 148.000","  41.111","  45.000","  350","    0"
"18:48:13:353","23907458334157","   2.534","  50.319"," 3055","  900"," 3300"," 3080","  22.682","  38.593","  10.720","  19.044","  30.489","   8.469"," 55","0"," 41"," 57","  50.852"," 189.000","  52.500","  45.000","  350","    0"
"18:48:13:856","23908611524456","   3.036","  30.893"," 2923","  800"," 3300"," 2960","  17.190","  47.231","  13.120","  13.450","  37.248","  10.347"," 46","0"," 43"," 57","  50.395"," 232.000","  64.444","  45.000","  350","    0"
"18:48:14:364","23909777172391","   3.544","  20.234"," 2848"," 1100"," 3300"," 2891","  12.334","  53.496","  14.860","   9.093","  41.867","  11.630"," 47","0"," 41"," 55","  48.153"," 273.000","  75.833","  45.000","  350","    0"
"18:48:14:869","23910937530691","   4.050","  29.140"," 2945"," 1100"," 3300"," 2979","  16.078","  61.626","  17.118","  12.742","  48.310","  13.419"," 55","0"," 41"," 56","  48.679"," 314.000","  87.222","  45.000","  350","    0"
"18:48:15:372","23912090641050","   4.552","  42.919"," 3045"," 1100"," 3300"," 3069","  20.684","  72.020","  20.005","  17.101","  56.903","  15.806"," 50","0"," 42"," 58","  52.018"," 356.000","  98.889","  45.000","  350","    0"
"18:48:15:872","23913239272233","   5.053","   7.898"," 1883"," 1100"," 3300"," 1994","   6.604","  75.325","  20.924","   3.743","  58.777","  16.327"," 53","0"," 41"," 53","  45.586"," 397.000"," 110.278","  45.000","  350","    0"
"18:48:16:374","23914391661011","   5.555","  11.220"," 2474"," 1100"," 3300"," 2746","   9.370","  80.031","  22.231","   6.515","  62.048","  17.236"," 47","0"," 41"," 52","  46.598"," 438.000"," 121.667","  45.000","  350","    0"
"18:48:16:877","23915545581706","   6.058","   1.028"," 1526"," 1100"," 2800"," 1517","   3.102","  81.591","  22.664","   0.503","  62.301","  17.306"," 44","0"," 36"," 49","  43.473"," 474.000"," 131.667","  45.000","  350","    0"
