"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"17:20:14:426","11793158684703","   0.501","   0.891"," 1631"," 1100"," 2800"," 1647","   3.249","   1.628","   0.452","   0.514","   0.258","   0.072"," 34","0"," 34"," 45","  40.037","  34.000","   9.444","  45.000","  350","    0"
"17:20:14:938","11794333847996","   1.013","  31.083"," 3055"," 1100"," 3300"," 3082","  18.793","  11.252","   3.126","  15.535","   8.213","   2.281"," 52","0"," 34"," 54","  47.447","  68.000","  18.889","  45.000","  350","    0"
"17:20:15:438","11795482398340","   1.514","  25.340"," 3075"," 1200"," 3300"," 3107","  16.925","  19.723","   5.479","  13.752","  15.096","   4.193"," 53","0"," 40"," 53","  47.553"," 108.000","  30.000","  45.000","  350","    0"
"17:20:15:939","11796631066273","   2.014","  21.080"," 3020"," 1100"," 3300"," 3060","  14.992","  27.228","   7.563","  11.690","  20.948","   5.819"," 48","0"," 39"," 54","  47.278"," 147.000","  40.833","  45.000","  350","    0"
"17:20:16:440","11797779741630","   2.515","  48.794"," 3059"," 1200"," 3300"," 3083","  22.249","  38.365","  10.657","  18.600","  30.258","   8.405"," 53","0"," 40"," 57","  50.455"," 187.000","  51.944","  45.000","  350","    0"
"17:20:16:944","11798937577615","   3.019","  26.071"," 2948"," 1000"," 3300"," 2987","  15.942","  46.408","  12.891","  12.604","  36.618","  10.172"," 53","0"," 41"," 56","  48.996"," 228.000","  63.333","  45.000","  350","  700"
"17:20:17:451","11800100345595","   3.526","  21.825"," 2867"," 1100"," 3300"," 2918","  13.499","  53.249","  14.791","   9.936","  41.653","  11.570"," 51","0"," 39"," 54","  47.246"," 267.000","  74.167","  45.000","  350","    0"
"17:20:17:952","11801250420364","   4.027","  20.543"," 2830"," 1100"," 3300"," 2864","  12.192","  59.359","  16.489","   8.942","  46.134","  12.815"," 50","0"," 40"," 54","  47.161"," 307.000","  85.278","  45.000","  350","  700"
"17:20:18:452","11802398938266","   4.528","  53.135"," 3090"," 1200"," 3200"," 3108","  24.928","  71.835","  19.954","  21.277","  56.783","  15.773"," 54","0"," 44"," 59","  51.648"," 351.000","  97.500","  45.000","  350","    0"
"17:20:18:955","11803551939446","   5.030","   6.983"," 1816"," 1100"," 3300"," 1960","   6.087","  74.894","  20.804","   3.201","  58.391","  16.220"," 48","0"," 41"," 54","  45.774"," 392.000"," 108.889","  45.000","  350","    0"
"17:20:19:457","11804705108968","   5.533","   3.638"," 1540"," 1100"," 3200"," 1552","   3.912","  76.859","  21.350","   1.245","  59.017","  16.394"," 41","0"," 39"," 48","  43.888"," 431.000"," 119.722","  45.000","  350","    0"
"17:20:19:958","11805854832578","   6.034","   9.823"," 2242"," 1100"," 3300"," 2496","   8.033","  80.884","  22.468","   5.230","  61.637","  17.121"," 47","0"," 39"," 52","  45.589"," 470.000"," 130.556","  45.000","  350","    0"
"17:20:20:461","11807007781653","   6.536","   5.815"," 2478"," 1100"," 3300"," 2689","   6.001","  83.899","  23.305","   3.266","  63.278","  17.577"," 37","0"," 37"," 51","  45.608"," 507.000"," 140.833","  45.000","  350","    0"
"17:20:20:968","11808171864939","   7.043","   4.366"," 1677"," 1100"," 2800"," 1718","   4.025","  85.941","  23.873","   1.378","  63.977","  17.772"," 47","0"," 36"," 48","  43.476"," 543.000"," 150.833","  45.000","  350","    0"
"17:20:21:471","11809326054065","   7.546","   1.808"," 1444"," 1100"," 2800"," 1444","   3.384","  87.643","  24.345","   0.727","  64.343","  17.873"," 45","0"," 39"," 48","  43.687"," 582.000"," 161.667","  45.000","  350","    0"
"17:20:21:973","11810478474231","   8.048","   2.364"," 1510"," 1100"," 2800"," 1513","   3.464","  89.383","  24.829","   0.804","  64.747","  17.985"," 45","0"," 39"," 47","  42.855"," 621.000"," 172.500","  45.000","  350","    0"
"17:20:22:476","11811632524731","   8.551","   1.853"," 1538"," 1100"," 2800"," 1547","   3.308","  91.047","  25.291","   0.670","  65.084","  18.079"," 42","0"," 36"," 47","  42.467"," 657.000"," 182.500","  45.000","  350","    0"
"17:20:22:979","11812786678163","   9.054","   3.669"," 2191"," 1100"," 3200"," 2306","   4.312","  93.215","  25.893","   1.567","  65.872","  18.298"," 46","0"," 35"," 48","  43.094"," 692.000"," 192.222","  45.000","  350","    0"
"17:20:23:487","11813952692706","   9.562","   7.704"," 2483"," 1100"," 3300"," 2514","   6.577","  96.557","  26.821","   3.729","  67.767","  18.824"," 47","0"," 39"," 54","  46.645"," 731.000"," 203.056","  45.000","  350","    0"
"17:20:23:990","11815106132461","  10.065","   6.055"," 2331"," 1100"," 3300"," 2349","   5.588","  99.366","  27.602","   2.779","  69.164","  19.212"," 52","0"," 38"," 53","  45.720"," 769.000"," 213.611","  45.000","  350","    0"
"17:20:24:492","11816259592504","  10.568","   5.173"," 2167"," 1100"," 3300"," 2182","   4.813"," 101.785","  28.274","   2.017","  70.178","  19.494"," 45","0"," 39"," 52","  44.671"," 808.000"," 224.444","  45.000","  350","    0"
"17:20:24:995","11817413420569","  11.070","   6.790"," 2388"," 1100"," 3300"," 2412","   6.092"," 104.848","  29.124","   3.239","  71.806","  19.946"," 46","0"," 38"," 52","  46.012"," 846.000"," 235.000","  45.000","  350","    0"
"17:20:25:498","11818567533383","  11.573","   3.509"," 1849"," 1100"," 2800"," 1864","   3.811"," 106.764","  29.657","   1.103","  72.361","  20.100"," 39","0"," 38"," 48","  43.530"," 884.000"," 245.556","  45.000","  350","    0"
"17:20:26:007","11819735949391","  12.082","   7.658"," 2417"," 1100"," 3300"," 2445","   6.444"," 110.046","  30.568","   3.563","  74.175","  20.604"," 45","0"," 39"," 54","  45.987"," 923.000"," 256.389","  45.000","  350","    0"
"17:20:26:510","11820890035810","  12.585","   6.707"," 2379"," 1100"," 3300"," 2409","   5.900"," 113.013","  31.393","   3.069","  75.719","  21.033"," 46","0"," 39"," 52","  45.384"," 962.000"," 267.222","  45.000","  350","    0"
"17:20:27:017","11822054199227","  13.093","   3.678"," 1804"," 1100"," 2800"," 1818","   3.864"," 114.973","  31.937","   1.142","  76.298","  21.194"," 46","0"," 40"," 47","  43.731","1002.000"," 278.333","  45.000","  350","    0"
"17:20:27:519","11823205708316","  13.594","   7.209"," 2321"," 1100"," 3300"," 2347","   6.087"," 118.028","  32.785","   3.221","  77.914","  21.643"," 45","0"," 39"," 50","  44.831","1041.000"," 289.167","  45.000","  350","    0"
"17:20:28:029","11824376410037","  14.105","   4.647"," 2065"," 1100"," 3300"," 2089","   4.509"," 120.328","  33.424","   1.803","  78.834","  21.898"," 51","0"," 38"," 51","  44.751","1079.000"," 299.722","  45.000","  350","    0"
"17:20:28:530","11825525068799","  14.605","   5.836"," 2333"," 1100"," 3300"," 2370","   5.403"," 123.032","  34.176","   2.611","  80.141","  22.261"," 46","0"," 39"," 54","  45.952","1118.000"," 310.556","  45.000","  350","    0"
"17:20:29:031","11826675430609","  15.106","   6.608"," 2473"," 1100"," 3300"," 2497","   6.040"," 126.060","  35.017","   3.246","  81.768","  22.713"," 48","0"," 38"," 51","  45.541","1156.000"," 321.111","  45.000","  350","    0"
"17:20:29:534","11827829226212","  15.609","   4.633"," 2037"," 1100"," 3300"," 2060","   4.560"," 128.353","  35.654","   1.813","  82.680","  22.967"," 53","0"," 39"," 53","  45.122","1195.000"," 331.944","  45.000","  350","    0"
"17:20:30:036","11828982496485","  16.112","   5.570"," 2434"," 1100"," 3300"," 2463","   5.387"," 131.061","  36.406","   2.605","  83.989","  23.330"," 39","0"," 38"," 54","  45.801","1233.000"," 342.500","  45.000","  350","    0"
"17:20:30:541","11830139323090","  16.616","   6.585"," 2425"," 1100"," 3300"," 2467","   6.040"," 134.106","  37.252","   3.245","  85.625","  23.785"," 46","0"," 39"," 52","  45.456","1272.000"," 353.333","  45.000","  350","    0"
"17:20:31:043","11831292957736","  17.119","   3.628"," 1747"," 1100"," 2800"," 1754","   3.861"," 136.047","  37.791","   1.139","  86.197","  23.944"," 42","0"," 39"," 48","  43.465","1311.000"," 364.167","  45.000","  350","    0"
"17:20:31:546","11832446961162","  17.621","   6.250"," 2545"," 1100"," 3300"," 2574","   6.114"," 139.122","  38.645","   3.329","  87.872","  24.409"," 44","0"," 40"," 50","  45.755","1351.000"," 375.278","  45.000","  350","    0"
"17:20:32:047","11833596492900","  18.122","  14.250"," 2597"," 1100"," 3200"," 2631","   8.967"," 143.614","  39.893","   6.073","  90.914","  25.254"," 51","0"," 39"," 52","  46.138","1390.000"," 386.111","  45.000","  350","    0"
"17:20:32:557","11834767227058","  18.632","  23.677"," 2961"," 1100"," 3200"," 3038","  16.058"," 151.806","  42.168","  12.960","  97.526","  27.090"," 48","0"," 41"," 54","  48.719","1431.000"," 397.500","  45.000","  350","    0"
"17:20:33:058","11835916155911","  19.133","  10.205"," 2366"," 1100"," 3200"," 2470","   8.345"," 155.984","  43.329","   5.347"," 100.203","  27.834"," 48","0"," 40"," 54","  46.955","1471.000"," 408.611","  45.000","  350","    0"
"17:20:33:566","11837083374071","  19.642","  18.220"," 1967"," 1100"," 3300"," 1986","   8.843"," 160.483","  44.578","   5.897"," 103.202","  28.667"," 52","0"," 40"," 53","  46.596","1511.000"," 419.722","  45.000","  350","    0"
"17:20:34:069","11838236490234","  20.144","  10.485"," 2603"," 1100"," 3300"," 2630","   7.675"," 164.339","  45.650","   4.765"," 105.596","  29.332"," 47","0"," 38"," 54","  47.103","1549.000"," 430.278","  45.000","  350","    0"
"17:20:34:571","11839389316520","  20.647","   9.696"," 2720"," 1100"," 3300"," 2753","   8.321"," 168.520","  46.811","   5.406"," 108.312","  30.087"," 46","0"," 40"," 53","  46.962","1589.000"," 441.389","  45.000","  350","    0"
"17:20:35:072","11840538797737","  21.148","   6.197"," 2352"," 1100"," 3300"," 2376","   5.662"," 171.356","  47.599","   2.890"," 109.760","  30.489"," 50","0"," 41"," 51","  45.522","1630.000"," 452.778","  45.000","  350","    0"
"17:20:35:575","11841692050829","  21.650","   6.524"," 2291"," 1100"," 3300"," 2340","   5.681"," 174.211","  48.392","   2.871"," 111.203","  30.890"," 46","0"," 39"," 52","  46.164","1669.000"," 463.611","  45.000","  350","    0"
"17:20:36:078","11842846406348","  22.153","   7.539"," 2367"," 1100"," 3300"," 2397","   6.350"," 177.405","  49.279","   3.501"," 112.964","  31.379"," 46","0"," 40"," 53","  46.115","1709.000"," 474.722","  45.000","  350","    0"
"17:20:36:580","11843999469235","  22.656","   3.443"," 1826"," 1100"," 2800"," 1838","   3.770"," 179.300","  49.805","   1.094"," 113.514","  31.532"," 39","0"," 37"," 48","  43.963","1746.000"," 485.000","  45.000","  350","    0"
"17:20:37:083","11845153701235","  23.159","   7.076"," 2415"," 1100"," 3300"," 2449","   6.182"," 182.409","  50.669","   3.348"," 115.198","  31.999"," 45","0"," 37"," 52","  45.799","1783.000"," 495.278","  45.000","  350","    0"
