"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"18:57:39:613","25206933250050","   0.501","   0.834"," 1638"," 1100"," 2800"," 1656","   3.237","   1.622","   0.451","   0.511","   0.256","   0.071"," 34","0"," 33"," 47","  39.742","  33.000","   9.167","  45.000","  350","    0"
"18:57:40:125","25208109034521","   1.014","  30.725"," 3066"," 1100"," 3300"," 3095","  19.125","  11.421","   3.173","  15.907","   8.407","   2.335"," 53","0"," 33"," 55","  47.172","  66.000","  18.333","  45.000","  350","    0"
"18:57:40:626","25209257909563","   1.514","  29.133"," 3067"," 1300"," 3300"," 3095","  17.667","  20.266","   5.629","  14.507","  15.669","   4.353"," 52","0"," 40"," 55","  48.175"," 106.000","  29.444","  45.000","  350","    0"
"18:57:41:127","25210408736403","   2.016","  17.283"," 2914"," 1100"," 3300"," 2941","  11.753","  26.160","   7.267","   8.725","  20.045","   5.568"," 46","0"," 38"," 55","  48.544"," 144.000","  40.000","  45.000","  350","    0"
"18:57:41:630","25211562822560","   2.519","   1.035"," 1587"," 1100"," 2800"," 1584","   3.280","  27.810","   7.725","   0.547","  20.320","   5.644"," 44","0"," 34"," 47","  41.059"," 178.000","  49.444","  45.000","  350","    0"
"18:57:42:133","25212716792613","   3.021","   1.080"," 1553"," 1100"," 2800"," 1563","   3.294","  29.466","   8.185","   0.559","  20.601","   5.723"," 34","0"," 34"," 47","  40.933"," 212.000","  58.889","  45.000","  350","    0"
"18:57:42:636","25213870644883","   3.524","   0.978"," 1588"," 1100"," 2800"," 1609","   3.282","  31.117","   8.644","   0.546","  20.876","   5.799"," 35","0"," 34"," 47","  40.147"," 246.000","  68.333","  45.000","  350","    0"
"18:57:43:137","25215020067268","   4.025","   1.078"," 1540"," 1100"," 2800"," 1552","   3.276","  32.757","   9.099","   0.543","  21.148","   5.874"," 44","0"," 33"," 47","  39.387"," 279.000","  77.500","  45.000","  350","    0"
"18:57:43:639","25216174097075","   4.528","   0.878"," 1612"," 1100"," 2800"," 1613","   3.235","  34.384","   9.551","   0.510","  21.404","   5.946"," 34","0"," 34"," 47","  39.987"," 313.000","  86.944","  45.000","  350","    0"
"18:57:44:143","25217328572800","   5.031","   1.000"," 1586"," 1100"," 2800"," 1597","   3.268","  36.029","  10.008","   0.536","  21.673","   6.020"," 34","0"," 33"," 46","  39.099"," 346.000","  96.111","  45.000","  350","    0"
"18:57:44:645","25218482654234","   5.534","   0.984"," 1577"," 1100"," 2800"," 1576","   3.264","  37.670","  10.464","   0.532","  21.941","   6.095"," 33","0"," 33"," 47","  40.270"," 379.000"," 105.278","  45.000","  350","    0"
"18:57:45:148","25219636692312","   6.037","   1.067"," 1551"," 1100"," 2800"," 1556","   3.277","  39.318","  10.922","   0.541","  22.213","   6.170"," 44","0"," 33"," 46","  40.570"," 412.000"," 114.444","  45.000","  350","    0"
"18:57:45:651","25220790551689","   6.540","   0.911"," 1650"," 1100"," 2300"," 1662","   3.246","  40.951","  11.375","   0.519","  22.474","   6.243"," 45","0"," 33"," 46","  39.455"," 445.000"," 123.611","  45.000","  350","    0"
"18:57:46:154","25221944550860","   7.042","   0.953"," 1635"," 1100"," 2300"," 1665","   3.251","  42.585","  11.829","   0.520","  22.735","   6.315"," 34","0"," 33"," 46","  40.277"," 478.000"," 132.778","  45.000","  350","    0"
"18:57:46:657","25223098561784","   7.545","   0.962"," 1622"," 1100"," 2800"," 1654","   3.252","  44.221","  12.283","   0.522","  22.998","   6.388"," 34","0"," 34"," 46","  39.586"," 512.000"," 142.222","  45.000","  350","    0"
"18:57:47:160","25224252557091","   8.048","   0.976"," 1611"," 1100"," 2800"," 1624","   3.262","  45.861","  12.739","   0.530","  23.264","   6.462"," 34","0"," 32"," 47","  39.113"," 544.000"," 151.111","  45.000","  350","    0"
"18:57:47:663","25225406645272","   8.551","   1.016"," 1589"," 1100"," 2800"," 1609","   3.247","  47.494","  13.193","   0.522","  23.527","   6.535"," 35","0"," 33"," 46","  39.038"," 577.000"," 160.278","  45.000","  350","    0"
"18:57:48:166","25226560770782","   9.054","   0.852"," 1587"," 1100"," 2800"," 1594","   3.208","  49.107","  13.641","   0.499","  23.777","   6.605"," 38","0"," 34"," 46","  38.981"," 611.000"," 169.722","  45.000","  350","    0"
"18:57:48:669","25227715060942","   9.557","   0.918"," 1606"," 1100"," 2800"," 1625","   3.227","  50.730","  14.092","   0.518","  24.038","   6.677"," 36","0"," 33"," 47","  39.639"," 644.000"," 178.889","  45.000","  350","    0"
"18:57:49:171","25228869020070","  10.060","   0.819"," 1577"," 1100"," 2800"," 1586","   3.199","  52.339","  14.539","   0.492","  24.285","   6.746"," 43","0"," 32"," 47","  39.736"," 676.000"," 187.778","  45.000","  350","    0"
"18:57:49:674","25230023169424","  10.563","   0.846"," 1572"," 1100"," 2800"," 1581","   3.198","  53.947","  14.985","   0.491","  24.533","   6.815"," 45","0"," 32"," 47","  39.817"," 708.000"," 196.667","  45.000","  350","    0"
"18:57:50:184","25231192969503","  11.073","   0.999"," 1528"," 1100"," 2800"," 1548","   3.220","  55.588","  15.441","   0.517","  24.796","   6.888"," 38","0"," 32"," 47","  41.214"," 740.000"," 205.556","  45.000","  350","    0"
"18:57:50:687","25232347129987","  11.576","   0.903"," 1531"," 1100"," 2800"," 1545","   3.208","  57.202","  15.889","   0.501","  25.048","   6.958"," 35","0"," 32"," 46","  39.963"," 772.000"," 214.444","  45.000","  350","    0"
"18:57:51:190","25233501397170","  12.079","   1.031"," 1504"," 1100"," 2800"," 1505","   3.239","  58.831","  16.342","   0.530","  25.314","   7.032"," 37","0"," 33"," 47","  41.108"," 805.000"," 223.611","  45.000","  350","    0"
"18:57:51:693","25234655450214","  12.581","   0.978"," 1543"," 1100"," 2800"," 1561","   3.240","  60.460","  16.794","   0.528","  25.580","   7.106"," 45","0"," 32"," 47","  39.136"," 837.000"," 232.500","  45.000","  350","    0"
"18:57:52:196","25235809706971","  13.084","   3.771"," 2382"," 1100"," 3300"," 2452","   4.965","  62.957","  17.488","   2.122","  26.647","   7.402"," 43","0"," 37"," 51","  45.275"," 874.000"," 242.778","  45.000","  350","    0"
"18:57:52:699","25236963778484","  13.587","   0.814"," 1583"," 1100"," 2800"," 1582","   3.190","  64.561","  17.934","   0.486","  26.892","   7.470"," 42","0"," 32"," 47","  40.143"," 906.000"," 251.667","  45.000","  350","    0"
"18:57:53:202","25238117874623","  14.090","   1.000"," 1532"," 1100"," 2800"," 1542","   3.232","  66.187","  18.385","   0.523","  27.154","   7.543"," 33","0"," 32"," 46","  40.818"," 938.000"," 260.556","  45.000","  350","    0"
"18:57:53:705","25239273315806","  14.594","   0.812"," 1582"," 1100"," 2800"," 1590","   3.180","  67.788","  18.830","   0.478","  27.395","   7.610"," 34","0"," 33"," 46","  40.320"," 971.000"," 269.722","  45.000","  350","    0"
"18:57:54:208","25240427344673","  15.097","   0.841"," 1555"," 1100"," 2800"," 1577","   3.200","  69.397","  19.277","   0.492","  27.643","   7.678"," 39","0"," 33"," 46","  40.711","1004.000"," 278.889","  45.000","  350","    0"
"18:57:54:711","25241581392636","  15.599","   0.812"," 1591"," 1100"," 2800"," 1595","   3.196","  71.005","  19.724","   0.490","  27.889","   7.747"," 44","0"," 32"," 46","  40.116","1036.000"," 287.778","  45.000","  350","    0"
"18:57:55:214","25242735471870","  16.102","   0.832"," 1573"," 1100"," 2800"," 1580","   3.192","  72.610","  20.169","   0.485","  28.133","   7.815"," 43","0"," 33"," 46","  39.693","1069.000"," 296.944","  45.000","  350","    0"
"18:57:55:717","25243889532235","  16.605","   0.785"," 1579"," 1100"," 2800"," 1582","   3.174","  74.206","  20.613","   0.475","  28.372","   7.881"," 34","0"," 33"," 46","  40.648","1102.000"," 306.111","  45.000","  350","    0"
"18:57:56:220","25245043596358","  17.108","   0.928"," 1562"," 1100"," 2800"," 1577","   3.221","  75.826","  21.063","   0.512","  28.629","   7.953"," 34","0"," 32"," 46","  40.333","1134.000"," 315.000","  45.000","  350","    0"
"18:57:56:723","25246197696430","  17.611","   0.801"," 1587"," 1100"," 2800"," 1619","   3.185","  77.428","  21.508","   0.480","  28.871","   8.020"," 34","0"," 32"," 46","  40.352","1166.000"," 323.889","  45.000","  350","    0"
"18:57:57:225","25247351939640","  18.114","   0.813"," 1572"," 1100"," 2800"," 1573","   3.182","  79.028","  21.952","   0.478","  29.111","   8.086"," 33","0"," 32"," 46","  39.218","1198.000"," 332.778","  45.000","  350","    0"
"18:57:57:728","25248505975119","  18.617","   0.828"," 1582"," 1100"," 2800"," 1580","   3.191","  80.633","  22.398","   0.483","  29.354","   8.154"," 43","0"," 32"," 46","  39.174","1230.000"," 341.667","  45.000","  350","    0"
"18:57:58:231","25249659892357","  19.120","   0.857"," 1568"," 1100"," 2800"," 1578","   3.201","  82.243","  22.845","   0.498","  29.605","   8.223"," 33","0"," 33"," 46","  39.782","1263.000"," 350.833","  45.000","  350","    0"
"18:57:58:734","25250813961340","  19.623","   0.778"," 1600"," 1100"," 2800"," 1609","   3.179","  83.841","  23.289","   0.474","  29.843","   8.290"," 34","0"," 32"," 46","  40.319","1295.000"," 359.722","  45.000","  350","    0"
"18:57:59:237","25251968077452","  20.126","   0.896"," 1540"," 1100"," 2800"," 1554","   3.206","  85.454","  23.737","   0.498","  30.094","   8.359"," 41","0"," 33"," 46","  40.728","1328.000"," 368.889","  45.000","  350","    0"
"18:57:59:740","25253122311430","  20.629","   0.843"," 1583"," 1100"," 2800"," 1595","   3.196","  87.061","  24.184","   0.488","  30.339","   8.428"," 33","0"," 33"," 46","  39.184","1361.000"," 378.056","  45.000","  350","    0"
"18:58:00:242","25254274769194","  21.131","   1.101"," 1552"," 1100"," 2800"," 1575","   3.261","  88.699","  24.639","   0.542","  30.611","   8.503"," 35","0"," 33"," 46","  39.227","1394.000"," 387.222","  45.000","  350","    0"
"18:58:00:745","25255428818735","  21.634","   0.810"," 1614"," 1100"," 2800"," 1611","   3.186","  90.301","  25.084","   0.486","  30.856","   8.571"," 43","0"," 33"," 47","  41.534","1427.000"," 396.389","  45.000","  350","    0"
"18:58:01:248","25256583043030","  22.137","   1.091"," 1565"," 1100"," 2800"," 1563","   3.266","  91.944","  25.540","   0.553","  31.134","   8.648"," 38","0"," 33"," 46","  40.419","1460.000"," 405.556","  45.000","  350","    0"
"18:58:01:751","25257737126664","  22.639","   0.734"," 1626"," 1100"," 2800"," 1633","   3.174","  93.540","  25.983","   0.470","  31.370","   8.714"," 33","0"," 32"," 47","  41.383","1492.000"," 414.444","  45.000","  350","    0"
"18:58:02:254","25258891210951","  23.142","   0.835"," 1601"," 1100"," 2800"," 1617","   3.200","  95.150","  26.430","   0.494","  31.619","   8.783"," 34","0"," 32"," 47","  39.735","1524.000"," 423.333","  45.000","  350","    0"
"18:58:02:757","25260045235406","  23.645","   0.767"," 1640"," 1100"," 2800"," 1668","   3.184","  96.751","  26.875","   0.480","  31.860","   8.850"," 34","0"," 33"," 46","  39.115","1557.000"," 432.500","  45.000","  350","    0"
"18:58:03:260","25261199219942","  24.148","   0.886"," 1578"," 1100"," 2800"," 1588","   3.197","  98.359","  27.322","   0.496","  32.110","   8.919"," 36","0"," 32"," 46","  39.487","1589.000"," 441.389","  45.000","  350","    0"
"18:58:03:762","25262353243056","  24.651","   0.706"," 1630"," 1100"," 2800"," 1659","   3.156","  99.946","  27.763","   0.456","  32.339","   8.983"," 34","0"," 32"," 46","  39.437","1621.000"," 450.278","  45.000","  350","    0"
"18:58:04:265","25263507266554","  25.154","   0.682"," 1625"," 1100"," 2800"," 1641","   3.159"," 101.535","  28.204","   0.460","  32.570","   9.047"," 33","0"," 32"," 47","  38.285","1653.000"," 459.167","  45.000","  350","    0"
"18:58:04:768","25264661299420","  25.657","   0.646"," 1639"," 1100"," 2800"," 1644","   3.152"," 103.120","  28.644","   0.453","  32.798","   9.111"," 34","0"," 32"," 47","  40.846","1685.000"," 468.056","  45.000","  350","    0"
"18:58:05:271","25265815507307","  26.160","   0.730"," 1627"," 1100"," 2800"," 1643","   3.171"," 104.715","  29.087","   0.471","  33.035","   9.176"," 33","0"," 32"," 46","  38.341","1717.000"," 476.944","  45.000","  350","    0"
"18:58:05:774","25266969593625","  26.663","   0.712"," 1616"," 1100"," 2800"," 1640","   3.162"," 106.305","  29.529","   0.467","  33.270","   9.242"," 38","0"," 32"," 46","  37.977","1749.000"," 485.833","  45.000","  350","    0"
"18:58:06:277","25268123596591","  27.165","   0.846"," 1618"," 1100"," 2800"," 1622","   3.197"," 107.913","  29.976","   0.494","  33.518","   9.311"," 34","0"," 32"," 46","  39.098","1781.000"," 494.722","  45.000","  350","    0"
"18:58:06:778","25269273730904","  27.667","   0.667"," 1630"," 1100"," 2800"," 1655","   3.151"," 109.492","  30.414","   0.455","  33.746","   9.374"," 33","0"," 32"," 46","  40.367","1813.000"," 503.611","  45.000","  350","    0"
"18:58:07:281","25270427984041","  28.170","   0.679"," 1636"," 1100"," 2800"," 1630","   3.157"," 111.080","  30.856","   0.459","  33.977","   9.438"," 33","0"," 32"," 46","  38.195","1845.000"," 512.500","  45.000","  350","    0"
"18:58:07:784","25271582489051","  28.673","   0.669"," 1626"," 1100"," 2800"," 1638","   3.144"," 112.662","  31.295","   0.447","  34.202","   9.501"," 33","0"," 33"," 46","  37.992","1878.000"," 521.667","  45.000","  350","    0"
"18:58:08:287","25272736751878","  29.176","   0.785"," 1597"," 1100"," 2800"," 1598","   3.185"," 114.264","  31.740","   0.483","  34.445","   9.568"," 39","0"," 33"," 46","  39.552","1911.000"," 530.833","  45.000","  350","    0"
"18:58:08:795","25273902223541","  29.684","   0.700"," 1609"," 1100"," 2800"," 1618","   3.152"," 115.865","  32.185","   0.459","  34.678","   9.633"," 44","0"," 32"," 46","  38.719","1943.000"," 539.722","  45.000","  350","    0"
"18:58:09:296","25275052781796","  30.185","   0.704"," 1613"," 1100"," 2800"," 1624","   3.156"," 117.447","  32.624","   0.455","  34.906","   9.696"," 46","0"," 32"," 46","  40.417","1975.000"," 548.611","  45.000","  350","    0"
