"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"20:18:54:248","36393446151583","   0.508","   0.912"," 1603"," 1100"," 2800"," 1624","   3.260","   1.655","   0.460","   0.524","   0.266","   0.074"," 36","0"," 34"," 47","  42.353","  34.000","   9.444","  45.000","  350","    0"
"20:18:54:758","36394617595765","   1.018","  29.270"," 3068"," 1100"," 3300"," 3105","  18.379","  11.038","   3.066","  15.212","   8.032","   2.231"," 52","0"," 36"," 55","  48.387","  70.000","  19.444","  45.000","  350","    0"
"20:18:55:261","36395770646406","   1.521","  29.965"," 3103"," 1400"," 3300"," 3135","  17.969","  20.067","   5.574","  14.790","  15.463","   4.295"," 55","0"," 41"," 57","  50.137"," 111.000","  30.833","  45.000","  350","    0"
"20:18:55:763","36396923887874","   2.023","  17.173"," 2974"," 1100"," 3300"," 2998","  11.763","  25.978","   7.216","   8.734","  19.852","   5.515"," 45","0"," 36"," 57","  49.873"," 147.000","  40.833","  45.000","  350","    0"
"20:18:56:266","36398077980478","   2.526","   0.981"," 1595"," 1100"," 2800"," 1616","   3.281","  27.628","   7.675","   0.534","  20.121","   5.589"," 44","0"," 35"," 47","  42.551"," 182.000","  50.556","  45.000","  350","    0"
"20:18:56:769","36399232191925","   3.029","   0.990"," 1599"," 1100"," 2800"," 1595","   3.290","  29.283","   8.134","   0.542","  20.393","   5.665"," 36","0"," 35"," 48","  42.520"," 217.000","  60.278","  45.000","  350","    0"
"20:18:57:272","36400386240146","   3.532","   0.872"," 1651"," 1100"," 2600"," 1651","   3.236","  30.911","   8.586","   0.503","  20.646","   5.735"," 35","0"," 34"," 48","  42.563"," 251.000","  69.722","  45.000","  350","    0"
"20:18:57:775","36401540350039","   4.035","   0.933"," 1648"," 1100"," 2800"," 1646","   3.274","  32.557","   9.044","   0.533","  20.914","   5.810"," 35","0"," 34"," 47","  41.124"," 285.000","  79.167","  45.000","  350","    0"
"20:18:58:283","36402705979314","   4.543","   1.019"," 1584"," 1100"," 2800"," 1587","   3.279","  34.223","   9.506","   0.537","  21.187","   5.885"," 45","0"," 34"," 47","  41.247"," 319.000","  88.611","  45.000","  350","    0"
"20:18:58:786","36403860243245","   5.046","   0.818"," 1629"," 1100"," 2800"," 1655","   3.210","  35.838","   9.955","   0.492","  21.434","   5.954"," 35","0"," 34"," 47","  41.662"," 353.000","  98.056","  45.000","  350","    0"
