"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"04:22:31:524","50323907683966","   0.503","   1.068"," 1541"," 1100"," 2300"," 1554","   3.183","   1.600","   0.444","   0.518","   0.260","   0.072"," 42","0"," 34"," 43","  38.825","  34.000","   9.444","  45.000","  350","    0"
"04:22:32:035","50325079660112","   1.013","  30.153"," 3054"," 1200"," 3300"," 3086","  18.929","  11.267","   3.130","  15.667","   8.262","   2.295"," 48","0"," 35"," 52","  45.584","  69.000","  19.167","  45.000","  350","    0"
"04:22:32:535","50326227851697","   1.514","  31.774"," 3065"," 1200"," 3300"," 3088","  18.488","  20.518","   5.699","  15.368","  15.951","   4.431"," 51","0"," 39"," 53","  47.187"," 108.000","  30.000","  45.000","  350","    0"
"04:22:33:038","50327381526102","   2.016","  17.955"," 2946"," 1100"," 3300"," 2965","  12.021","  26.562","   7.378","   9.048","  20.500","   5.694"," 42","0"," 37"," 54","  47.448"," 145.000","  40.278","  45.000","  350","    0"
"04:22:33:542","50328538225392","   2.520","  13.716"," 2893"," 1100"," 3300"," 2945","   9.857","  31.530","   8.758","   6.727","  23.891","   6.636"," 50","0"," 35"," 52","  44.916"," 180.000","  50.000","  45.000","  350","    0"
"04:22:34:044","50329691462746","   3.023","  16.011"," 2766"," 1100"," 3300"," 2817","  10.742","  36.928","  10.258","   7.677","  27.749","   7.708"," 42","0"," 38"," 52","  45.588"," 218.000","  60.556","  45.000","  350","    0"
"04:22:34:547","50330845518145","   3.526","   1.598"," 1496"," 1100"," 2500"," 1507","   3.214","  38.545","  10.707","   0.619","  28.060","   7.794"," 40","0"," 35"," 46","  41.512"," 253.000","  70.278","  45.000","  350","    0"
"04:22:35:050","50331999548244","   4.029","   0.917"," 1443"," 1100"," 2300"," 1442","   3.011","  40.059","  11.128","   0.452","  28.287","   7.858"," 39","0"," 33"," 45","  40.788"," 286.000","  79.444","  45.000","  350","    0"
"04:22:35:553","50333153802922","   4.532","   0.761"," 1476"," 1100"," 2300"," 1483","   2.972","  41.554","  11.543","   0.416","  28.497","   7.916"," 35","0"," 33"," 45","  38.212"," 319.000","  88.611","  45.000","  350","    0"
"04:22:36:060","50334316259159","   5.038","   1.261"," 1474"," 1100"," 2300"," 1483","   3.114","  43.131","  11.981","   0.538","  28.769","   7.991"," 39","0"," 34"," 44","  40.004"," 353.000","  98.056","  45.000","  350","    0"
