"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"03:38:55:015","44319433755246","   0.501","   0.608"," 1681"," 1100"," 2800"," 1701","   3.071","   1.539","   0.428","   0.429","   0.215","   0.060"," 33","0"," 32"," 43","  38.427","  32.000","   8.889","  45.000","  350","    0"
"03:38:55:526","44320605554469","   1.012","  31.579"," 3053"," 1100"," 3300"," 3081","  18.988","  11.235","   3.121","  15.845","   8.307","   2.307"," 49","0"," 32"," 51","  45.251","  64.000","  17.778","  45.000","  350","    0"
"03:38:56:026","44321754139546","   1.512","  31.461"," 3080"," 1200"," 3300"," 3115","  18.320","  20.405","   5.668","  15.221","  15.925","   4.424"," 51","0"," 37"," 52","  46.156"," 101.000","  28.056","  45.000","  350","    0"
"03:38:56:528","44322905179341","   2.014","  18.091"," 2986"," 1100"," 3300"," 3009","  12.167","  26.508","   7.363","   9.215","  20.547","   5.707"," 44","0"," 38"," 53","  46.019"," 139.000","  38.611","  45.000","  350","    0"
"03:38:57:035","44324069930014","   2.521","   8.662"," 2711"," 1100"," 3300"," 2755","   7.223","  30.174","   8.382","   4.408","  22.784","   6.329"," 45","0"," 35"," 49","  42.911"," 174.000","  48.333","  45.000","  350","    0"
"03:38:57:539","44325226848337","   3.026","  16.936"," 2774"," 1100"," 3300"," 2827","  11.054","  35.747","   9.930","   7.927","  26.780","   7.439"," 42","0"," 36"," 51","  43.805"," 210.000","  58.333","  45.000","  350","    0"
"03:38:58:042","44326380795651","   3.528","   1.137"," 1497"," 1100"," 2800"," 1493","   3.066","  37.289","  10.358","   0.516","  27.040","   7.511"," 39","0"," 34"," 45","  40.488"," 244.000","  67.778","  45.000","  350","    0"
"03:38:58:549","44327543548017","   4.035","   1.221"," 1433"," 1100"," 2300"," 1459","   3.073","  38.846","  10.790","   0.517","  27.302","   7.584"," 34","0"," 32"," 44","  38.887"," 276.000","  76.667","  45.000","  350","    0"
"03:38:59:052","44328697683801","   4.538","   0.637"," 1500"," 1100"," 2300"," 1500","   2.949","  40.329","  11.202","   0.398","  27.502","   7.639"," 41","0"," 33"," 43","  37.252"," 309.000","  85.833","  45.000","  350","    0"
"03:38:59:555","44329851782224","   5.041","   1.397"," 1471"," 1100"," 2300"," 1493","   3.144","  41.910","  11.642","   0.564","  27.785","   7.718"," 40","0"," 32"," 44","  39.552"," 341.000","  94.722","  45.000","  350","    0"
"03:39:00:057","44331004566850","   5.543","   0.773"," 1473"," 1100"," 2300"," 1481","   2.972","  43.403","  12.056","   0.424","  27.998","   7.777"," 36","0"," 32"," 42","  37.424"," 373.000"," 103.611","  45.000","  350","    0"
"03:39:00:567","44332175665086","   6.054","   1.718"," 1472"," 1100"," 2300"," 1479","   3.211","  45.042","  12.512","   0.636","  28.323","   7.867"," 38","0"," 33"," 44","  39.327"," 406.000"," 112.778","  45.000","  350","    0"
"03:39:01:070","44333328748107","   6.556","   0.724"," 1467"," 1100"," 2300"," 1482","   2.973","  46.536","  12.927","   0.419","  28.533","   7.926"," 38","0"," 32"," 42","  37.000"," 438.000"," 121.667","  45.000","  350","    0"
"03:39:01:573","44334482677694","   7.059","   0.771"," 1459"," 1100"," 2400"," 1481","   2.961","  48.025","  13.340","   0.416","  28.742","   7.984"," 33","0"," 32"," 42","  36.820"," 470.000"," 130.556","  45.000","  350","    0"
"03:39:02:076","44335636806969","   7.562","   0.741"," 1489"," 1100"," 2300"," 1516","   2.973","  49.520","  13.756","   0.422","  28.955","   8.043"," 34","0"," 32"," 42","  37.373"," 502.000"," 139.444","  45.000","  350","    0"
"03:39:02:578","44336790870241","   8.065","   1.418"," 1518"," 1100"," 2800"," 1520","   3.136","  51.097","  14.194","   0.555","  29.234","   8.120"," 38","0"," 32"," 43","  38.672"," 534.000"," 148.333","  45.000","  350","    0"
"03:39:03:081","44337944862197","   8.568","   0.751"," 1470"," 1100"," 2300"," 1470","   2.960","  52.585","  14.607","   0.411","  29.440","   8.178"," 39","0"," 32"," 42","  36.548"," 566.000"," 157.222","  45.000","  350","    0"
"03:39:03:584","44339099140489","   9.071","   0.725"," 1467"," 1100"," 2400"," 1461","   2.954","  54.071","  15.020","   0.408","  29.645","   8.235"," 33","0"," 32"," 42","  36.511"," 598.000"," 166.111","  45.000","  350","    0"
"03:39:04:087","44340253342237","   9.573","   0.628"," 1494"," 1100"," 2300"," 1507","   2.933","  55.547","  15.430","   0.388","  29.841","   8.289"," 33","0"," 32"," 43","  36.345"," 630.000"," 175.000","  45.000","  350","    0"
"03:39:04:595","44341418941833","  10.081","   1.479"," 1579"," 1100"," 2400"," 1589","   3.204","  57.174","  15.882","   0.619","  30.155","   8.376"," 36","0"," 32"," 44","  38.141"," 662.000"," 183.889","  45.000","  350","    0"
"03:39:05:097","44342570751719","  10.583","   0.848"," 1473"," 1100"," 2300"," 1479","   2.983","  58.671","  16.298","   0.432","  30.372","   8.437"," 40","0"," 31"," 42","  35.719"," 693.000"," 192.500","  45.000","  350","    0"
"03:39:05:600","44343724926495","  11.086","   0.809"," 1480"," 1100"," 2300"," 1483","   2.978","  60.169","  16.714","   0.430","  30.588","   8.497"," 37","0"," 32"," 43","  37.199"," 725.000"," 201.389","  45.000","  350","    0"
"03:39:06:103","44344878984431","  11.589","   0.588"," 1533"," 1100"," 2300"," 1575","   2.928","  61.641","  17.123","   0.384","  30.781","   8.550"," 36","0"," 32"," 42","  35.858"," 757.000"," 210.278","  45.000","  350","    0"
"03:39:06:609","44346040028612","  12.095","   1.255"," 1493"," 1100"," 2300"," 1497","   3.115","  63.217","  17.560","   0.539","  31.054","   8.626"," 37","0"," 32"," 44","  38.658"," 789.000"," 219.167","  45.000","  350","    0"
"03:39:07:112","44347194029113","  12.598","   0.870"," 1459"," 1100"," 2300"," 1465","   3.001","  64.726","  17.980","   0.449","  31.280","   8.689"," 37","0"," 32"," 44","  39.146"," 821.000"," 228.056","  45.000","  350","    0"
