"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"19:04:09:706","26102136085066","   0.501","   0.895"," 1618"," 1100"," 2800"," 1630","   3.248","   1.628","   0.452","   0.514","   0.258","   0.072"," 35","0"," 34"," 46","  40.975","  34.000","   9.444","  45.000","  350","    0"
"19:04:10:219","26103311762268","   1.013","  28.189"," 3054"," 1100"," 3300"," 3090","  18.109","  10.905","   3.029","  14.949","   7.917","   2.199"," 49","0"," 35"," 53","  47.250","  69.000","  19.167","  45.000","  350","    0"
"19:04:10:721","26104463735962","   1.515","  29.790"," 3091"," 1300"," 3300"," 3119","  18.153","  20.018","   5.561","  14.963","  15.428","   4.286"," 52","0"," 41"," 55","  49.197"," 110.000","  30.556","  45.000","  350","    0"
"19:04:11:223","26105617307855","   2.018","  17.475"," 2923"," 1100"," 3300"," 2950","  11.822","  25.961","   7.211","   8.784","  19.844","   5.512"," 47","0"," 41"," 55","  49.114"," 151.000","  41.944","  45.000","  350","    0"
"19:04:11:726","26106771416102","   2.521","   1.022"," 1581"," 1100"," 2800"," 1589","   3.284","  27.612","   7.670","   0.542","  20.116","   5.588"," 36","0"," 35"," 48","  41.715"," 186.000","  51.667","  45.000","  350","    0"
"19:04:12:229","26107925562795","   3.024","   1.089"," 1536"," 1100"," 2800"," 1539","   3.297","  29.271","   8.131","   0.555","  20.395","   5.665"," 35","0"," 34"," 48","  41.452"," 220.000","  61.111","  45.000","  350","    0"
"19:04:12:732","26109079575251","   3.527","   1.007"," 1560"," 1100"," 2800"," 1574","   3.271","  30.916","   8.588","   0.533","  20.663","   5.740"," 35","0"," 34"," 47","  41.357"," 254.000","  70.556","  45.000","  350","    0"
"19:04:13:235","26110233714830","   4.030","   1.192"," 1524"," 1100"," 2800"," 1524","   3.323","  32.587","   9.052","   0.579","  20.955","   5.821"," 35","0"," 34"," 46","  41.126"," 288.000","  80.000","  45.000","  350","    0"
"19:04:13:741","26111394574763","   4.536","   1.055"," 1574"," 1100"," 2800"," 1602","   3.292","  34.252","   9.514","   0.551","  21.233","   5.898"," 35","0"," 34"," 47","  40.891"," 322.000","  89.444","  45.000","  350","    0"
"19:04:14:244","26112548580542","   5.038","   1.000"," 1590"," 1100"," 2800"," 1590","   3.284","  35.904","   9.973","   0.544","  21.507","   5.974"," 36","0"," 34"," 47","  40.967"," 356.000","  98.889","  45.000","  350","    0"
"19:04:14:747","26113702676414","   5.541","   0.955"," 1577"," 1100"," 2800"," 1594","   3.268","  37.547","  10.430","   0.528","  21.772","   6.048"," 42","0"," 34"," 46","  40.523"," 390.000"," 108.333","  45.000","  350","    0"
"19:04:15:249","26114856846268","   6.044","   1.092"," 1541"," 1100"," 2800"," 1553","   3.303","  39.209","  10.891","   0.560","  22.054","   6.126"," 35","0"," 34"," 47","  40.439"," 424.000"," 117.778","  45.000","  350","    0"
"19:04:15:752","26116010894857","   6.547","   0.962"," 1582"," 1100"," 2800"," 1603","   3.271","  40.854","  11.348","   0.534","  22.322","   6.201"," 45","0"," 34"," 46","  39.874"," 458.000"," 127.222","  45.000","  350","    0"
"19:04:16:255","26117164954872","   7.050","   1.033"," 1556"," 1100"," 2800"," 1581","   3.272","  42.499","  11.805","   0.538","  22.593","   6.276"," 43","0"," 34"," 46","  41.021"," 492.000"," 136.667","  45.000","  350","    0"
"19:04:16:758","26118318871004","   7.553","   1.020"," 1570"," 1100"," 2800"," 1558","   3.273","  44.145","  12.263","   0.533","  22.861","   6.350"," 35","0"," 33"," 47","  40.822"," 525.000"," 145.833","  45.000","  350","    0"
