"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"17:36:21:093","14011506761758","   0.501","   0.879"," 1608"," 1100"," 2800"," 1631","   3.226","   1.617","   0.449","   0.513","   0.257","   0.071"," 41","0"," 34"," 47","  40.987","  34.000","   9.444","  45.000","  350","    0"
"17:36:21:604","14012678020649","   1.012","  28.334"," 3054"," 1200"," 3300"," 3092","  18.325","  10.970","   3.047","  15.024","   7.926","   2.202"," 52","0"," 38"," 55","  47.806","  72.000","  20.000","  45.000","  350","    0"
"17:36:22:114","14013848879629","   1.522","  31.456"," 3058"," 1400"," 3300"," 3085","  18.260","  20.287","   5.635","  15.055","  15.607","   4.335"," 55","0"," 40"," 57","  49.841"," 112.000","  31.111","  45.000","  350","    0"
"17:36:22:616","14015002140358","   2.024","  18.860"," 2976"," 1100"," 3300"," 2997","  12.565","  26.602","   7.389","   9.364","  20.313","   5.642"," 39","0"," 39"," 57","  49.483"," 151.000","  41.944","  45.000","  350","    0"
"17:36:23:119","14016156170848","   2.527","   1.067"," 1653"," 1100"," 2800"," 1675","   3.319","  28.271","   7.853","   0.567","  20.598","   5.722"," 39","0"," 36"," 48","  43.083"," 187.000","  51.944","  45.000","  350","    0"
"17:36:23:622","14017310482014","   3.030","   0.993"," 1629"," 1100"," 2400"," 1639","   3.277","  29.919","   8.311","   0.531","  20.865","   5.796"," 39","0"," 36"," 47","  41.667"," 223.000","  61.944","  45.000","  350","    0"
"17:36:24:125","14018464698673","   3.533","   0.937"," 1595"," 1100"," 2300"," 1613","   3.253","  31.555","   8.765","   0.513","  21.123","   5.868"," 39","0"," 34"," 48","  41.453"," 257.000","  71.389","  45.000","  350","    0"
"17:36:24:628","14019618585275","   4.036","   1.013"," 1581"," 1100"," 2800"," 1592","   3.260","  33.194","   9.221","   0.521","  21.385","   5.940"," 38","0"," 34"," 48","  41.421"," 291.000","  80.833","  45.000","  350","    0"
"17:36:25:131","14020772651291","   4.539","   0.944"," 1592"," 1100"," 2800"," 1614","   3.248","  34.828","   9.674","   0.520","  21.647","   6.013"," 38","0"," 33"," 48","  40.649"," 324.000","  90.000","  45.000","  350","    0"
"17:36:25:634","14021926879765","   5.042","   1.012"," 1574"," 1100"," 2800"," 1575","   3.279","  36.477","  10.133","   0.540","  21.918","   6.088"," 38","0"," 34"," 49","  42.563"," 358.000","  99.444","  45.000","  350","    0"
"17:36:26:137","14023081071621","   5.545","   0.922"," 1608"," 1100"," 2800"," 1625","   3.272","  38.123","  10.590","   0.531","  22.185","   6.163"," 36","0"," 34"," 47","  41.018"," 392.000"," 108.889","  45.000","  350","    0"
"17:36:26:640","14024234959748","   6.048","   1.033"," 1572"," 1100"," 2800"," 1581","   3.293","  39.779","  11.050","   0.543","  22.458","   6.238"," 37","0"," 35"," 48","  40.230"," 427.000"," 118.611","  45.000","  350","    0"
"17:36:27:143","14025389144000","   6.551","   1.015"," 1561"," 1100"," 2800"," 1567","   3.284","  41.431","  11.509","   0.541","  22.730","   6.314"," 37","0"," 34"," 47","  40.734"," 461.000"," 128.056","  45.000","  350","    0"
"17:36:27:646","14026543238975","   7.053","   1.057"," 1576"," 1100"," 2800"," 1589","   3.283","  43.082","  11.967","   0.545","  23.004","   6.390"," 36","0"," 34"," 47","  41.126"," 495.000"," 137.500","  45.000","  350","    0"
"17:36:28:147","14027694503354","   7.555","   1.007"," 1573"," 1100"," 2800"," 1577","   3.269","  44.722","  12.423","   0.527","  23.268","   6.463"," 36","0"," 34"," 47","  40.829"," 529.000"," 146.944","  45.000","  350","    0"
"17:36:28:650","14028848531390","   8.058","   1.025"," 1555"," 1100"," 2800"," 1551","   3.278","  46.370","  12.881","   0.536","  23.538","   6.538"," 37","0"," 34"," 47","  41.652"," 563.000"," 156.389","  45.000","  350","    0"
"17:36:29:159","14030017515144","   8.567","   0.906"," 1602"," 1100"," 2800"," 1600","   3.257","  48.030","  13.342","   0.521","  23.803","   6.612"," 35","0"," 34"," 47","  39.784"," 597.000"," 165.833","  45.000","  350","    0"
"17:36:29:661","14031167461815","   9.069","   0.983"," 1562"," 1100"," 2800"," 1567","   3.276","  49.671","  13.798","   0.534","  24.070","   6.686"," 36","0"," 34"," 47","  39.554"," 631.000"," 175.278","  45.000","  350","    0"
"17:36:30:169","14032334066634","   9.577","   1.068"," 1585"," 1100"," 2800"," 1582","   3.319","  51.359","  14.266","   0.555","  24.353","   6.765"," 48","0"," 35"," 47","  39.774"," 666.000"," 185.000","  45.000","  350","    0"
"17:36:30:672","14033488203407","  10.080","   1.001"," 1557"," 1100"," 2800"," 1564","   3.281","  53.009","  14.725","   0.533","  24.621","   6.839"," 48","0"," 35"," 48","  40.215"," 701.000"," 194.722","  45.000","  350","    0"
"17:36:31:181","14034656682543","  10.589","   1.130"," 1575"," 1100"," 2800"," 1591","   3.306","  54.692","  15.192","   0.562","  24.907","   6.918"," 46","0"," 35"," 47","  41.039"," 736.000"," 204.444","  45.000","  350","    0"
"17:36:31:684","14035810738186","  11.092","   0.996"," 1580"," 1100"," 2800"," 1611","   3.281","  56.342","  15.651","   0.537","  25.177","   6.994"," 46","0"," 34"," 47","  41.244"," 770.000"," 213.889","  45.000","  350","    0"
"17:36:32:187","14036964786593","  11.595","   0.970"," 1579"," 1100"," 2800"," 1592","   3.264","  57.984","  16.107","   0.522","  25.439","   7.066"," 44","0"," 35"," 47","  40.463"," 805.000"," 223.611","  45.000","  350","    0"
