"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"21:28:54:967","46033428040757","   0.510","   0.719"," 1602"," 1100"," 2800"," 1589","   3.169","   1.616","   0.449","   0.471","   0.240","   0.067"," 34","0"," 33"," 46","  40.205","  33.000","   9.167","  45.000","  350","    0"
"21:28:55:477","46034599531388","   1.021","  26.979"," 3063"," 1200"," 3300"," 3098","  17.622","  10.613","   2.948","  14.335","   7.558","   2.100"," 49","0"," 34"," 53","  46.720","  67.000","  18.611","  45.000","  350","    0"
"21:28:55:985","46035765435973","   1.529","  26.953"," 3095"," 1400"," 3300"," 3119","  17.136","  19.319","   5.366","  14.004","  14.674","   4.076"," 50","0"," 39"," 55","  48.605"," 106.000","  29.444","  45.000","  350","    0"
"21:28:56:488","46036918712315","   2.031","  16.431"," 2980"," 1100"," 3300"," 3005","  11.461","  25.079","   6.966","   8.476","  18.933","   5.259"," 44","0"," 35"," 56","  48.751"," 141.000","  39.167","  45.000","  350","    0"
"21:28:56:989","46038069151493","   2.532","   1.026"," 1593"," 1100"," 2800"," 1613","   3.267","  26.716","   7.421","   0.543","  19.206","   5.335"," 40","0"," 34"," 47","  41.589"," 175.000","  48.611","  45.000","  350","    0"
"21:28:57:492","46039223776537","   3.036","   0.889"," 1568"," 1100"," 2800"," 1579","   3.210","  28.331","   7.870","   0.498","  19.456","   5.404"," 46","0"," 33"," 47","  41.118"," 208.000","  57.778","  45.000","  350","    0"
"21:28:58:002","46040393183059","   3.545","   0.960"," 1591"," 1100"," 2800"," 1597","   3.224","  29.974","   8.326","   0.519","  19.721","   5.478"," 47","0"," 33"," 47","  40.938"," 241.000","  66.944","  45.000","  350","    0"
"21:28:58:505","46041547406434","   4.048","   0.803"," 1582"," 1100"," 2800"," 1587","   3.191","  31.579","   8.772","   0.483","  19.964","   5.545"," 45","0"," 33"," 46","  39.945"," 274.000","  76.111","  45.000","  350","    0"
"21:28:59:015","46042718759473","   4.559","   1.136"," 1520"," 1100"," 2800"," 1519","   3.279","  33.253","   9.237","   0.559","  20.249","   5.625"," 44","0"," 33"," 46","  41.115"," 307.000","  85.278","  45.000","  350","    0"
"21:28:59:518","46043872967905","   5.062","   1.469"," 1742"," 1100"," 2800"," 1756","   3.323","  34.924","   9.701","   0.607","  20.554","   5.709"," 45","0"," 34"," 47","  41.936"," 341.000","  94.722","  45.000","  350","    0"
"21:29:00:022","46045027679811","   5.565","   0.991"," 1534"," 1100"," 2800"," 1533","   3.232","  36.551","  10.153","   0.520","  20.816","   5.782"," 45","0"," 33"," 47","  40.318"," 374.000"," 103.889","  45.000","  350","    0"
"21:29:00:524","46046181567260","   6.068","   1.152"," 1549"," 1100"," 2800"," 1558","   3.272","  38.196","  10.610","   0.562","  21.098","   5.861"," 46","0"," 32"," 47","  40.565"," 406.000"," 112.778","  45.000","  350","    0"
