"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:17:07:387","66102926732109","   0.501","   0.835"," 1607"," 1100"," 2300"," 1601","   3.133","   1.570","   0.436","   0.479","   0.240","   0.067"," 31","0"," 30"," 41","  36.377","  30.000","   8.333","  45.000","  350","    0"
"06:17:07:898","66104098824286","   1.012","  27.587"," 3042"," 1100"," 3300"," 3084","  17.684","  10.603","   2.945","  14.633","   7.714","   2.143"," 47","0"," 30"," 48","  42.035","  60.000","  16.667","  45.000","  350","    0"
"06:17:08:406","66105263948582","   1.520","  30.580"," 3074"," 1300"," 3300"," 3102","  18.214","  19.851","   5.514","  15.136","  15.399","   4.278"," 47","0"," 34"," 50","  43.900","  94.000","  26.111","  45.000","  350","    0"
"06:17:08:908","66106417162528","   2.022","  16.885"," 2951"," 1100"," 3300"," 2973","  11.366","  25.563","   7.101","   8.419","  19.630","   5.453"," 38","0"," 34"," 49","  43.515"," 128.000","  35.556","  45.000","  350","    0"
"06:17:09:411","66107571249290","   2.525","   0.903"," 1524"," 1100"," 2300"," 1538","   3.150","  27.147","   7.541","   0.495","  19.878","   5.522"," 34","0"," 32"," 42","  37.233"," 160.000","  44.444","  45.000","  350","    0"
"06:17:09:914","66108725663535","   3.028","   0.814"," 1514"," 1100"," 2400"," 1520","   3.102","  28.707","   7.974","   0.460","  20.110","   5.586"," 34","0"," 30"," 41","  35.592"," 190.000","  52.778","  45.000","  350","    0"
"06:17:10:417","66109879841078","   3.531","   0.784"," 1535"," 1100"," 2400"," 1577","   3.100","  30.266","   8.407","   0.462","  20.343","   5.651"," 34","0"," 30"," 41","  35.380"," 220.000","  61.111","  45.000","  350","    0"
"06:17:10:920","66111033896162","   4.034","   0.759"," 1535"," 1100"," 2300"," 1563","   3.087","  31.819","   8.839","   0.453","  20.570","   5.714"," 31","0"," 29"," 40","  35.234"," 249.000","  69.167","  45.000","  350","    0"
"06:17:11:423","66112187996234","   4.537","   0.795"," 1543"," 1100"," 2300"," 1553","   3.096","  33.376","   9.271","   0.460","  20.802","   5.778"," 33","0"," 30"," 41","  36.125"," 279.000","  77.500","  45.000","  350","    0"
"06:17:11:926","66113341987663","   5.040","   0.803"," 1540"," 1100"," 2300"," 1554","   3.106","  34.938","   9.705","   0.466","  21.036","   5.843"," 33","0"," 30"," 41","  35.697"," 309.000","  85.833","  45.000","  350","    0"
