"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"03:36:10:831","43942657065761","   0.501","   0.812"," 1692"," 1100"," 2800"," 1705","   3.279","   1.644","   0.457","   0.510","   0.256","   0.071"," 34","0"," 31"," 44","  38.299","  31.000","   8.611","  45.000","  350","    0"
"03:36:11:341","43943828781914","   1.012","  26.369"," 3026"," 1100"," 3300"," 3057","  16.858","  10.251","   2.848","  13.662","   7.232","   2.009"," 49","0"," 34"," 53","  45.060","  65.000","  18.056","  45.000","  350","    0"
"03:36:11:847","43944988483704","   1.517","  29.263"," 3082"," 1400"," 3300"," 3113","  17.943","  19.319","   5.366","  14.841","  14.732","   4.092"," 52","0"," 37"," 53","  46.496"," 102.000","  28.333","  45.000","  350","    0"
"03:36:12:356","43946157381543","   2.026","  22.098"," 2998"," 1100"," 3300"," 3019","  13.745","  26.320","   7.311","  10.741","  20.203","   5.612"," 36","0"," 36"," 54","  46.874"," 138.000","  38.333","  45.000","  350","    0"
"03:36:12:858","43947309906053","   2.529","   0.996"," 1551"," 1100"," 2300"," 1563","   3.187","  27.921","   7.756","   0.511","  20.459","   5.683"," 44","0"," 32"," 46","  38.711"," 170.000","  47.222","  45.000","  350","    0"
"03:36:13:359","43948459416100","   3.030","   0.976"," 1533"," 1100"," 2300"," 1535","   3.180","  29.514","   8.198","   0.503","  20.711","   5.753"," 34","0"," 32"," 46","  39.972"," 202.000","  56.111","  45.000","  350","    0"
"03:36:13:860","43949608606853","   3.530","   1.016"," 1537"," 1100"," 2300"," 1546","   3.209","  31.121","   8.645","   0.526","  20.975","   5.826"," 43","0"," 32"," 44","  37.891"," 234.000","  65.000","  45.000","  350","    0"
"03:36:14:361","43950757500043","   4.031","   0.884"," 1567"," 1100"," 2300"," 1569","   3.151","  32.699","   9.083","   0.483","  21.216","   5.893"," 43","0"," 32"," 44","  37.434"," 266.000","  73.889","  45.000","  350","    0"
"03:36:14:862","43951907875890","   4.532","   0.905"," 1573"," 1100"," 2300"," 1575","   3.184","  34.295","   9.526","   0.501","  21.468","   5.963"," 45","0"," 32"," 44","  37.626"," 298.000","  82.778","  45.000","  350","  700"
"03:36:15:363","43953057857574","   5.033","   1.429"," 1709"," 1100"," 2800"," 1720","   3.367","  35.982","   9.995","   0.675","  21.806","   6.057"," 44","0"," 32"," 45","  39.012"," 330.000","  91.667","  45.000","  350","    0"
"03:36:15:866","43954211420112","   5.536","   1.182"," 1533"," 1100"," 2300"," 1526","   3.225","  37.603","  10.445","   0.541","  22.078","   6.133"," 44","0"," 31"," 45","  37.145"," 361.000"," 100.278","  45.000","  350","    0"
"03:36:16:368","43955365077097","   6.039","   0.987"," 1539"," 1100"," 2300"," 1547","   3.187","  39.206","  10.890","   0.510","  22.334","   6.204"," 44","0"," 32"," 44","  37.837"," 393.000"," 109.167","  45.000","  350","    0"
"03:36:16:871","43956519241118","   6.542","   0.908"," 1548"," 1100"," 2300"," 1561","   3.160","  40.795","  11.332","   0.493","  22.582","   6.273"," 44","0"," 32"," 45","  37.585"," 425.000"," 118.056","  45.000","  350","    0"
"03:36:17:377","43957679471978","   7.047","   0.986"," 1522"," 1100"," 2300"," 1534","   3.179","  42.402","  11.778","   0.506","  22.838","   6.344"," 43","0"," 32"," 45","  37.453"," 457.000"," 126.944","  45.000","  350","    0"
"03:36:17:879","43958831878544","   7.549","   0.903"," 1552"," 1100"," 2300"," 1546","   3.158","  43.988","  12.219","   0.487","  23.083","   6.412"," 41","0"," 32"," 44","  37.055"," 489.000"," 135.833","  45.000","  350","    0"
"03:36:18:382","43959985939417","   8.052","   0.955"," 1540"," 1100"," 2300"," 1535","   3.177","  45.586","  12.663","   0.501","  23.335","   6.482"," 42","0"," 32"," 44","  37.578"," 521.000"," 144.722","  45.000","  350","    0"
"03:36:18:885","43961140087382","   8.555","   0.933"," 1545"," 1100"," 2300"," 1551","   3.169","  47.180","  13.105","   0.496","  23.584","   6.551"," 41","0"," 32"," 44","  38.565"," 553.000"," 153.611","  45.000","  350","    0"
"03:36:19:388","43962294134278","   9.058","   0.970"," 1525"," 1100"," 2300"," 1496","   3.167","  48.773","  13.548","   0.499","  23.835","   6.621"," 41","0"," 32"," 44","  37.455"," 585.000"," 162.500","  45.000","  350","    0"
"03:36:19:891","43963448235654","   9.561","   0.896"," 1548"," 1100"," 2300"," 1545","   3.161","  50.362","  13.990","   0.488","  24.080","   6.689"," 41","0"," 32"," 44","  37.444"," 617.000"," 171.389","  45.000","  350","    0"
"03:36:20:394","43964602360741","  10.064","   0.934"," 1535"," 1100"," 2300"," 1543","   3.173","  51.958","  14.433","   0.498","  24.331","   6.759"," 40","0"," 32"," 44","  37.467"," 649.000"," 180.278","  45.000","  350","    0"
"03:36:20:897","43965756591469","  10.567","   0.894"," 1542"," 1100"," 2300"," 1541","   3.162","  53.549","  14.875","   0.487","  24.576","   6.827"," 40","0"," 32"," 44","  37.160"," 681.000"," 189.167","  45.000","  350","    0"
"03:36:21:399","43966910511980","  11.070","   1.028"," 1524"," 1100"," 2300"," 1551","   3.195","  55.155","  15.321","   0.522","  24.838","   6.900"," 42","0"," 32"," 44","  38.468"," 713.000"," 198.056","  45.000","  350","    0"
"03:36:21:902","43968064609292","  11.573","   0.896"," 1566"," 1100"," 2300"," 1581","   3.155","  56.742","  15.762","   0.484","  25.082","   6.967"," 41","0"," 33"," 45","  39.019"," 746.000"," 207.222","  45.000","  350","    0"
"03:36:22:405","43969218632130","  12.076","   0.934"," 1545"," 1100"," 2300"," 1543","   3.181","  58.342","  16.206","   0.507","  25.336","   7.038"," 39","0"," 32"," 44","  38.266"," 778.000"," 216.111","  45.000","  350","    0"
"03:36:22:908","43970372666514","  12.579","   0.945"," 1537"," 1100"," 2300"," 1556","   3.170","  59.936","  16.649","   0.497","  25.587","   7.107"," 40","0"," 32"," 45","  37.883"," 810.000"," 225.000","  45.000","  350","    0"
"03:36:23:410","43971525439870","  13.081","   0.998"," 1530"," 1100"," 2300"," 1534","   3.171","  61.529","  17.091","   0.500","  25.838","   7.177"," 39","0"," 32"," 44","  37.592"," 842.000"," 233.889","  45.000","  350","    0"
