"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"19:39:36:303","30982335976850","   0.509","   0.948"," 1603"," 1100"," 2800"," 1604","   3.238","   1.648","   0.458","   0.515","   0.262","   0.073"," 45","0"," 34"," 47","  40.299","  34.000","   9.444","  45.000","  350","    0"
"19:39:36:813","30983507274730","   1.019","  28.199"," 3076"," 1100"," 3300"," 3109","  18.169","  10.921","   3.034","  15.013","   7.925","   2.201"," 49","0"," 39"," 55","  48.014","  73.000","  20.278","  45.000","  350","    0"
"19:39:37:315","30984660203736","   1.522","  28.829"," 3053"," 1300"," 3300"," 3083","  17.564","  19.746","   5.485","  14.390","  15.154","   4.209"," 53","0"," 41"," 56","  49.204"," 114.000","  31.667","  45.000","  350","    0"
"19:39:37:818","30985813428601","   2.024","  17.411"," 2951"," 1100"," 3300"," 2975","  11.867","  25.710","   7.142","   8.835","  19.594","   5.443"," 46","0"," 38"," 57","  49.131"," 152.000","  42.222","  45.000","  350","    0"
"19:39:38:321","30986967546374","   2.527","   1.153"," 1564"," 1100"," 2800"," 1566","   3.326","  27.382","   7.606","   0.574","  19.883","   5.523"," 43","0"," 35"," 48","  43.188"," 187.000","  51.944","  45.000","  350","    0"
"19:39:38:826","30988128074512","   3.033","   1.010"," 1558"," 1100"," 2800"," 1582","   3.280","  29.041","   8.067","   0.537","  20.154","   5.598"," 42","0"," 35"," 48","  41.527"," 222.000","  61.667","  45.000","  350","    0"
"19:39:39:329","30989282054567","   3.536","   0.962"," 1571"," 1100"," 2800"," 1584","   3.268","  30.685","   8.524","   0.526","  20.419","   5.672"," 42","0"," 35"," 47","  40.937"," 257.000","  71.389","  45.000","  350","    0"
"19:39:39:838","30990450345142","   4.045","   0.966"," 1562"," 1100"," 2800"," 1563","   3.263","  32.346","   8.985","   0.528","  20.688","   5.747"," 40","0"," 35"," 47","  40.729"," 292.000","  81.111","  45.000","  350","    0"
"19:39:40:341","30991604496642","   4.548","   0.971"," 1562"," 1100"," 2800"," 1568","   3.270","  33.991","   9.442","   0.532","  20.955","   5.821"," 41","0"," 35"," 47","  40.097"," 327.000","  90.833","  45.000","  350","    0"
"19:39:40:844","30992758680740","   5.051","   1.010"," 1571"," 1100"," 2800"," 1577","   3.278","  35.639","   9.900","   0.543","  21.228","   5.897"," 40","0"," 35"," 47","  41.716"," 362.000"," 100.556","  45.000","  350","    0"
"19:39:41:347","30993911618431","   5.553","   1.052"," 1546"," 1100"," 2800"," 1548","   3.288","  37.291","  10.359","   0.553","  21.506","   5.974"," 41","0"," 34"," 47","  41.553"," 396.000"," 110.000","  45.000","  350","    0"
"19:39:41:850","30995065682591","   6.056","   1.039"," 1553"," 1100"," 2800"," 1555","   3.281","  38.941","  10.817","   0.546","  21.781","   6.050"," 40","0"," 34"," 47","  40.973"," 430.000"," 119.444","  45.000","  350","    0"
"19:39:42:353","30996219750003","   6.559","   1.014"," 1554"," 1100"," 2800"," 1570","   3.274","  40.588","  11.274","   0.540","  22.052","   6.126"," 39","0"," 34"," 47","  40.549"," 464.000"," 128.889","  45.000","  350","    0"
"19:39:42:855","30997373794815","   7.062","   1.270"," 1526"," 1100"," 2800"," 1534","   3.315","  42.255","  11.737","   0.581","  22.344","   6.207"," 43","0"," 35"," 47","  43.026"," 499.000"," 138.611","  45.000","  350","    0"
"19:39:43:358","30998527923667","   7.565","   0.990"," 1574"," 1100"," 2800"," 1589","   3.269","  43.899","  12.194","   0.534","  22.613","   6.281"," 39","0"," 35"," 47","  41.089"," 534.000"," 148.333","  45.000","  350","    0"
