"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"09:30:36:711","92744490079348","   0.501","   0.898"," 1596"," 1100"," 2400"," 1612","   3.153","   1.580","   0.439","   0.492","   0.247","   0.069"," 31","0"," 31"," 42","  37.247","  31.000","   8.611","  45.000","  350","    0"
"09:30:37:221","92745659857744","   1.011","  28.079"," 2987"," 1100"," 3300"," 3014","  16.827","  10.158","   2.822","  13.601","   7.180","   1.994"," 50","0"," 31"," 51","  44.313","  62.000","  17.222","  45.000","  350","    0"
"09:30:37:722","92746810244027","   1.512","  23.394"," 3031"," 1100"," 3300"," 3068","  15.909","  18.133","   5.037","  12.739","  13.566","   3.768"," 47","0"," 36"," 52","  45.241","  98.000","  27.222","  45.000","  350","    0"
"09:30:38:223","92747958796492","   2.013","  23.144"," 3055"," 1100"," 3300"," 3089","  15.893","  26.088","   7.247","  12.718","  19.931","   5.536"," 45","0"," 37"," 51","  45.316"," 135.000","  37.500","  45.000","  350","    0"
"09:30:38:723","92749106745323","   2.513","  24.368"," 2931"," 1100"," 3300"," 2963","  13.361","  32.772","   9.103","  10.209","  25.038","   6.955"," 52","0"," 35"," 52","  45.072"," 170.000","  47.222","  45.000","  350","    0"
"09:30:39:224","92750256076971","   3.014","  51.913"," 3078"," 1000"," 3300"," 3102","  23.333","  44.458","  12.350","  20.032","  35.071","   9.742"," 51","0"," 39"," 54","  48.122"," 209.000","  58.056","  45.000","  350","    0"
"09:30:39:729","92751415609151","   3.519","  21.837"," 2772"," 1100"," 3300"," 2802","  12.401","  50.725","  14.090","   8.970","  39.604","  11.001"," 50","0"," 37"," 52","  45.800"," 246.000","  68.333","  45.000","  350","    0"
"09:30:40:229","92752564156137","   4.019","  13.290"," 2659"," 1100"," 3300"," 2698","   8.926","  55.192","  15.331","   5.778","  42.495","  11.804"," 47","0"," 37"," 51","  44.636"," 283.000","  78.611","  45.000","  350","  700"
"09:30:40:735","92753724152254","   4.525","  13.179"," 2860"," 1100"," 3300"," 2885","   8.414","  59.445","  16.513","   5.518","  45.284","  12.579"," 45","0"," 36"," 52","  45.094"," 319.000","  88.611","  45.000","  350","    0"
"09:30:41:237","92754875569919","   5.027","   5.425"," 1922"," 1100"," 3300"," 1950","   4.608","  61.758","  17.155","   1.959","  46.267","  12.852"," 43","0"," 36"," 46","  40.978"," 355.000","  98.611","  45.000","  350","    0"
"09:30:41:740","92756029978867","   5.530","   1.855"," 1435"," 1100"," 2400"," 1435","   3.239","  63.387","  17.608","   0.660","  46.599","  12.944"," 44","0"," 33"," 46","  40.463"," 388.000"," 107.778","  45.000","  350","    0"
"09:30:42:249","92757199037962","   6.039","   4.921"," 1533"," 1100"," 2800"," 1547","   4.107","  65.479","  18.189","   1.443","  47.335","  13.148"," 42","0"," 35"," 46","  40.710"," 423.000"," 117.500","  45.000","  350","    0"
"09:30:42:752","92758353223386","   6.542","   7.680"," 1982"," 1100"," 3300"," 2123","   6.015","  68.505","  19.029","   3.233","  48.961","  13.600"," 44","0"," 35"," 48","  41.868"," 458.000"," 127.222","  45.000","  350","    0"
"09:30:43:253","92759502695002","   7.043","  10.475"," 2385"," 1100"," 3300"," 2574","   8.291","  72.658","  20.183","   5.413","  51.672","  14.353"," 46","0"," 36"," 49","  42.727"," 494.000"," 137.222","  45.000","  350","    0"
"09:30:43:756","92760656283146","   7.546","   2.653"," 1481"," 1100"," 2400"," 1481","   3.501","  74.418","  20.672","   0.861","  52.105","  14.474"," 40","0"," 36"," 46","  41.349"," 530.000"," 147.222","  45.000","  350","    0"
"09:30:44:265","92761824304451","   8.055","   3.089"," 1546"," 1100"," 2600"," 1547","   3.584","  76.242","  21.178","   0.951","  52.589","  14.608"," 44","0"," 35"," 45","  40.566"," 565.000"," 156.944","  45.000","  350","    0"
"09:30:44:766","92762974131032","   8.556","   2.208"," 1462"," 1100"," 2500"," 1467","   3.360","  77.926","  21.646","   0.724","  52.952","  14.709"," 43","0"," 32"," 45","  40.460"," 597.000"," 165.833","  45.000","  350","    0"
"09:30:45:272","92764136626735","   9.062","   1.963"," 1466"," 1100"," 2500"," 1471","   3.291","  79.593","  22.109","   0.676","  53.294","  14.804"," 42","0"," 34"," 44","  39.609"," 631.000"," 175.278","  45.000","  350","    0"
