"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"08:44:37:631","86412836866328","   0.501","   0.597"," 1657"," 1100"," 2600"," 1658","   3.055","   1.530","   0.425","   0.423","   0.212","   0.059"," 31","0"," 30"," 41","  37.176","  30.000","   8.333","  45.000","  350","    0"
"08:44:38:148","86414024222150","   1.018","  23.035"," 2941"," 1100"," 3300"," 2972","  14.484","   9.024","   2.507","  11.373","   6.097","   1.694"," 51","0"," 30"," 51","  43.580","  60.000","  16.667","  45.000","  350","    0"
"08:44:38:649","86415172410066","   1.519","  16.332"," 2793"," 1100"," 3300"," 2836","  11.066","  14.561","   4.045","   8.106","  10.153","   2.820"," 48","0"," 34"," 52","  42.882","  94.000","  26.111","  45.000","  350","  700"
"08:44:39:149","86416320871184","   2.019","  26.637"," 3045"," 1100"," 3300"," 3078","  17.113","  23.125","   6.424","  13.943","  17.131","   4.758"," 49","0"," 35"," 51","  44.151"," 129.000","  35.833","  45.000","  350","    0"
"08:44:39:652","86417473999922","   2.521","  15.670"," 2842"," 1100"," 3300"," 2882","  11.196","  28.752","   7.987","   8.233","  21.268","   5.908"," 43","0"," 35"," 50","  43.869"," 164.000","  45.556","  45.000","  350","    0"
"08:44:40:155","86418628318837","   3.024","   9.850"," 2264"," 1100"," 3300"," 2295","   6.913","  32.229","   8.952","   3.948","  23.254","   6.459"," 45","0"," 33"," 47","  41.099"," 197.000","  54.722","  45.000","  350","    0"
"08:44:40:657","86419780414076","   3.527","  33.849"," 2968","  900"," 3300"," 2999","  17.899","  41.215","  11.449","  14.401","  30.484","   8.468"," 51","0"," 35"," 52","  44.895"," 232.000","  64.444","  45.000","  350","    0"
"08:44:41:158","86420931855409","   4.028","   7.443"," 2273"," 1100"," 3300"," 2316","   5.992","  44.222","  12.284","   3.183","  32.081","   8.911"," 43","0"," 34"," 51","  42.812"," 266.000","  73.889","  45.000","  350","    0"
"08:44:41:660","86422081794520","   4.529","  14.207"," 2522"," 1100"," 3300"," 2558","   8.865","  48.664","  13.518","   5.866","  35.020","   9.728"," 45","0"," 35"," 49","  42.627"," 301.000","  83.611","  45.000","  350","    0"
"08:44:42:162","86423235038777","   5.032","   8.941"," 2273"," 1100"," 3300"," 2302","   6.412","  51.886","  14.413","   3.572","  36.816","  10.227"," 46","0"," 35"," 48","  41.517"," 336.000","  93.333","  45.000","  350","    0"
"08:44:42:669","86424397492283","   5.538","  20.995"," 2873"," 1000"," 3300"," 2929","  13.019","  58.482","  16.245","   9.800","  41.780","  11.606"," 49","0"," 34"," 51","  43.599"," 370.000"," 102.778","  45.000","  350","    0"
"08:44:43:169","86425545861260","   6.039","  14.987"," 2717"," 1100"," 3300"," 2754","   9.715","  63.343","  17.595","   6.532","  45.049","  12.514"," 49","0"," 36"," 51","  43.585"," 406.000"," 112.778","  45.000","  350","    0"
"08:44:43:672","86426699909089","   6.542","   7.893"," 2608"," 1100"," 3300"," 2653","   6.268","  66.496","  18.471","   3.425","  46.772","  12.992"," 38","0"," 36"," 52","  44.073"," 442.000"," 122.778","  45.000","  350","    0"
"08:44:44:175","86427854176081","   7.045","   2.357"," 1532"," 1100"," 2800"," 1536","   3.398","  68.205","  18.946","   0.808","  47.178","  13.105"," 42","0"," 35"," 46","  41.514"," 477.000"," 132.500","  45.000","  350","    0"
"08:44:44:678","86429008459424","   7.548","   3.811"," 1552"," 1100"," 2800"," 1565","   3.763","  70.097","  19.472","   1.137","  47.750","  13.264"," 45","0"," 35"," 46","  41.400"," 512.000"," 142.222","  45.000","  350","    0"
"08:44:45:182","86430165951180","   8.052","   4.905"," 1956"," 1100"," 3200"," 1988","   4.370","  72.302","  20.084","   1.750","  48.633","  13.509"," 46","0"," 33"," 48","  41.302"," 545.000"," 151.389","  45.000","  350","    0"
"08:44:45:684","86431316777597","   8.554","   6.706"," 1860"," 1100"," 3300"," 1877","   4.993","  74.806","  20.779","   2.230","  49.751","  13.820"," 43","0"," 34"," 47","  41.490"," 579.000"," 160.833","  45.000","  350","    0"
"08:44:46:184","86432465774969","   9.054","   4.405"," 1539"," 1100"," 2800"," 1552","   4.063","  76.840","  21.344","   1.369","  50.437","  14.010"," 44","0"," 34"," 45","  41.148"," 613.000"," 170.278","  45.000","  350","    0"
"08:44:46:687","86433619762942","   9.557","   5.563"," 1582"," 1100"," 2800"," 1595","   4.391","  79.048","  21.958","   1.652","  51.267","  14.241"," 45","0"," 35"," 46","  41.178"," 648.000"," 180.000","  45.000","  350","    0"
"08:44:47:188","86434768949728","  10.058","   8.155"," 2144"," 1100"," 3300"," 2217","   6.043","  82.074","  22.798","   3.287","  52.913","  14.698"," 45","0"," 34"," 47","  40.919"," 682.000"," 189.444","  45.000","  350","    0"
"08:44:47:691","86435922142062","  10.560","   4.319"," 1992"," 1100"," 3300"," 2099","   4.515","  84.343","  23.429","   1.845","  53.841","  14.956"," 41","0"," 34"," 47","  42.060"," 716.000"," 198.889","  45.000","  350","    0"
"08:44:48:193","86437076119668","  11.063","   2.063"," 1443"," 1100"," 2300"," 1451","   3.317","  86.011","  23.892","   0.698","  54.192","  15.053"," 41","0"," 35"," 44","  39.898"," 751.000"," 208.611","  45.000","  350","    0"
"08:44:48:695","86438227707756","  11.565","   2.794"," 1583"," 1100"," 2800"," 1589","   3.577","  87.806","  24.391","   0.911","  54.649","  15.180"," 40","0"," 35"," 45","  40.792"," 786.000"," 218.333","  45.000","  350","    0"
"08:44:49:204","86439394607811","  12.074","   1.604"," 1471"," 1100"," 2800"," 1481","   3.236","  89.452","  24.848","   0.625","  54.967","  15.269"," 43","0"," 34"," 44","  40.451"," 820.000"," 227.778","  45.000","  350","    0"
"08:44:49:707","86440549300186","  12.577","   4.397"," 1945"," 1100"," 3200"," 1968","   4.372","  91.652","  25.459","   1.630","  55.787","  15.496"," 42","0"," 34"," 45","  41.064"," 854.000"," 237.222","  45.000","  350","    0"
