,System Time,Variant,Total Elapsed Time (sec),Measured RDTSC Frequency (GHz),Cumulative Package Energy_0 (Joules),Cumulative Package Energy_0 (mWh),Average Package Power_0 (Watt),Cumulative IA Energy_0 (Joules),Cumulative IA Energy_0 (mWh),Average Package IA_0 (Watt),Cumulative DRAM Energy_0 (Joules),Cumulative DRAM Energy_0 (mWh),Average Package DRAM_0 (Watt),Average Package Temperature_0(C),Median Package Temperature_0(C),Minimum Package Temperature_0(C),Maximum Package Temperature_0(C)
150,2023-05-22 08:24:32.670270208,safari_dynamic,93.651964,2.295,299.424194,83.173387,3.197201,61.235428,17.009841,0.653862,5763.0,1600.833333,61.53635,35.075675675675676,33.0,31.0,50.0
76,2023-05-22 08:26:36.907589120,safari_static,93.624138,2.295,301.016617,83.615727,3.21516,62.779053,17.438626,0.670543,5716.0,1587.777778,61.052631,34.78918918918919,33.0,31.0,49.0
77,2023-05-22 08:28:41.278096896,safari_static,93.927156,2.295,305.037262,84.732573,3.247594,65.419495,18.172082,0.696492,5718.0,1588.333333,60.876963,34.736559139784944,33.0,30.0,48.0
126,2023-05-22 08:30:46.662292736,chrome_static,94.856315,2.295,389.752853,108.264681,4.108876,142.158707,39.48853,1.498674,6076.0,1687.777778,64.054776,37.558510638297875,35.0,31.0,52.0
27,2023-05-22 08:32:52.982157568,chrome_dynamic,96.52383,2.295,396.733093,110.203637,4.110209,144.021622,40.006006,1.492084,6263.0,1739.722222,64.885531,37.952879581151834,36.0,32.0,52.0
127,2023-05-22 08:34:59.938473728,chrome_static,95.950128,2.295,400.111664,111.142129,4.169996,148.984039,41.384455,1.552724,6310.0,1752.777778,65.763331,39.47894736842105,39.5,32.0,54.0
155,2023-05-22 08:37:05.727252480,safari_dynamic,94.187617,2.295,304.832397,84.675666,3.236438,64.425232,17.895898,0.68401,5881.0,1633.611111,62.439206,35.81720430107527,33.0,31.0,50.0
79,2023-05-22 08:39:10.377500416,safari_static,93.910489,2.295,305.601959,84.889433,3.254183,65.997589,18.332664,0.702771,5748.0,1596.666667,61.20722,35.44086021505376,34.0,31.0,49.0
78,2023-05-22 08:41:15.572784896,safari_static,93.999726,2.295,305.96347,84.989853,3.25494,65.847672,18.29102,0.700509,5788.0,1607.777778,61.574648,35.66129032258065,33.0,31.0,52.0
74,2023-05-22 08:43:19.965735168,safari_static,93.433305,2.295,307.560364,85.433434,3.291764,69.200089,19.222247,0.740636,5719.0,1588.611111,61.209437,35.18378378378378,34.0,30.0,49.0
29,2023-05-22 08:45:25.794182144,chrome_dynamic,97.037289,2.295,391.376999,108.715833,4.033264,138.758362,38.543989,1.429949,6136.0,1704.444444,63.233423,37.3125,35.0,31.0,51.0
176,2023-05-22 08:47:31.776843520,safari_dynamic,93.571912,2.295,302.647873,84.068854,3.234388,64.009918,17.780533,0.684072,5764.0,1601.111111,61.599682,35.016216216216215,33.0,30.0,50.0
177,2023-05-22 08:49:36.231806720,safari_dynamic,94.089997,2.295,302.419083,84.005301,3.214147,62.997192,17.49922,0.669542,5713.0,1586.944444,60.718463,34.645161290322584,32.0,30.0,50.0
73,2023-05-22 08:51:40.661994496,safari_static,93.485689,2.295,303.42009,84.283358,3.245631,65.055618,18.071005,0.695889,5742.0,1595.0,61.421166,35.61081081081081,35.0,30.0,52.0
179,2023-05-22 08:53:44.844610816,safari_dynamic,93.698436,2.295,307.579773,85.438826,3.282656,68.627686,19.063246,0.732431,5745.0,1595.833333,61.313724,35.23243243243243,33.0,30.0,50.0
71,2023-05-22 08:55:49.085746176,safari_static,93.57164,2.295,300.84935,83.569264,3.215177,62.537506,17.371529,0.668338,5737.0,1593.611111,61.311312,34.962162162162166,33.0,31.0,52.0
178,2023-05-22 08:57:53.426349312,safari_dynamic,93.895761,2.295,302.040848,83.900235,3.216768,63.160736,17.544649,0.672669,5708.0,1585.555556,60.790817,34.575268817204304,33.0,30.0,47.0
129,2023-05-22 08:59:58.480154112,chrome_static,94.882434,2.295,386.832184,107.453384,4.076963,140.003906,38.889974,1.475551,5936.0,1648.888889,62.561633,36.61702127659574,34.0,30.0,53.0
28,2023-05-22 09:02:06.781035520,chrome_dynamic,100.540533,2.295,405.52121,112.64478,4.03341,143.170792,39.769664,1.424011,6466.0,1796.111111,64.312371,37.98994974874372,37.0,32.0,50.0
174,2023-05-22 09:04:34.858676736,safari_dynamic,134.341725,2.295,433.971268,120.547574,3.230354,86.753571,24.098214,0.645768,8312.0,2308.888889,61.872066,35.59398496240601,33.0,31.0,51.0
128,2023-05-22 09:07:00.152074496,chrome_static,94.84448,2.295,381.898026,106.082785,4.026571,137.764664,38.267962,1.452532,6086.0,1690.555556,64.168205,37.71808510638298,36.0,31.0,52.0
124,2023-05-22 09:09:05.575074560,chrome_static,94.897348,2.295,386.067352,107.240931,4.068263,138.317001,38.421389,1.457543,6158.0,1710.555556,64.891171,38.212765957446805,36.5,32.0,50.0
173,2023-05-22 09:11:30.328105984,safari_dynamic,133.409012,2.295,427.948181,118.874495,3.207791,83.622726,23.228535,0.626815,8304.0,2306.666667,62.24467,34.75,33.0,31.0,51.0
123,2023-05-22 09:13:58.040964864,chrome_static,100.587411,2.295,410.817413,114.115948,4.084183,147.707214,41.029782,1.468446,6490.0,1802.777778,64.520996,39.040201005025125,39.0,31.0,51.0
72,2023-05-22 09:16:26.090368256,safari_static,134.415452,2.295,437.463516,121.517643,3.254563,89.558624,24.877396,0.666282,8339.0,2316.388889,62.038999,35.74812030075188,33.0,30.0,52.0
171,2023-05-22 09:18:50.832513792,safari_dynamic,93.613786,2.295,298.700195,82.972276,3.190771,60.975082,16.937523,0.651347,5725.0,1590.277778,61.155522,34.20540540540541,33.0,30.0,50.0
70,2023-05-22 09:20:55.200704768,safari_static,93.939097,2.295,305.161926,84.767202,3.248508,65.925186,18.312552,0.701786,5645.0,1568.055556,60.092125,34.45161290322581,32.0,29.0,51.0
172,2023-05-22 09:22:59.541578496,safari_dynamic,93.490706,2.295,309.787704,86.05214,3.313567,71.512802,19.864667,0.764919,5638.0,1566.111111,60.30546,35.1945945945946,33.0,30.0,51.0
69,2023-05-22 09:25:03.945709568,safari_static,94.039419,2.295,303.583832,84.328842,3.228261,64.641388,17.955941,0.687386,5563.0,1545.277778,59.156044,34.36021505376344,33.0,29.0,48.0
24,2023-05-22 09:27:09.175654144,chrome_dynamic,95.16234,2.295,386.221069,107.28363,4.05855,139.469009,38.741391,1.46559,5854.0,1626.111111,61.515932,36.33510638297872,34.0,30.0,53.0
23,2023-05-22 09:29:16.519994880,chrome_dynamic,98.18136,2.295,395.517105,109.865863,4.028434,140.044388,38.901219,1.426385,6125.0,1701.388889,62.384551,36.350515463917525,33.0,30.0,50.0
21,2023-05-22 09:31:23.834968064,chrome_dynamic,94.933218,2.295,388.782166,107.995046,4.095323,141.555481,39.320967,1.491106,5977.0,1660.277778,62.960048,37.005319148936174,35.0,31.0,52.0
170,2023-05-22 09:33:49.078113024,safari_dynamic,134.259835,2.295,430.939087,119.705302,3.209739,84.902863,23.584128,0.632377,8142.0,2261.666667,60.643602,34.7593984962406,32.0,30.0,49.0
22,2023-05-22 09:36:14.110540288,chrome_dynamic,94.602938,2.295,381.4758,105.9655,4.032388,136.033295,37.787026,1.437939,5882.0,1633.888889,62.175659,36.36363636363637,35.0,30.0,48.0
20,2023-05-22 09:38:19.391213824,chrome_dynamic,94.542469,2.295,381.674637,106.020732,4.037071,136.022079,37.783911,1.43874,5960.0,1655.555556,63.040452,36.72727272727273,34.0,31.0,50.0
121,2023-05-22 09:40:26.591025664,chrome_static,98.432543,2.295,402.97464,111.9374,4.093917,145.525528,40.423758,1.478429,6213.0,1725.833333,63.119369,37.46666666666667,38.0,31.0,52.0
122,2023-05-22 09:42:33.849409536,chrome_static,94.804886,2.295,391.406342,108.723984,4.128546,143.812729,39.94798,1.516934,6016.0,1671.111111,63.456645,38.04255319148936,38.0,31.0,51.0
120,2023-05-22 09:44:39.061898496,chrome_static,94.554443,2.295,386.294052,107.303903,4.085414,139.945602,38.873778,1.480053,5973.0,1659.166667,63.169956,37.39572192513369,37.0,31.0,51.0
169,2023-05-22 09:47:04.200300800,safari_dynamic,134.395345,2.295,434.24025,120.622292,3.231066,88.01178,24.447717,0.654872,8168.0,2268.888889,60.775915,34.830827067669176,32.5,30.0,50.0
119,2023-05-22 09:49:30.033278976,chrome_static,95.798244,2.295,391.656784,108.793551,4.08835,142.161636,39.489343,1.483969,5934.0,1648.333333,61.942681,36.194736842105264,33.0,30.0,52.0
175,2023-05-22 09:51:35.802422528,safari_dynamic,94.587278,2.295,306.263458,85.073183,3.237893,65.747971,18.263325,0.695104,5602.0,1556.111111,59.225724,34.668449197860966,32.0,30.0,49.0
19,2023-05-22 09:53:42.167072768,chrome_dynamic,96.91786,2.295,396.444992,110.123609,4.090526,144.694687,40.192969,1.492962,5956.0,1654.444444,61.454102,36.213541666666664,35.0,30.0,50.0
75,2023-05-22 09:56:08.138920704,safari_static,133.651881,2.295,431.029709,119.730475,3.225018,86.814789,24.115219,0.649559,7919.0,2199.722222,59.250943,34.92075471698113,34.0,29.0,50.0
25,2023-05-22 09:58:33.014664960,chrome_dynamic,94.906755,2.295,383.193298,106.442583,4.037577,137.337982,38.149439,1.447083,5836.0,1621.111111,61.491935,35.829787234042556,34.0,30.0,49.0
125,2023-05-22 10:00:38.564531968,chrome_static,94.789451,2.295,385.423279,107.062022,4.066099,138.9729,38.603583,1.466122,5912.0,1642.222222,62.369809,36.579787234042556,35.0,30.0,52.0
