"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"16:44:00:436","6804198216380","   0.501","   0.865"," 1600"," 1100"," 2800"," 1599","   3.199","   1.602","   0.445","   0.496","   0.248","   0.069"," 33","0"," 32"," 45","  40.404","  32.000","   8.889","  45.000","  350","    0"
"16:44:00:947","6805371916267","   1.012","  26.307"," 3073"," 1100"," 3300"," 3119","  17.468","  10.536","   2.927","  14.346","   7.586","   2.107"," 50","0"," 32"," 53","  45.502","  64.000","  17.778","  45.000","  350","    0"
"16:44:01:448","6806521250061","   1.513","  25.948"," 3099"," 1200"," 3300"," 3128","  17.216","  19.159","   5.322","  14.095","  14.645","   4.068"," 50","0"," 38"," 53","  47.010"," 102.000","  28.333","  45.000","  350","    0"
"16:44:01:956","6807686586836","   2.021","  19.702"," 2994"," 1100"," 3300"," 3041","  14.296","  26.419","   7.339","  11.044","  20.254","   5.626"," 48","0"," 39"," 52","  46.040"," 141.000","  39.167","  45.000","  350","    0"
"16:44:02:466","6808856366818","   2.531","  37.089"," 3057","  800"," 3300"," 3083","  18.519","  35.859","   9.961","  15.011","  27.906","   7.752"," 51","0"," 40"," 56","  49.679"," 181.000","  50.278","  45.000","  350","    0"
"16:44:02:970","6810014662016","   3.035","  40.927"," 3023","  900"," 3300"," 3042","  18.400","  45.147","  12.541","  14.739","  35.346","   9.818"," 46","0"," 40"," 57","  50.612"," 221.000","  61.389","  45.000","  350","    0"
"16:44:03:476","6811175332654","   3.541","  22.060"," 2787"," 1100"," 3300"," 2831","  12.769","  51.605","  14.335","   9.469","  40.135","  11.149"," 45","0"," 39"," 53","  47.048"," 260.000","  72.222","  45.000","  350","    0"
"16:44:03:977","6812324752552","   4.042","  29.350"," 2954"," 1100"," 3300"," 2992","  16.163","  59.701","  16.584","  12.704","  46.499","  12.916"," 54","0"," 40"," 56","  47.759"," 300.000","  83.333","  45.000","  350","    0"
"16:44:04:483","6813486748956","   4.548","   8.094"," 2024"," 1100"," 3200"," 2172","   7.001","  63.246","  17.568","   4.081","  48.565","  13.490"," 47","0"," 38"," 54","  44.399"," 338.000","  93.889","  45.000","  350","    0"
"16:44:04:986","6814639839488","   5.051","  11.643"," 2311"," 1100"," 3300"," 2716","   9.640","  68.090","  18.914","   6.795","  51.979","  14.439"," 47","0"," 38"," 52","  44.673"," 376.000"," 104.444","  45.000","  350","    0"
"16:44:05:489","6815794086047","   5.554","   4.809"," 2501"," 1100"," 3300"," 2658","   5.324","  70.768","  19.658","   2.619","  53.297","  14.805"," 38","0"," 35"," 51","  44.925"," 411.000"," 114.167","  45.000","  350","    0"
"16:44:05:995","6816955214921","   6.060","   4.738"," 1690"," 1100"," 2800"," 1725","   4.132","  72.859","  20.239","   1.459","  54.035","  15.010"," 43","0"," 36"," 48","  42.444"," 447.000"," 124.167","  45.000","  350","    0"
"16:44:06:503","6818122030753","   6.568","   1.517"," 1444"," 1100"," 2800"," 1461","   3.262","  74.518","  20.699","   0.628","  54.354","  15.098"," 44","0"," 37"," 47","  42.903"," 484.000"," 134.444","  45.000","  350","    0"
"16:44:07:006","6819276056376","   7.071","   1.992"," 1508"," 1100"," 2800"," 1523","   3.339","  76.197","  21.166","   0.702","  54.707","  15.196"," 40","0"," 37"," 47","  41.685"," 521.000"," 144.722","  45.000","  350","    0"
"16:44:07:513","6820439028457","   7.578","   1.470"," 1452"," 1100"," 2800"," 1468","   3.243","  77.840","  21.622","   0.618","  55.020","  15.283"," 36","0"," 36"," 46","  41.955"," 557.000"," 154.722","  45.000","  350","    0"
"16:44:08:016","6821593028598","   8.081","   1.526"," 1620"," 1100"," 2800"," 1639","   3.301","  79.500","  22.083","   0.660","  55.352","  15.376"," 37","0"," 34"," 47","  42.018"," 591.000"," 164.167","  45.000","  350","    0"
"16:44:08:525","6822761387044","   8.590","   1.033"," 1492"," 1100"," 2800"," 1505","   3.086","  81.071","  22.520","   0.472","  55.593","  15.442"," 43","0"," 34"," 46","  40.132"," 625.000"," 173.611","  45.000","  350","    0"
"16:44:09:030","6823920428981","   9.095","   3.520"," 1917"," 1100"," 2800"," 1933","   3.882","  83.032","  23.064","   1.167","  56.182","  15.606"," 39","0"," 35"," 47","  42.234"," 660.000"," 183.333","  45.000","  350","    0"
"16:44:09:533","6825074630911","   9.598","   4.554"," 1881"," 1100"," 3000"," 1909","   4.195","  85.142","  23.651","   1.436","  56.904","  15.807"," 46","0"," 37"," 47","  42.046"," 697.000"," 193.611","  45.000","  350","    0"
"16:44:10:036","6826228750112","  10.101","   3.947"," 1930"," 1100"," 3300"," 1942","   4.107","  87.208","  24.224","   1.381","  57.599","  16.000"," 47","0"," 36"," 47","  42.211"," 733.000"," 203.611","  45.000","  350","    0"
"16:44:10:539","6827382904970","  10.604","   3.729"," 1845"," 1100"," 2800"," 1857","   3.905","  89.172","  24.770","   1.195","  58.200","  16.167"," 42","0"," 36"," 47","  42.154"," 769.000"," 213.611","  45.000","  350","    0"
"16:44:11:049","6828553436261","  11.114","  11.016"," 2608"," 1100"," 3200"," 2650","   7.847","  93.175","  25.882","   4.913","  60.706","  16.863"," 52","0"," 38"," 52","  44.783"," 807.000"," 224.167","  45.000","  350","    0"
"16:44:11:549","6829702196427","  11.614","   8.901"," 2258"," 1100"," 3200"," 2325","   7.580","  96.969","  26.936","   4.558","  62.988","  17.497"," 46","0"," 38"," 53","  44.408"," 845.000"," 234.722","  45.000","  350","    0"
