"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"09:22:13:140","91588874602615","   0.501","   0.541"," 1760"," 1100"," 2500"," 1778","   3.049","   1.528","   0.424","   0.419","   0.210","   0.058"," 31","0"," 30"," 43","  38.071","  30.000","   8.333","  45.000","  350","    0"
"09:22:13:651","91590046049986","   1.012","  31.385"," 3068"," 1100"," 3300"," 3098","  18.980","  11.217","   3.116","  15.858","   8.305","   2.307"," 48","0"," 30"," 51","  44.359","  60.000","  16.667","  45.000","  350","    0"
"09:22:14:151","91591194188877","   1.512","  30.692"," 3078"," 1200"," 3300"," 3109","  18.052","  20.249","   5.625","  14.979","  15.800","   4.389"," 51","0"," 36"," 52","  45.264","  96.000","  26.667","  45.000","  350","    0"
"09:22:14:653","91592345739408","   2.014","  18.411"," 2940"," 1100"," 3300"," 2966","  12.314","  26.428","   7.341","   9.357","  20.495","   5.693"," 43","0"," 36"," 53","  44.875"," 132.000","  36.667","  45.000","  350","    0"
"09:22:15:154","91593495632687","   2.515","   9.303"," 2723"," 1100"," 3300"," 2779","   7.556","  30.215","   8.393","   4.719","  22.860","   6.350"," 45","0"," 33"," 48","  41.500"," 165.000","  45.833","  45.000","  350","    0"
"09:22:15:662","91594660829163","   3.023","  17.112"," 2867"," 1100"," 3300"," 2918","  11.448","  36.028","  10.008","   8.331","  27.090","   7.525"," 45","0"," 35"," 50","  43.234"," 200.000","  55.556","  45.000","  350","    0"
"09:22:16:165","91595815141035","   3.526","   1.295"," 1494"," 1100"," 2300"," 1503","   3.113","  37.594","  10.443","   0.547","  27.365","   7.601"," 41","0"," 33"," 45","  40.462"," 233.000","  64.722","  45.000","  350","    0"
"09:22:16:667","91596967417644","   4.028","   0.954"," 1452"," 1100"," 2300"," 1471","   3.007","  39.104","  10.862","   0.458","  27.595","   7.665"," 41","0"," 31"," 44","  39.123"," 264.000","  73.333","  45.000","  350","    0"
"09:22:17:170","91598121655332","   4.531","   0.686"," 1484"," 1100"," 2400"," 1482","   2.952","  40.589","  11.275","   0.407","  27.799","   7.722"," 32","0"," 32"," 44","  36.089"," 296.000","  82.222","  45.000","  350","    0"
"09:22:17:679","91599289441837","   5.040","   1.338"," 1502"," 1100"," 2300"," 1511","   3.133","  42.183","  11.717","   0.562","  28.086","   7.802"," 36","0"," 32"," 45","  39.294"," 328.000","  91.111","  45.000","  350","    0"
