"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"05:02:44:849","55862106252809","   0.501","   0.607"," 1677"," 1100"," 2800"," 1668","   3.070","   1.539","   0.427","   0.426","   0.214","   0.059"," 32","0"," 32"," 44","  39.909","  32.000","   8.889","  45.000","  350","    0"
"05:02:45:359","55863277821379","   1.012","  29.980"," 3059"," 1100"," 3300"," 3092","  18.678","  11.074","   3.076","  15.565","   8.160","   2.267"," 46","0"," 32"," 51","  44.860","  64.000","  17.778","  45.000","  350","    0"
"05:02:45:867","55864443073714","   1.520","  31.184"," 3083"," 1300"," 3300"," 3111","  18.427","  20.431","   5.675","  15.328","  15.944","   4.429"," 49","0"," 38"," 52","  46.200"," 102.000","  28.333","  45.000","  350","    0"
"05:02:46:370","55865596311189","   2.022","  16.467"," 2993"," 1100"," 3300"," 3013","  11.417","  26.169","   7.269","   8.486","  20.209","   5.613"," 41","0"," 35"," 52","  46.135"," 137.000","  38.056","  45.000","  350","    0"
"05:02:46:877","55866759741081","   2.529","   9.740"," 2730"," 1100"," 3300"," 2786","   7.870","  30.159","   8.377","   4.977","  22.732","   6.314"," 46","0"," 33"," 49","  42.652"," 170.000","  47.222","  45.000","  350","    0"
"05:02:47:379","55867913053096","   3.032","  15.457"," 2892"," 1100"," 3300"," 2943","  10.886","  35.630","   9.897","   7.838","  26.671","   7.409"," 42","0"," 36"," 49","  43.838"," 206.000","  57.222","  45.000","  350","    0"
"05:02:47:882","55869067103987","   3.534","   1.279"," 1439"," 1100"," 2300"," 1452","   3.101","  37.190","  10.330","   0.535","  26.940","   7.483"," 38","0"," 32"," 44","  40.623"," 238.000","  66.111","  45.000","  350","    0"
"05:02:48:385","55870221154448","   4.037","   0.927"," 1436"," 1100"," 2300"," 1459","   3.017","  38.707","  10.752","   0.464","  27.173","   7.548"," 34","0"," 32"," 43","  38.371"," 270.000","  75.000","  45.000","  350","    0"
"05:02:48:888","55871375279666","   4.540","   0.707"," 1469"," 1100"," 2300"," 1476","   2.948","  40.190","  11.164","   0.406","  27.377","   7.605"," 39","0"," 30"," 43","  36.008"," 300.000","  83.333","  45.000","  350","    0"
"05:02:49:391","55872529372040","   5.043","   1.403"," 1484"," 1100"," 2300"," 1498","   3.149","  41.774","  11.604","   0.573","  27.666","   7.685"," 42","0"," 33"," 44","  39.331"," 333.000","  92.500","  45.000","  350","    0"
"05:02:49:894","55873683572990","   5.546","   0.682"," 1493"," 1100"," 2300"," 1500","   2.951","  43.258","  12.016","   0.408","  27.871","   7.742"," 40","0"," 31"," 43","  37.268"," 364.000"," 101.111","  45.000","  350","    0"
"05:02:50:399","55874842229527","   6.051","   1.456"," 1502"," 1100"," 2300"," 1507","   3.156","  44.851","  12.459","   0.593","  28.170","   7.825"," 42","0"," 31"," 44","  39.004"," 395.000"," 109.722","  45.000","  350","    0"
"05:02:50:909","55876013771139","   6.562","   0.821"," 1436"," 1100"," 2300"," 1445","   2.972","  46.368","  12.880","   0.430","  28.390","   7.886"," 38","0"," 31"," 43","  36.800"," 426.000"," 118.333","  45.000","  350","    0"
"05:02:51:412","55877167969168","   7.065","   0.743"," 1466"," 1100"," 2300"," 1478","   2.959","  47.857","  13.294","   0.409","  28.596","   7.943"," 34","0"," 32"," 43","  35.933"," 458.000"," 127.222","  45.000","  350","    0"
"05:02:51:914","55878318436498","   7.566","   0.844"," 1476"," 1100"," 2300"," 1482","   2.990","  49.355","  13.710","   0.442","  28.817","   8.005"," 37","0"," 31"," 43","  37.612"," 489.000"," 135.833","  45.000","  350","    0"
"05:02:52:422","55879486162138","   8.075","   1.488"," 1479"," 1100"," 2300"," 1488","   3.158","  50.962","  14.156","   0.575","  29.110","   8.086"," 41","0"," 32"," 43","  38.210"," 521.000"," 144.722","  45.000","  350","    0"
"05:02:52:925","55880640352501","   8.578","   0.767"," 1445"," 1100"," 2300"," 1453","   2.958","  52.450","  14.570","   0.409","  29.315","   8.143"," 33","0"," 32"," 42","  36.297"," 553.000"," 153.611","  45.000","  350","    0"
"05:02:53:428","55881794552315","   9.081","   0.676"," 1498"," 1100"," 2300"," 1511","   2.941","  53.929","  14.980","   0.397","  29.515","   8.199"," 34","0"," 32"," 42","  36.877"," 585.000"," 162.500","  45.000","  350","    0"
"05:02:53:939","55882965957702","   9.591","   0.612"," 1511"," 1100"," 2300"," 1510","   2.933","  55.427","  15.396","   0.389","  29.714","   8.254"," 32","0"," 32"," 42","  36.027"," 617.000"," 171.389","  45.000","  350","    0"
"05:02:54:442","55884120062052","  10.094","   1.493"," 1487"," 1100"," 2300"," 1496","   3.147","  57.009","  15.836","   0.582","  30.006","   8.335"," 39","0"," 32"," 44","  38.374"," 649.000"," 180.278","  45.000","  350","    0"
"05:02:54:945","55885274410533","  10.597","   0.799"," 1488"," 1100"," 2400"," 1504","   2.982","  58.509","  16.253","   0.430","  30.223","   8.395"," 40","0"," 32"," 42","  36.701"," 681.000"," 189.167","  45.000","  350","    0"
"05:02:55:448","55886428450720","  11.100","   0.792"," 1469"," 1100"," 2300"," 1479","   2.975","  60.006","  16.668","   0.427","  30.437","   8.455"," 39","0"," 32"," 44","  39.587"," 713.000"," 198.056","  45.000","  350","    0"
"05:02:55:950","55887582478510","  11.603","   0.604"," 1513"," 1100"," 2300"," 1522","   2.933","  61.481","  17.078","   0.387","  30.632","   8.509"," 35","0"," 32"," 43","  35.817"," 745.000"," 206.944","  45.000","  350","    0"
