"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"05:16:02:050","57691557623139","   0.510","   1.058"," 1578"," 1100"," 2300"," 1586","   3.180","   1.622","   0.451","   0.521","   0.266","   0.074"," 41","0"," 32"," 44","  39.026","  32.000","   8.889","  45.000","  350","    0"
"05:16:02:561","57692729025504","   1.021","  27.977"," 3046"," 1200"," 3300"," 3081","  17.973","  10.797","   2.999","  14.789","   7.815","   2.171"," 48","0"," 34"," 52","  45.498","  66.000","  18.333","  45.000","  350","    0"
"05:16:03:061","57693877267917","   1.521","  31.322"," 3072"," 1300"," 3300"," 3096","  18.395","  20.002","   5.556","  15.292","  15.466","   4.296"," 51","0"," 38"," 53","  46.362"," 104.000","  28.889","  45.000","  350","    0"
"05:16:03:563","57695029512361","   2.023","  16.328"," 2902"," 1100"," 3300"," 2932","  11.089","  25.569","   7.103","   8.153","  19.560","   5.433"," 42","0"," 39"," 52","  46.096"," 143.000","  39.722","  45.000","  350","    0"
"05:16:04:073","57696199999673","   2.533","   0.850"," 1495"," 1100"," 2300"," 1513","   3.137","  27.169","   7.547","   0.475","  19.802","   5.501"," 40","0"," 33"," 46","  40.109"," 176.000","  48.889","  45.000","  350","    0"
"05:16:04:575","57697350808549","   3.035","   0.835"," 1515"," 1100"," 2300"," 1525","   3.107","  28.728","   7.980","   0.452","  20.029","   5.564"," 40","0"," 33"," 44","  38.240"," 209.000","  58.056","  45.000","  350","    0"
"05:16:05:078","57698504887012","   3.537","   0.734"," 1539"," 1100"," 2300"," 1538","   3.111","  30.292","   8.415","   0.453","  20.257","   5.627"," 39","0"," 33"," 45","  39.338"," 242.000","  67.222","  45.000","  350","    0"
"05:16:05:581","57699659021791","   4.040","   0.759"," 1526"," 1100"," 2300"," 1528","   3.103","  31.853","   8.848","   0.447","  20.482","   5.689"," 39","0"," 33"," 45","  40.051"," 275.000","  76.389","  45.000","  350","    0"
"05:16:06:091","57700830041383","   4.551","   0.808"," 1530"," 1100"," 2300"," 1529","   3.103","  33.436","   9.288","   0.451","  20.712","   5.753"," 38","0"," 32"," 45","  38.369"," 307.000","  85.278","  45.000","  350","    0"
"05:16:06:594","57701984182740","   5.054","   0.775"," 1538"," 1100"," 2300"," 1546","   3.111","  35.001","   9.722","   0.459","  20.943","   5.817"," 38","0"," 33"," 44","  39.571"," 340.000","  94.444","  45.000","  350","    0"
"05:16:07:097","57703138636322","   5.557","   1.100"," 1518"," 1100"," 2300"," 1518","   3.165","  36.593","  10.165","   0.506","  21.198","   5.888"," 37","0"," 33"," 44","  37.829"," 373.000"," 103.611","  45.000","  350","    0"
"05:16:07:600","57704292681286","   6.060","   0.802"," 1525"," 1100"," 2300"," 1523","   3.112","  38.158","  10.599","   0.456","  21.427","   5.952"," 38","0"," 33"," 45","  39.221"," 406.000"," 112.778","  45.000","  350","    0"
"05:16:08:110","57705462318762","   6.569","   0.825"," 1502"," 1100"," 2300"," 1509","   3.126","  39.751","  11.042","   0.467","  21.665","   6.018"," 37","0"," 33"," 44","  39.026"," 439.000"," 121.944","  45.000","  350","    0"
"05:16:08:613","57706616551806","   7.072","   0.987"," 1634"," 1100"," 2800"," 1661","   3.183","  41.353","  11.487","   0.510","  21.922","   6.089"," 36","0"," 33"," 44","  38.335"," 472.000"," 131.111","  45.000","  350","    0"
