"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"08:48:49:537","86990922330312","   0.501","   0.646"," 1626"," 1100"," 2400"," 1626","   3.074","   1.540","   0.428","   0.436","   0.219","   0.061"," 31","0"," 31"," 43","  38.675","  31.000","   8.611","  45.000","  350","    0"
"08:48:50:059","86992118928699","   1.023","  27.079"," 3022"," 1100"," 3300"," 3054","  17.212","  10.515","   2.921","  14.024","   7.531","   2.092"," 50","0"," 31"," 52","  43.490","  62.000","  17.222","  45.000","  350","    0"
"08:48:50:559","86993267492106","   1.523","  25.808"," 3052"," 1300"," 3300"," 3084","  16.817","  18.932","   5.259","  13.747","  14.412","   4.003"," 48","0"," 35"," 51","  44.380","  97.000","  26.944","  45.000","  350","    0"
"08:48:51:062","86994420843299","   2.026","  22.650"," 2960"," 1100"," 3300"," 2995","  14.270","  26.104","   7.251","  11.247","  20.065","   5.574"," 46","0"," 35"," 52","  44.401"," 132.000","  36.667","  45.000","  350","    0"
"08:48:51:565","86995574963499","   2.529","   4.276"," 1678"," 1100"," 3300"," 1693","   4.202","  28.218","   7.838","   1.459","  20.798","   5.777"," 47","0"," 34"," 47","  41.421"," 166.000","  46.111","  45.000","  350","    0"
"08:48:52:073","86996740858612","   3.037","  22.181"," 2797"," 1100"," 3300"," 2836","  13.369","  35.010","   9.725","  10.092","  25.926","   7.202"," 44","0"," 35"," 50","  42.975"," 201.000","  55.833","  45.000","  350","    0"
"08:48:52:581","86997906961654","   3.545","   6.318"," 1775"," 1100"," 3300"," 1788","   4.760","  37.429","  10.397","   2.082","  26.984","   7.495"," 44","0"," 34"," 46","  40.351"," 235.000","  65.278","  45.000","  350","    0"
"08:48:53:084","86999060264563","   4.047","   3.731"," 2194"," 1100"," 3300"," 2217","   4.368","  39.624","  11.007","   1.740","  27.858","   7.738"," 39","0"," 33"," 48","  41.490"," 268.000","  74.444","  45.000","  350","    0"
"08:48:53:587","87000214408236","   4.550","   0.744"," 1482"," 1100"," 2500"," 1475","   2.973","  41.120","  11.422","   0.429","  28.074","   7.798"," 33","0"," 32"," 44","  37.634"," 300.000","  83.333","  45.000","  350","    0"
"08:48:54:089","87001368586131","   5.053","   1.382"," 1477"," 1100"," 2300"," 1488","   3.150","  42.704","  11.862","   0.572","  28.361","   7.878"," 43","0"," 32"," 44","  37.836"," 332.000","  92.222","  45.000","  350","    0"
"08:48:54:592","87002522845724","   5.556","   0.704"," 1503"," 1100"," 2500"," 1494","   2.969","  44.198","  12.277","   0.422","  28.574","   7.937"," 42","0"," 31"," 43","  37.677"," 363.000"," 100.833","  45.000","  350","    0"
"08:48:55:095","87003677018046","   6.059","   1.553"," 1500"," 1100"," 2300"," 1507","   3.203","  45.809","  12.725","   0.618","  28.884","   8.023"," 44","0"," 32"," 44","  38.847"," 395.000"," 109.722","  45.000","  350","    0"
"08:48:55:597","87004829247031","   6.561","   0.691"," 1491"," 1100"," 2400"," 1497","   2.966","  47.298","  13.138","   0.417","  29.094","   8.082"," 32","0"," 32"," 44","  36.774"," 427.000"," 118.611","  45.000","  350","    0"
"08:48:56:099","87005979055202","   7.062","   0.840"," 1457"," 1100"," 2500"," 1472","   2.978","  48.790","  13.553","   0.429","  29.309","   8.141"," 33","0"," 32"," 44","  36.940"," 459.000"," 127.500","  45.000","  350","    0"
