"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"19:26:36:418","29192624743113","   0.501","   0.702"," 1690"," 1100"," 2800"," 1691","   3.158","   1.582","   0.440","   0.460","   0.231","   0.064"," 34","0"," 33"," 46","  40.417","  33.000","   9.167","  45.000","  350","    0"
"19:26:36:929","29193798749998","   1.013","  28.729"," 3043"," 1100"," 3300"," 3072","  17.749","  10.663","   2.962","  14.586","   7.693","   2.137"," 49","0"," 34"," 55","  48.022","  67.000","  18.611","  45.000","  350","    0"
"19:26:37:438","29194966415159","   1.522","  20.775"," 3003"," 1100"," 3300"," 3056","  14.639","  18.112","   5.031","  11.409","  13.498","   3.749"," 50","0"," 39"," 53","  47.435"," 106.000","  29.444","  45.000","  350","    0"
"19:26:37:940","29196117035346","   2.023","  23.177"," 3076"," 1100"," 3300"," 3114","  16.065","  26.167","   7.269","  12.783","  19.908","   5.530"," 52","0"," 41"," 55","  48.418"," 147.000","  40.833","  45.000","  350","    0"
"19:26:38:445","29197277136180","   2.528","  39.467"," 3041"," 1000"," 3300"," 3073","  19.460","  36.005","  10.001","  15.893","  27.942","   7.762"," 52","0"," 41"," 58","  50.679"," 188.000","  52.222","  45.000","  350","    0"
"19:26:38:952","29198441281805","   3.036","  44.132"," 3037","  900"," 3300"," 3054","  19.538","  45.917","  12.755","  16.017","  36.068","  10.019"," 50","0"," 41"," 58","  52.208"," 229.000","  63.611","  45.000","  350","    0"
"19:26:39:460","29199605791709","   3.543","  23.599"," 2879"," 1100"," 3300"," 2911","  13.740","  52.889","  14.691","  10.361","  41.326","  11.479"," 50","0"," 42"," 57","  49.125"," 271.000","  75.278","  45.000","  350","    0"
"19:26:39:961","29200754662778","   4.044","  32.075"," 2949"," 1100"," 3300"," 2974","  16.825","  61.312","  17.031","  13.471","  48.070","  13.353"," 56","0"," 41"," 58","  49.593"," 312.000","  86.667","  45.000","  350","  700"
"19:26:40:467","29201916346331","   4.550","  39.528"," 2992"," 1100"," 3200"," 3011","  18.621","  70.739","  19.650","  15.157","  55.743","  15.484"," 50","0"," 43"," 59","  52.462"," 355.000","  98.611","  45.000","  350","    0"
"19:26:40:967","29203064472622","   5.050","  12.744"," 2362"," 1100"," 3300"," 2764","  10.409","  75.947","  21.096","   7.545","  59.518","  16.533"," 49","0"," 41"," 53","  47.359"," 396.000"," 110.000","  45.000","  350","    0"
