"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"18:35:11:150","22112427285218","   0.501","   0.974"," 1595"," 1100"," 2800"," 1611","   3.272","   1.640","   0.455","   0.535","   0.268","   0.074"," 34","0"," 34"," 47","  42.170","  34.000","   9.444","  45.000","  350","    0"
"18:35:11:661","22113598758050","   1.012","  27.069"," 3009"," 1100"," 3300"," 3043","  16.793","  10.212","   2.837","  13.655","   7.239","   2.011"," 51","0"," 34"," 55","  47.674","  68.000","  18.889","  45.000","  350","    0"
"18:35:12:163","22114751749357","   1.514","  24.023"," 3075"," 1200"," 3300"," 3115","  16.696","  18.601","   5.167","  13.389","  13.966","   3.879"," 52","0"," 41"," 55","  48.325"," 109.000","  30.278","  45.000","  350","    0"
"18:35:12:664","22115899964866","   2.014","  22.698"," 3076"," 1100"," 3300"," 3110","  15.859","  26.536","   7.371","  12.544","  20.243","   5.623"," 51","0"," 41"," 55","  48.908"," 150.000","  41.667","  45.000","  350","    0"
"18:35:13:164","22117048941674","   2.515","  37.583"," 3029"," 1100"," 3300"," 3060","  19.288","  36.194","  10.054","  15.732","  28.119","   7.811"," 52","0"," 41"," 57","  50.559"," 191.000","  53.056","  45.000","  350","    0"
"18:35:13:665","22118197205780","   3.015","  36.857"," 3065","  800"," 3300"," 3091","  19.648","  46.025","  12.785","  16.364","  36.308","  10.085"," 56","0"," 42"," 57","  51.252"," 233.000","  64.722","  45.000","  350","    0"
"18:35:14:168","22119351857067","   3.519","  21.557"," 2706"," 1100"," 3300"," 2742","  12.081","  52.104","  14.473","   8.588","  40.629","  11.286"," 51","0"," 41"," 56","  48.898"," 274.000","  76.111","  45.000","  350","    0"
"18:35:14:673","22120511770679","   4.024","  22.312"," 2823"," 1100"," 3300"," 2863","  13.108","  58.730","  16.314","   9.826","  45.595","  12.665"," 53","0"," 41"," 55","  48.671"," 315.000","  87.500","  45.000","  350","    0"
"18:35:15:177","22121666598811","   4.527","  45.627"," 3058"," 1100"," 3300"," 3079","  22.152","  69.878","  19.410","  18.538","  54.925","  15.257"," 57","0"," 42"," 59","  51.827"," 357.000","  99.167","  45.000","  350","    0"
"18:35:15:677","22122815340084","   5.028","  20.449"," 2689"," 1100"," 3300"," 2859","  12.556","  76.163","  21.156","   9.483","  59.671","  16.575"," 50","0"," 43"," 58","  51.368"," 400.000"," 111.111","  45.000","  350","    0"
"18:35:16:186","22123981953467","   5.536","  10.495"," 2484"," 1100"," 3300"," 2740","   8.694","  80.582","  22.384","   5.833","  62.637","  17.399"," 43","0"," 42"," 54","  48.296"," 442.000"," 122.778","  45.000","  350","    0"
"18:35:16:688","22125135833029","   6.039","   0.936"," 1519"," 1100"," 2800"," 1537","   3.058","  82.120","  22.811","   0.472","  62.874","  17.465"," 45","0"," 36"," 48","  42.315"," 478.000"," 132.778","  45.000","  350","    0"
"18:35:17:191","22126290002869","   6.542","   1.117"," 1511"," 1100"," 2800"," 1523","   3.095","  83.677","  23.244","   0.510","  63.131","  17.536"," 40","0"," 36"," 47","  42.818"," 514.000"," 142.778","  45.000","  350","    0"
"18:35:17:694","22127443208364","   7.044","   2.679"," 1796"," 1100"," 2800"," 1824","   3.480","  85.426","  23.729","   0.875","  63.570","  17.658"," 48","0"," 36"," 49","  44.067"," 550.000"," 152.778","  45.000","  350","    0"
